[2025-02-09T17:36:53.280+0000] {local_task_job_runner.py:123} INFO - ::group::Pre task execution logs
[2025-02-09T17:36:53.443+0000] {taskinstance.py:2612} INFO - Dependencies all met for dep_context=non-requeueable deps ti=<TaskInstance: transaction_facts_generator.generate_txn_fact_data scheduled__2024-11-28T00:00:00+00:00 [queued]>
[2025-02-09T17:36:53.453+0000] {taskinstance.py:2612} INFO - Dependencies all met for dep_context=requeueable deps ti=<TaskInstance: transaction_facts_generator.generate_txn_fact_data scheduled__2024-11-28T00:00:00+00:00 [queued]>
[2025-02-09T17:36:53.454+0000] {taskinstance.py:2865} INFO - Starting attempt 1 of 1
[2025-02-09T17:36:53.518+0000] {taskinstance.py:2888} INFO - Executing <Task(KafkaProduceOperator): generate_txn_fact_data> on 2024-11-28 00:00:00+00:00
[2025-02-09T17:36:53.528+0000] {logging_mixin.py:190} WARNING - /home/***/.local/lib/python3.12/site-packages/***/task/task_runner/standard_task_runner.py:70 DeprecationWarning: This process (pid=539) is multi-threaded, use of fork() may lead to deadlocks in the child.
[2025-02-09T17:36:53.527+0000] {standard_task_runner.py:104} INFO - Running: ['***', 'tasks', 'run', 'transaction_facts_generator', 'generate_txn_fact_data', 'scheduled__2024-11-28T00:00:00+00:00', '--job-id', '592', '--raw', '--subdir', 'DAGS_FOLDER/transaction_facts_generator.py', '--cfg-path', '/tmp/tmpkpe34ale']
[2025-02-09T17:36:53.529+0000] {standard_task_runner.py:105} INFO - Job 592: Subtask generate_txn_fact_data
[2025-02-09T17:36:53.529+0000] {standard_task_runner.py:72} INFO - Started process 552 to run task
[2025-02-09T17:36:53.572+0000] {task_command.py:467} INFO - Running <TaskInstance: transaction_facts_generator.generate_txn_fact_data scheduled__2024-11-28T00:00:00+00:00 [running]> on host 3aeaa30cef4e
[2025-02-09T17:36:53.664+0000] {taskinstance.py:3131} INFO - Exporting env vars: AIRFLOW_CTX_DAG_OWNER='Saleh' AIRFLOW_CTX_DAG_ID='transaction_facts_generator' AIRFLOW_CTX_TASK_ID='generate_txn_fact_data' AIRFLOW_CTX_EXECUTION_DATE='2024-11-28T00:00:00+00:00' AIRFLOW_CTX_TRY_NUMBER='1' AIRFLOW_CTX_DAG_RUN_ID='scheduled__2024-11-28T00:00:00+00:00'
[2025-02-09T17:36:53.665+0000] {taskinstance.py:731} INFO - ::endgroup::
[2025-02-09T17:36:53.686+0000] {conn.py:362} INFO - <BrokerConnection node_id=bootstrap-0 host=kafka_broker:9092 <connecting> [IPv4 ('172.20.0.4', 9092)]>: connecting to kafka_broker:9092 [('172.20.0.4', 9092) IPv4]
[2025-02-09T17:36:53.687+0000] {conn.py:957} INFO - Probing node bootstrap-0 broker version
[2025-02-09T17:36:53.688+0000] {conn.py:393} INFO - <BrokerConnection node_id=bootstrap-0 host=kafka_broker:9092 <connecting> [IPv4 ('172.20.0.4', 9092)]>: Connection complete.
[2025-02-09T17:36:53.791+0000] {conn.py:1019} INFO - Broker version identified as 2.5.0
[2025-02-09T17:36:53.792+0000] {conn.py:1020} INFO - Set configuration api_version=(2, 5, 0) to skip auto check_version requests on startup
[2025-02-09T17:36:53.798+0000] {kafka_operator.py:71} INFO - Sent transaction: {'transaction_id': 'T000001', 'transaction_date': 1719337013796, 'account_id': 'C00551', 'customer_id': 'C00797', 'transaction_type': 'Withdrawal', 'branch_id': 'C00066', 'currency': 'EUR', 'transaction_amount': 194.33, 'exchange_rate': 1.1612}
[2025-02-09T17:36:53.801+0000] {kafka_operator.py:71} INFO - Sent transaction: {'transaction_id': 'T000002', 'transaction_date': 1737826613800, 'account_id': 'C00758', 'customer_id': 'C00706', 'transaction_type': 'Withdrawal', 'branch_id': 'C00236', 'currency': 'GBP', 'transaction_amount': 8529.22, 'exchange_rate': 0.9878}
[2025-02-09T17:36:53.803+0000] {kafka_operator.py:71} INFO - Sent transaction: {'transaction_id': 'T000003', 'transaction_date': 1714585013802, 'account_id': 'C00245', 'customer_id': 'C00896', 'transaction_type': 'Transfer', 'branch_id': 'C00068', 'currency': 'USD', 'transaction_amount': 2971.86, 'exchange_rate': 0.9}
[2025-02-09T17:36:53.804+0000] {kafka_operator.py:71} INFO - Sent transaction: {'transaction_id': 'T000004', 'transaction_date': 1716658613804, 'account_id': 'C00541', 'customer_id': 'C00117', 'transaction_type': 'Transfer', 'branch_id': 'C00321', 'currency': 'GBP', 'transaction_amount': 2202.95, 'exchange_rate': 1.1241}
[2025-02-09T17:36:53.806+0000] {kafka_operator.py:71} INFO - Sent transaction: {'transaction_id': 'T000005', 'transaction_date': 1737308213806, 'account_id': 'C00451', 'customer_id': 'C00246', 'transaction_type': 'Transfer', 'branch_id': 'C00109', 'currency': 'EUR', 'transaction_amount': 6933.16, 'exchange_rate': 0.9478}
[2025-02-09T17:36:53.806+0000] {conn.py:362} INFO - <BrokerConnection node_id=0 host=kafka_broker:9092 <connecting> [IPv4 ('172.20.0.4', 9092)]>: connecting to kafka_broker:9092 [('172.20.0.4', 9092) IPv4]
[2025-02-09T17:36:53.810+0000] {conn.py:393} INFO - <BrokerConnection node_id=0 host=kafka_broker:9092 <connecting> [IPv4 ('172.20.0.4', 9092)]>: Connection complete.
[2025-02-09T17:36:53.811+0000] {conn.py:673} INFO - <BrokerConnection node_id=bootstrap-0 host=kafka_broker:9092 <connected> [IPv4 ('172.20.0.4', 9092)]>: Closing connection. 
[2025-02-09T17:36:53.809+0000] {kafka_operator.py:71} INFO - Sent transaction: {'transaction_id': 'T000006', 'transaction_date': 1728409013809, 'account_id': 'C00429', 'customer_id': 'C00904', 'transaction_type': 'Deposit', 'branch_id': 'C00184', 'currency': 'USD', 'transaction_amount': 161.75, 'exchange_rate': 0.8288}
[2025-02-09T17:36:53.816+0000] {kafka_operator.py:71} INFO - Sent transaction: {'transaction_id': 'T000007', 'transaction_date': 1720633013816, 'account_id': 'C00718', 'customer_id': 'C00403', 'transaction_type': 'Deposit', 'branch_id': 'C00793', 'currency': 'EUR', 'transaction_amount': 5262.02, 'exchange_rate': 0.8821}
[2025-02-09T17:36:53.821+0000] {kafka_operator.py:71} INFO - Sent transaction: {'transaction_id': 'T000008', 'transaction_date': 1724521013821, 'account_id': 'C00590', 'customer_id': 'C00490', 'transaction_type': 'Credit', 'branch_id': 'C00721', 'currency': 'EUR', 'transaction_amount': 2522.04, 'exchange_rate': 0.9222}
[2025-02-09T17:36:53.823+0000] {kafka_operator.py:71} INFO - Sent transaction: {'transaction_id': 'T000009', 'transaction_date': 1716917813823, 'account_id': 'C00722', 'customer_id': 'C00049', 'transaction_type': 'Withdrawal', 'branch_id': 'C00813', 'currency': 'USD', 'transaction_amount': 8575.69, 'exchange_rate': 0.6082}
