[2025-02-09T17:37:03.318+0000] {local_task_job_runner.py:123} INFO - ::group::Pre task execution logs
[2025-02-09T17:37:03.537+0000] {taskinstance.py:2612} INFO - Dependencies all met for dep_context=non-requeueable deps ti=<TaskInstance: transaction_facts_generator.generate_txn_fact_data scheduled__2024-12-19T00:00:00+00:00 [queued]>
[2025-02-09T17:37:03.547+0000] {taskinstance.py:2612} INFO - Dependencies all met for dep_context=requeueable deps ti=<TaskInstance: transaction_facts_generator.generate_txn_fact_data scheduled__2024-12-19T00:00:00+00:00 [queued]>
[2025-02-09T17:37:03.548+0000] {taskinstance.py:2865} INFO - Starting attempt 1 of 1
[2025-02-09T17:37:03.570+0000] {taskinstance.py:2888} INFO - Executing <Task(KafkaProduceOperator): generate_txn_fact_data> on 2024-12-19 00:00:00+00:00
[2025-02-09T17:37:03.579+0000] {logging_mixin.py:190} WARNING - /home/***/.local/lib/python3.12/site-packages/***/task/task_runner/standard_task_runner.py:70 DeprecationWarning: This process (pid=633) is multi-threaded, use of fork() may lead to deadlocks in the child.
[2025-02-09T17:37:03.582+0000] {standard_task_runner.py:72} INFO - Started process 643 to run task
[2025-02-09T17:37:03.580+0000] {standard_task_runner.py:104} INFO - Running: ['***', 'tasks', 'run', 'transaction_facts_generator', 'generate_txn_fact_data', 'scheduled__2024-12-19T00:00:00+00:00', '--job-id', '613', '--raw', '--subdir', 'DAGS_FOLDER/transaction_facts_generator.py', '--cfg-path', '/tmp/tmpgds6e23t']
[2025-02-09T17:37:03.584+0000] {standard_task_runner.py:105} INFO - Job 613: Subtask generate_txn_fact_data
[2025-02-09T17:37:03.646+0000] {task_command.py:467} INFO - Running <TaskInstance: transaction_facts_generator.generate_txn_fact_data scheduled__2024-12-19T00:00:00+00:00 [running]> on host 3aeaa30cef4e
[2025-02-09T17:37:03.752+0000] {taskinstance.py:3131} INFO - Exporting env vars: AIRFLOW_CTX_DAG_OWNER='Saleh' AIRFLOW_CTX_DAG_ID='transaction_facts_generator' AIRFLOW_CTX_TASK_ID='generate_txn_fact_data' AIRFLOW_CTX_EXECUTION_DATE='2024-12-19T00:00:00+00:00' AIRFLOW_CTX_TRY_NUMBER='1' AIRFLOW_CTX_DAG_RUN_ID='scheduled__2024-12-19T00:00:00+00:00'
[2025-02-09T17:37:03.754+0000] {taskinstance.py:731} INFO - ::endgroup::
[2025-02-09T17:37:03.776+0000] {conn.py:362} INFO - <BrokerConnection node_id=bootstrap-0 host=kafka_broker:9092 <connecting> [IPv4 ('172.20.0.4', 9092)]>: connecting to kafka_broker:9092 [('172.20.0.4', 9092) IPv4]
[2025-02-09T17:37:03.776+0000] {conn.py:957} INFO - Probing node bootstrap-0 broker version
[2025-02-09T17:37:03.777+0000] {conn.py:393} INFO - <BrokerConnection node_id=bootstrap-0 host=kafka_broker:9092 <connecting> [IPv4 ('172.20.0.4', 9092)]>: Connection complete.
[2025-02-09T17:37:03.880+0000] {conn.py:1019} INFO - Broker version identified as 2.5.0
[2025-02-09T17:37:03.881+0000] {conn.py:1020} INFO - Set configuration api_version=(2, 5, 0) to skip auto check_version requests on startup
[2025-02-09T17:37:03.891+0000] {kafka_operator.py:71} INFO - Sent transaction: {'transaction_id': 'T000001', 'transaction_date': 1721410623889, 'account_id': 'C00039', 'customer_id': 'C00023', 'transaction_type': 'Credit', 'branch_id': 'C00862', 'currency': 'EUR', 'transaction_amount': 6564.12, 'exchange_rate': 0.6449}
[2025-02-09T17:37:03.893+0000] {kafka_operator.py:71} INFO - Sent transaction: {'transaction_id': 'T000002', 'transaction_date': 1735666623893, 'account_id': 'C00190', 'customer_id': 'C00811', 'transaction_type': 'Withdrawal', 'branch_id': 'C00708', 'currency': 'USD', 'transaction_amount': 5693.0, 'exchange_rate': 1.4277}
[2025-02-09T17:37:03.895+0000] {kafka_operator.py:71} INFO - Sent transaction: {'transaction_id': 'T000003', 'transaction_date': 1732469823895, 'account_id': 'C00785', 'customer_id': 'C00769', 'transaction_type': 'Withdrawal', 'branch_id': 'C00794', 'currency': 'EUR', 'transaction_amount': 4376.54, 'exchange_rate': 0.7563}
[2025-02-09T17:37:03.902+0000] {kafka_operator.py:71} INFO - Sent transaction: {'transaction_id': 'T000004', 'transaction_date': 1724175423901, 'account_id': 'C00679', 'customer_id': 'C00419', 'transaction_type': 'Credit', 'branch_id': 'C00735', 'currency': 'EUR', 'transaction_amount': 4878.37, 'exchange_rate': 0.8932}
[2025-02-09T17:37:03.902+0000] {conn.py:362} INFO - <BrokerConnection node_id=0 host=kafka_broker:9092 <connecting> [IPv4 ('172.20.0.4', 9092)]>: connecting to kafka_broker:9092 [('172.20.0.4', 9092) IPv4]
[2025-02-09T17:37:03.903+0000] {kafka_operator.py:71} INFO - Sent transaction: {'transaction_id': 'T000005', 'transaction_date': 1729618623903, 'account_id': 'C00205', 'customer_id': 'C00290', 'transaction_type': 'Debit', 'branch_id': 'C00175', 'currency': 'EUR', 'transaction_amount': 6483.76, 'exchange_rate': 1.0202}
[2025-02-09T17:37:03.906+0000] {conn.py:393} INFO - <BrokerConnection node_id=0 host=kafka_broker:9092 <connecting> [IPv4 ('172.20.0.4', 9092)]>: Connection complete.
[2025-02-09T17:37:03.908+0000] {conn.py:673} INFO - <BrokerConnection node_id=bootstrap-0 host=kafka_broker:9092 <connected> [IPv4 ('172.20.0.4', 9092)]>: Closing connection. 
[2025-02-09T17:37:03.908+0000] {kafka_operator.py:71} INFO - Sent transaction: {'transaction_id': 'T000006', 'transaction_date': 1730828223907, 'account_id': 'C00880', 'customer_id': 'C00562', 'transaction_type': 'Withdrawal', 'branch_id': 'C00769', 'currency': 'EUR', 'transaction_amount': 1412.81, 'exchange_rate': 0.7645}
[2025-02-09T17:37:03.913+0000] {kafka_operator.py:71} INFO - Sent transaction: {'transaction_id': 'T000007', 'transaction_date': 1736617023912, 'account_id': 'C00496', 'customer_id': 'C00666', 'transaction_type': 'Transfer', 'branch_id': 'C00218', 'currency': 'GBP', 'transaction_amount': 8335.34, 'exchange_rate': 1.0186}
[2025-02-09T17:37:03.923+0000] {kafka_operator.py:71} INFO - Sent transaction: {'transaction_id': 'T000008', 'transaction_date': 1727199423922, 'account_id': 'C00977', 'customer_id': 'C00303', 'transaction_type': 'Withdrawal', 'branch_id': 'C00436', 'currency': 'USD', 'transaction_amount': 6395.72, 'exchange_rate': 1.343}
[2025-02-09T17:37:03.930+0000] {kafka_operator.py:71} INFO - Sent transaction: {'transaction_id': 'T000009', 'transaction_date': 1712943423926, 'account_id': 'C00606', 'customer_id': 'C00078', 'transaction_type': 'Credit', 'branch_id': 'C00659', 'currency': 'EUR', 'transaction_amount': 8707.05, 'exchange_rate': 1.0664}
[2025-02-09T17:37:03.935+0000] {kafka_operator.py:71} INFO - Sent transaction: {'transaction_id': 'T000010', 'transaction_date': 1731001023934, 'account_id': 'C00255', 'customer_id': 'C00001', 'transaction_type': 'Transfer', 'branch_id': 'C00842', 'currency': 'EUR', 'transaction_amount': 8216.7, 'exchange_rate': 1.3302}
[2025-02-09T17:37:03.938+0000] {kafka_operator.py:71} INFO - Sent transaction: {'transaction_id': 'T000011', 'transaction_date': 1719682623938, 'account_id': 'C00304', 'customer_id': 'C00603', 'transaction_type': 'Withdrawal', 'branch_id': 'C00614', 'currency': 'GBP', 'transaction_amount': 3399.1, 'exchange_rate': 0.6878}
[2025-02-09T17:37:03.942+0000] {kafka_operator.py:71} INFO - Sent transaction: {'transaction_id': 'T000012', 'transaction_date': 1733333823941, 'account_id': 'C00845', 'customer_id': 'C00310', 'transaction_type': 'Transfer', 'branch_id': 'C00818', 'currency': 'USD', 'transaction_amount': 8735.05, 'exchange_rate': 1.1751}
[2025-02-09T17:37:03.950+0000] {kafka_operator.py:71} INFO - Sent transaction: {'transaction_id': 'T000013', 'transaction_date': 1712338623946, 'account_id': 'C00229', 'customer_id': 'C00900', 'transaction_type': 'Deposit', 'branch_id': 'C00545', 'currency': 'USD', 'transaction_amount': 3875.56, 'exchange_rate': 0.6459}
[2025-02-09T17:37:03.953+0000] {kafka_operator.py:71} INFO - Sent transaction: {'transaction_id': 'T000014', 'transaction_date': 1725212223952, 'account_id': 'C00594', 'customer_id': 'C00241', 'transaction_type': 'Credit', 'branch_id': 'C00787', 'currency': 'EUR', 'transaction_amount': 1108.6, 'exchange_rate': 1.3524}
[2025-02-09T17:37:03.963+0000] {kafka_operator.py:71} INFO - Sent transaction: {'transaction_id': 'T000015', 'transaction_date': 1732210623963, 'account_id': 'C00721', 'customer_id': 'C00744', 'transaction_type': 'Debit', 'branch_id': 'C00342', 'currency': 'GBP', 'transaction_amount': 6419.33, 'exchange_rate': 1.3344}
