[2025-02-09T17:37:20.691+0000] {local_task_job_runner.py:123} INFO - ::group::Pre task execution logs
[2025-02-09T17:37:21.088+0000] {taskinstance.py:2612} INFO - Dependencies all met for dep_context=non-requeueable deps ti=<TaskInstance: transaction_facts_generator.generate_txn_fact_data scheduled__2025-01-17T00:00:00+00:00 [queued]>
[2025-02-09T17:37:21.098+0000] {taskinstance.py:2612} INFO - Dependencies all met for dep_context=requeueable deps ti=<TaskInstance: transaction_facts_generator.generate_txn_fact_data scheduled__2025-01-17T00:00:00+00:00 [queued]>
[2025-02-09T17:37:21.100+0000] {taskinstance.py:2865} INFO - Starting attempt 1 of 1
[2025-02-09T17:37:21.248+0000] {taskinstance.py:2888} INFO - Executing <Task(KafkaProduceOperator): generate_txn_fact_data> on 2025-01-17 00:00:00+00:00
[2025-02-09T17:37:21.258+0000] {logging_mixin.py:190} WARNING - /home/***/.local/lib/python3.12/site-packages/***/task/task_runner/standard_task_runner.py:70 DeprecationWarning: This process (pid=781) is multi-threaded, use of fork() may lead to deadlocks in the child.
[2025-02-09T17:37:21.261+0000] {standard_task_runner.py:72} INFO - Started process 792 to run task
[2025-02-09T17:37:21.277+0000] {standard_task_runner.py:104} INFO - Running: ['***', 'tasks', 'run', 'transaction_facts_generator', 'generate_txn_fact_data', 'scheduled__2025-01-17T00:00:00+00:00', '--job-id', '644', '--raw', '--subdir', 'DAGS_FOLDER/transaction_facts_generator.py', '--cfg-path', '/tmp/tmplb0124rs']
[2025-02-09T17:37:21.306+0000] {standard_task_runner.py:105} INFO - Job 644: Subtask generate_txn_fact_data
[2025-02-09T17:37:21.383+0000] {task_command.py:467} INFO - Running <TaskInstance: transaction_facts_generator.generate_txn_fact_data scheduled__2025-01-17T00:00:00+00:00 [running]> on host 3aeaa30cef4e
[2025-02-09T17:37:21.542+0000] {taskinstance.py:3131} INFO - Exporting env vars: AIRFLOW_CTX_DAG_OWNER='Saleh' AIRFLOW_CTX_DAG_ID='transaction_facts_generator' AIRFLOW_CTX_TASK_ID='generate_txn_fact_data' AIRFLOW_CTX_EXECUTION_DATE='2025-01-17T00:00:00+00:00' AIRFLOW_CTX_TRY_NUMBER='1' AIRFLOW_CTX_DAG_RUN_ID='scheduled__2025-01-17T00:00:00+00:00'
[2025-02-09T17:37:21.542+0000] {taskinstance.py:731} INFO - ::endgroup::
[2025-02-09T17:37:21.568+0000] {conn.py:362} INFO - <BrokerConnection node_id=bootstrap-0 host=kafka_broker:9092 <connecting> [IPv4 ('172.20.0.4', 9092)]>: connecting to kafka_broker:9092 [('172.20.0.4', 9092) IPv4]
[2025-02-09T17:37:21.569+0000] {conn.py:957} INFO - Probing node bootstrap-0 broker version
[2025-02-09T17:37:21.571+0000] {conn.py:393} INFO - <BrokerConnection node_id=bootstrap-0 host=kafka_broker:9092 <connecting> [IPv4 ('172.20.0.4', 9092)]>: Connection complete.
[2025-02-09T17:37:21.673+0000] {conn.py:1019} INFO - Broker version identified as 2.5.0
[2025-02-09T17:37:21.674+0000] {conn.py:1020} INFO - Set configuration api_version=(2, 5, 0) to skip auto check_version requests on startup
[2025-02-09T17:37:21.689+0000] {kafka_operator.py:71} INFO - Sent transaction: {'transaction_id': 'T000001', 'transaction_date': 1709487441678, 'account_id': 'C00965', 'customer_id': 'C00421', 'transaction_type': 'Debit', 'branch_id': 'C00577', 'currency': 'EUR', 'transaction_amount': 3821.8, 'exchange_rate': 1.0989}
[2025-02-09T17:37:21.692+0000] {kafka_operator.py:71} INFO - Sent transaction: {'transaction_id': 'T000002', 'transaction_date': 1728322641690, 'account_id': 'C00109', 'customer_id': 'C00278', 'transaction_type': 'Debit', 'branch_id': 'C00270', 'currency': 'GBP', 'transaction_amount': 159.69, 'exchange_rate': 1.2173}
[2025-02-09T17:37:21.694+0000] {kafka_operator.py:71} INFO - Sent transaction: {'transaction_id': 'T000003', 'transaction_date': 1710265041694, 'account_id': 'C00223', 'customer_id': 'C00269', 'transaction_type': 'Credit', 'branch_id': 'C00447', 'currency': 'EUR', 'transaction_amount': 1289.52, 'exchange_rate': 1.1898}
[2025-02-09T17:37:21.695+0000] {kafka_operator.py:71} INFO - Sent transaction: {'transaction_id': 'T000004', 'transaction_date': 1715881041695, 'account_id': 'C00795', 'customer_id': 'C00857', 'transaction_type': 'Deposit', 'branch_id': 'C00887', 'currency': 'EUR', 'transaction_amount': 4389.77, 'exchange_rate': 1.142}
[2025-02-09T17:37:21.697+0000] {kafka_operator.py:71} INFO - Sent transaction: {'transaction_id': 'T000005', 'transaction_date': 1733247441696, 'account_id': 'C00051', 'customer_id': 'C00406', 'transaction_type': 'Deposit', 'branch_id': 'C00899', 'currency': 'GBP', 'transaction_amount': 4940.97, 'exchange_rate': 0.5046}
[2025-02-09T17:37:21.698+0000] {kafka_operator.py:71} INFO - Sent transaction: {'transaction_id': 'T000006', 'transaction_date': 1721669841698, 'account_id': 'C00490', 'customer_id': 'C00499', 'transaction_type': 'Transfer', 'branch_id': 'C00333', 'currency': 'GBP', 'transaction_amount': 3721.85, 'exchange_rate': 1.3375}
[2025-02-09T17:37:21.699+0000] {kafka_operator.py:71} INFO - Sent transaction: {'transaction_id': 'T000007', 'transaction_date': 1713548241699, 'account_id': 'C00115', 'customer_id': 'C00162', 'transaction_type': 'Debit', 'branch_id': 'C00242', 'currency': 'USD', 'transaction_amount': 9448.29, 'exchange_rate': 1.0581}
[2025-02-09T17:37:21.700+0000] {kafka_operator.py:71} INFO - Sent transaction: {'transaction_id': 'T000008', 'transaction_date': 1716831441700, 'account_id': 'C00203', 'customer_id': 'C00109', 'transaction_type': 'Debit', 'branch_id': 'C00361', 'currency': 'GBP', 'transaction_amount': 4656.89, 'exchange_rate': 1.0125}
[2025-02-09T17:37:21.702+0000] {kafka_operator.py:71} INFO - Sent transaction: {'transaction_id': 'T000009', 'transaction_date': 1735061841702, 'account_id': 'C00996', 'customer_id': 'C00035', 'transaction_type': 'Withdrawal', 'branch_id': 'C00757', 'currency': 'GBP', 'transaction_amount': 3032.85, 'exchange_rate': 0.626}
[2025-02-09T17:37:21.705+0000] {kafka_operator.py:71} INFO - Sent transaction: {'transaction_id': 'T000010', 'transaction_date': 1734284241704, 'account_id': 'C00308', 'customer_id': 'C00083', 'transaction_type': 'Transfer', 'branch_id': 'C00222', 'currency': 'GBP', 'transaction_amount': 1419.07, 'exchange_rate': 0.7463}
[2025-02-09T17:37:21.696+0000] {conn.py:362} INFO - <BrokerConnection node_id=0 host=kafka_broker:9092 <connecting> [IPv4 ('172.20.0.4', 9092)]>: connecting to kafka_broker:9092 [('172.20.0.4', 9092) IPv4]
[2025-02-09T17:37:21.707+0000] {conn.py:393} INFO - <BrokerConnection node_id=0 host=kafka_broker:9092 <connecting> [IPv4 ('172.20.0.4', 9092)]>: Connection complete.
