[2025-02-09T17:37:02.451+0000] {local_task_job_runner.py:123} INFO - ::group::Pre task execution logs
[2025-02-09T17:37:02.598+0000] {taskinstance.py:2612} INFO - Dependencies all met for dep_context=non-requeueable deps ti=<TaskInstance: transaction_facts_generator.generate_txn_fact_data scheduled__2024-12-14T00:00:00+00:00 [queued]>
[2025-02-09T17:37:02.608+0000] {taskinstance.py:2612} INFO - Dependencies all met for dep_context=requeueable deps ti=<TaskInstance: transaction_facts_generator.generate_txn_fact_data scheduled__2024-12-14T00:00:00+00:00 [queued]>
[2025-02-09T17:37:02.609+0000] {taskinstance.py:2865} INFO - Starting attempt 1 of 1
[2025-02-09T17:37:02.678+0000] {taskinstance.py:2888} INFO - Executing <Task(KafkaProduceOperator): generate_txn_fact_data> on 2024-12-14 00:00:00+00:00
[2025-02-09T17:37:02.686+0000] {logging_mixin.py:190} WARNING - /home/***/.local/lib/python3.12/site-packages/***/task/task_runner/standard_task_runner.py:70 DeprecationWarning: This process (pid=610) is multi-threaded, use of fork() may lead to deadlocks in the child.
[2025-02-09T17:37:02.687+0000] {standard_task_runner.py:72} INFO - Started process 623 to run task
[2025-02-09T17:37:02.686+0000] {standard_task_runner.py:104} INFO - Running: ['***', 'tasks', 'run', 'transaction_facts_generator', 'generate_txn_fact_data', 'scheduled__2024-12-14T00:00:00+00:00', '--job-id', '608', '--raw', '--subdir', 'DAGS_FOLDER/transaction_facts_generator.py', '--cfg-path', '/tmp/tmp46bdggzs']
[2025-02-09T17:37:02.688+0000] {standard_task_runner.py:105} INFO - Job 608: Subtask generate_txn_fact_data
[2025-02-09T17:37:02.734+0000] {task_command.py:467} INFO - Running <TaskInstance: transaction_facts_generator.generate_txn_fact_data scheduled__2024-12-14T00:00:00+00:00 [running]> on host 3aeaa30cef4e
[2025-02-09T17:37:02.818+0000] {taskinstance.py:3131} INFO - Exporting env vars: AIRFLOW_CTX_DAG_OWNER='Saleh' AIRFLOW_CTX_DAG_ID='transaction_facts_generator' AIRFLOW_CTX_TASK_ID='generate_txn_fact_data' AIRFLOW_CTX_EXECUTION_DATE='2024-12-14T00:00:00+00:00' AIRFLOW_CTX_TRY_NUMBER='1' AIRFLOW_CTX_DAG_RUN_ID='scheduled__2024-12-14T00:00:00+00:00'
[2025-02-09T17:37:02.818+0000] {taskinstance.py:731} INFO - ::endgroup::
[2025-02-09T17:37:02.839+0000] {conn.py:362} INFO - <BrokerConnection node_id=bootstrap-0 host=kafka_broker:9092 <connecting> [IPv4 ('172.20.0.4', 9092)]>: connecting to kafka_broker:9092 [('172.20.0.4', 9092) IPv4]
[2025-02-09T17:37:02.839+0000] {conn.py:957} INFO - Probing node bootstrap-0 broker version
[2025-02-09T17:37:02.841+0000] {conn.py:393} INFO - <BrokerConnection node_id=bootstrap-0 host=kafka_broker:9092 <connecting> [IPv4 ('172.20.0.4', 9092)]>: Connection complete.
[2025-02-09T17:37:02.947+0000] {conn.py:1019} INFO - Broker version identified as 2.5.0
[2025-02-09T17:37:02.949+0000] {conn.py:1020} INFO - Set configuration api_version=(2, 5, 0) to skip auto check_version requests on startup
[2025-02-09T17:37:02.966+0000] {kafka_operator.py:71} INFO - Sent transaction: {'transaction_id': 'T000001', 'transaction_date': 1714153022964, 'account_id': 'C00959', 'customer_id': 'C00326', 'transaction_type': 'Withdrawal', 'branch_id': 'C00861', 'currency': 'GBP', 'transaction_amount': 3090.49, 'exchange_rate': 1.2581}
[2025-02-09T17:37:02.969+0000] {kafka_operator.py:71} INFO - Sent transaction: {'transaction_id': 'T000002', 'transaction_date': 1714498622969, 'account_id': 'C00269', 'customer_id': 'C00673', 'transaction_type': 'Credit', 'branch_id': 'C00699', 'currency': 'GBP', 'transaction_amount': 8554.37, 'exchange_rate': 1.0753}
[2025-02-09T17:37:02.970+0000] {conn.py:362} INFO - <BrokerConnection node_id=0 host=kafka_broker:9092 <connecting> [IPv4 ('172.20.0.4', 9092)]>: connecting to kafka_broker:9092 [('172.20.0.4', 9092) IPv4]
[2025-02-09T17:37:02.976+0000] {conn.py:393} INFO - <BrokerConnection node_id=0 host=kafka_broker:9092 <connecting> [IPv4 ('172.20.0.4', 9092)]>: Connection complete.
[2025-02-09T17:37:02.976+0000] {conn.py:673} INFO - <BrokerConnection node_id=bootstrap-0 host=kafka_broker:9092 <connected> [IPv4 ('172.20.0.4', 9092)]>: Closing connection. 
[2025-02-09T17:37:02.973+0000] {kafka_operator.py:71} INFO - Sent transaction: {'transaction_id': 'T000003', 'transaction_date': 1724953022973, 'account_id': 'C00370', 'customer_id': 'C00811', 'transaction_type': 'Withdrawal', 'branch_id': 'C00537', 'currency': 'USD', 'transaction_amount': 557.43, 'exchange_rate': 1.2913}
[2025-02-09T17:37:02.981+0000] {kafka_operator.py:71} INFO - Sent transaction: {'transaction_id': 'T000004', 'transaction_date': 1725644222980, 'account_id': 'C00093', 'customer_id': 'C00578', 'transaction_type': 'Deposit', 'branch_id': 'C00934', 'currency': 'USD', 'transaction_amount': 2318.01, 'exchange_rate': 1.2329}
[2025-02-09T17:37:02.983+0000] {kafka_operator.py:71} INFO - Sent transaction: {'transaction_id': 'T000005', 'transaction_date': 1719941822982, 'account_id': 'C00527', 'customer_id': 'C00690', 'transaction_type': 'Withdrawal', 'branch_id': 'C00266', 'currency': 'EUR', 'transaction_amount': 1135.34, 'exchange_rate': 1.0887}
[2025-02-09T17:37:02.985+0000] {kafka_operator.py:71} INFO - Sent transaction: {'transaction_id': 'T000006', 'transaction_date': 1713893822985, 'account_id': 'C00268', 'customer_id': 'C00884', 'transaction_type': 'Transfer', 'branch_id': 'C00647', 'currency': 'GBP', 'transaction_amount': 2931.62, 'exchange_rate': 0.8399}
[2025-02-09T17:37:02.989+0000] {kafka_operator.py:71} INFO - Sent transaction: {'transaction_id': 'T000007', 'transaction_date': 1721497022988, 'account_id': 'C00546', 'customer_id': 'C00420', 'transaction_type': 'Withdrawal', 'branch_id': 'C00727', 'currency': 'EUR', 'transaction_amount': 7524.97, 'exchange_rate': 0.8607}
[2025-02-09T17:37:02.992+0000] {kafka_operator.py:71} INFO - Sent transaction: {'transaction_id': 'T000008', 'transaction_date': 1708709822992, 'account_id': 'C00279', 'customer_id': 'C00940', 'transaction_type': 'Withdrawal', 'branch_id': 'C00370', 'currency': 'EUR', 'transaction_amount': 2044.67, 'exchange_rate': 0.6262}
[2025-02-09T17:37:02.994+0000] {kafka_operator.py:71} INFO - Sent transaction: {'transaction_id': 'T000009', 'transaction_date': 1736185022994, 'account_id': 'C00134', 'customer_id': 'C00652', 'transaction_type': 'Credit', 'branch_id': 'C00416', 'currency': 'GBP', 'transaction_amount': 1010.79, 'exchange_rate': 1.4113}
[2025-02-09T17:37:02.997+0000] {kafka_operator.py:71} INFO - Sent transaction: {'transaction_id': 'T000010', 'transaction_date': 1735148222997, 'account_id': 'C00354', 'customer_id': 'C00408', 'transaction_type': 'Credit', 'branch_id': 'C00279', 'currency': 'USD', 'transaction_amount': 6578.04, 'exchange_rate': 1.2899}
[2025-02-09T17:37:02.999+0000] {kafka_operator.py:71} INFO - Sent transaction: {'transaction_id': 'T000011', 'transaction_date': 1738085822999, 'account_id': 'C00253', 'customer_id': 'C00860', 'transaction_type': 'Withdrawal', 'branch_id': 'C00080', 'currency': 'EUR', 'transaction_amount': 6799.54, 'exchange_rate': 0.543}
[2025-02-09T17:37:03.007+0000] {kafka_operator.py:71} INFO - Sent transaction: {'transaction_id': 'T000012', 'transaction_date': 1720719423004, 'account_id': 'C00365', 'customer_id': 'C00085', 'transaction_type': 'Credit', 'branch_id': 'C00483', 'currency': 'GBP', 'transaction_amount': 269.24, 'exchange_rate': 1.0266}
[2025-02-09T17:37:03.009+0000] {kafka_operator.py:71} INFO - Sent transaction: {'transaction_id': 'T000013', 'transaction_date': 1727199423009, 'account_id': 'C00946', 'customer_id': 'C00639', 'transaction_type': 'Deposit', 'branch_id': 'C00362', 'currency': 'EUR', 'transaction_amount': 7454.31, 'exchange_rate': 1.0786}
[2025-02-09T17:37:03.013+0000] {kafka_operator.py:71} INFO - Sent transaction: {'transaction_id': 'T000014', 'transaction_date': 1728322623013, 'account_id': 'C00306', 'customer_id': 'C00681', 'transaction_type': 'Transfer', 'branch_id': 'C00979', 'currency': 'USD', 'transaction_amount': 9429.95, 'exchange_rate': 0.67}
[2025-02-09T17:37:03.019+0000] {kafka_operator.py:71} INFO - Sent transaction: {'transaction_id': 'T000015', 'transaction_date': 1737049023018, 'account_id': 'C00473', 'customer_id': 'C00823', 'transaction_type': 'Deposit', 'branch_id': 'C00437', 'currency': 'EUR', 'transaction_amount': 7016.77, 'exchange_rate': 1.0613}
[2025-02-09T17:37:03.028+0000] {kafka_operator.py:71} INFO - Sent transaction: {'transaction_id': 'T000016', 'transaction_date': 1730655423028, 'account_id': 'C00983', 'customer_id': 'C00657', 'transaction_type': 'Debit', 'branch_id': 'C00590', 'currency': 'GBP', 'transaction_amount': 2451.53, 'exchange_rate': 0.6891}
[2025-02-09T17:37:03.032+0000] {kafka_operator.py:71} INFO - Sent transaction: {'transaction_id': 'T000017', 'transaction_date': 1713029823032, 'account_id': 'C00106', 'customer_id': 'C00586', 'transaction_type': 'Credit', 'branch_id': 'C00164', 'currency': 'USD', 'transaction_amount': 3374.39, 'exchange_rate': 1.0711}
[2025-02-09T17:37:03.037+0000] {kafka_operator.py:71} INFO - Sent transaction: {'transaction_id': 'T000018', 'transaction_date': 1738863423037, 'account_id': 'C00692', 'customer_id': 'C00133', 'transaction_type': 'Deposit', 'branch_id': 'C00180', 'currency': 'EUR', 'transaction_amount': 7232.11, 'exchange_rate': 1.1367}
[2025-02-09T17:37:03.045+0000] {kafka_operator.py:71} INFO - Sent transaction: {'transaction_id': 'T000019', 'transaction_date': 1718213823045, 'account_id': 'C00717', 'customer_id': 'C00332', 'transaction_type': 'Credit', 'branch_id': 'C00848', 'currency': 'EUR', 'transaction_amount': 3596.57, 'exchange_rate': 0.769}
[2025-02-09T17:37:03.047+0000] {kafka_operator.py:71} INFO - Sent transaction: {'transaction_id': 'T000020', 'transaction_date': 1734197823047, 'account_id': 'C00516', 'customer_id': 'C00051', 'transaction_type': 'Withdrawal', 'branch_id': 'C00067', 'currency': 'EUR', 'transaction_amount': 7579.71, 'exchange_rate': 1.4297}
[2025-02-09T17:37:03.051+0000] {kafka_operator.py:71} INFO - Sent transaction: {'transaction_id': 'T000021', 'transaction_date': 1734802623051, 'account_id': 'C00777', 'customer_id': 'C00287', 'transaction_type': 'Transfer', 'branch_id': 'C00395', 'currency': 'USD', 'transaction_amount': 6781.09, 'exchange_rate': 1.0887}
[2025-02-09T17:37:03.053+0000] {kafka_operator.py:71} INFO - Sent transaction: {'transaction_id': 'T000022', 'transaction_date': 1731346623053, 'account_id': 'C00336', 'customer_id': 'C00449', 'transaction_type': 'Credit', 'branch_id': 'C00544', 'currency': 'USD', 'transaction_amount': 4919.64, 'exchange_rate': 1.0279}
[2025-02-09T17:37:03.057+0000] {kafka_operator.py:71} INFO - Sent transaction: {'transaction_id': 'T000023', 'transaction_date': 1731865023057, 'account_id': 'C00042', 'customer_id': 'C00811', 'transaction_type': 'Debit', 'branch_id': 'C00953', 'currency': 'USD', 'transaction_amount': 9515.49, 'exchange_rate': 0.7895}
[2025-02-09T17:37:03.059+0000] {kafka_operator.py:71} INFO - Sent transaction: {'transaction_id': 'T000024', 'transaction_date': 1714498623059, 'account_id': 'C00852', 'customer_id': 'C00765', 'transaction_type': 'Deposit', 'branch_id': 'C00926', 'currency': 'USD', 'transaction_amount': 2973.18, 'exchange_rate': 0.8423}
