[2025-02-09T17:36:44.199+0000] {local_task_job_runner.py:123} INFO - ::group::Pre task execution logs
[2025-02-09T17:36:44.346+0000] {taskinstance.py:2612} INFO - Dependencies all met for dep_context=non-requeueable deps ti=<TaskInstance: transaction_facts_generator.generate_txn_fact_data scheduled__2024-11-13T00:00:00+00:00 [queued]>
[2025-02-09T17:36:44.356+0000] {taskinstance.py:2612} INFO - Dependencies all met for dep_context=requeueable deps ti=<TaskInstance: transaction_facts_generator.generate_txn_fact_data scheduled__2024-11-13T00:00:00+00:00 [queued]>
[2025-02-09T17:36:44.356+0000] {taskinstance.py:2865} INFO - Starting attempt 1 of 1
[2025-02-09T17:36:44.469+0000] {taskinstance.py:2888} INFO - Executing <Task(KafkaProduceOperator): generate_txn_fact_data> on 2024-11-13 00:00:00+00:00
[2025-02-09T17:36:44.477+0000] {logging_mixin.py:190} WARNING - /home/***/.local/lib/python3.12/site-packages/***/task/task_runner/standard_task_runner.py:70 DeprecationWarning: This process (pid=480) is multi-threaded, use of fork() may lead to deadlocks in the child.
[2025-02-09T17:36:44.477+0000] {standard_task_runner.py:104} INFO - Running: ['***', 'tasks', 'run', 'transaction_facts_generator', 'generate_txn_fact_data', 'scheduled__2024-11-13T00:00:00+00:00', '--job-id', '577', '--raw', '--subdir', 'DAGS_FOLDER/transaction_facts_generator.py', '--cfg-path', '/tmp/tmp9q17alnw']
[2025-02-09T17:36:44.478+0000] {standard_task_runner.py:72} INFO - Started process 492 to run task
[2025-02-09T17:36:44.479+0000] {standard_task_runner.py:105} INFO - Job 577: Subtask generate_txn_fact_data
[2025-02-09T17:36:44.529+0000] {task_command.py:467} INFO - Running <TaskInstance: transaction_facts_generator.generate_txn_fact_data scheduled__2024-11-13T00:00:00+00:00 [running]> on host 3aeaa30cef4e
[2025-02-09T17:36:44.640+0000] {taskinstance.py:3131} INFO - Exporting env vars: AIRFLOW_CTX_DAG_OWNER='Saleh' AIRFLOW_CTX_DAG_ID='transaction_facts_generator' AIRFLOW_CTX_TASK_ID='generate_txn_fact_data' AIRFLOW_CTX_EXECUTION_DATE='2024-11-13T00:00:00+00:00' AIRFLOW_CTX_TRY_NUMBER='1' AIRFLOW_CTX_DAG_RUN_ID='scheduled__2024-11-13T00:00:00+00:00'
[2025-02-09T17:36:44.642+0000] {taskinstance.py:731} INFO - ::endgroup::
[2025-02-09T17:36:44.678+0000] {conn.py:362} INFO - <BrokerConnection node_id=bootstrap-0 host=kafka_broker:9092 <connecting> [IPv4 ('172.20.0.4', 9092)]>: connecting to kafka_broker:9092 [('172.20.0.4', 9092) IPv4]
[2025-02-09T17:36:44.679+0000] {conn.py:957} INFO - Probing node bootstrap-0 broker version
[2025-02-09T17:36:44.680+0000] {conn.py:393} INFO - <BrokerConnection node_id=bootstrap-0 host=kafka_broker:9092 <connecting> [IPv4 ('172.20.0.4', 9092)]>: Connection complete.
[2025-02-09T17:36:44.783+0000] {conn.py:1019} INFO - Broker version identified as 2.5.0
[2025-02-09T17:36:44.784+0000] {conn.py:1020} INFO - Set configuration api_version=(2, 5, 0) to skip auto check_version requests on startup
[2025-02-09T17:36:44.788+0000] {kafka_operator.py:71} INFO - Sent transaction: {'transaction_id': 'T000001', 'transaction_date': 1722274604787, 'account_id': 'C00577', 'customer_id': 'C00949', 'transaction_type': 'Transfer', 'branch_id': 'C00075', 'currency': 'GBP', 'transaction_amount': 9975.22, 'exchange_rate': 1.4729}
[2025-02-09T17:36:44.790+0000] {kafka_operator.py:71} INFO - Sent transaction: {'transaction_id': 'T000002', 'transaction_date': 1728409004790, 'account_id': 'C00577', 'customer_id': 'C00888', 'transaction_type': 'Transfer', 'branch_id': 'C00034', 'currency': 'GBP', 'transaction_amount': 584.21, 'exchange_rate': 1.232}
[2025-02-09T17:36:44.791+0000] {kafka_operator.py:71} INFO - Sent transaction: {'transaction_id': 'T000003', 'transaction_date': 1735753004791, 'account_id': 'C00837', 'customer_id': 'C00886', 'transaction_type': 'Debit', 'branch_id': 'C00953', 'currency': 'EUR', 'transaction_amount': 1095.19, 'exchange_rate': 0.5122}
[2025-02-09T17:36:44.793+0000] {kafka_operator.py:71} INFO - Sent transaction: {'transaction_id': 'T000004', 'transaction_date': 1731433004793, 'account_id': 'C00417', 'customer_id': 'C00247', 'transaction_type': 'Transfer', 'branch_id': 'C00232', 'currency': 'GBP', 'transaction_amount': 4460.56, 'exchange_rate': 1.0374}
[2025-02-09T17:36:44.794+0000] {kafka_operator.py:71} INFO - Sent transaction: {'transaction_id': 'T000005', 'transaction_date': 1720805804794, 'account_id': 'C00278', 'customer_id': 'C00141', 'transaction_type': 'Debit', 'branch_id': 'C00881', 'currency': 'USD', 'transaction_amount': 2342.68, 'exchange_rate': 0.6109}
[2025-02-09T17:36:44.796+0000] {kafka_operator.py:71} INFO - Sent transaction: {'transaction_id': 'T000006', 'transaction_date': 1714671404796, 'account_id': 'C00986', 'customer_id': 'C00227', 'transaction_type': 'Transfer', 'branch_id': 'C00335', 'currency': 'GBP', 'transaction_amount': 7310.2, 'exchange_rate': 0.6416}
[2025-02-09T17:36:44.798+0000] {kafka_operator.py:71} INFO - Sent transaction: {'transaction_id': 'T000007', 'transaction_date': 1717263404797, 'account_id': 'C00441', 'customer_id': 'C00061', 'transaction_type': 'Withdrawal', 'branch_id': 'C00399', 'currency': 'EUR', 'transaction_amount': 7046.46, 'exchange_rate': 0.8858}
[2025-02-09T17:36:44.801+0000] {kafka_operator.py:71} INFO - Sent transaction: {'transaction_id': 'T000008', 'transaction_date': 1709487404801, 'account_id': 'C00067', 'customer_id': 'C00309', 'transaction_type': 'Debit', 'branch_id': 'C00764', 'currency': 'GBP', 'transaction_amount': 4076.86, 'exchange_rate': 1.2738}
[2025-02-09T17:36:44.803+0000] {kafka_operator.py:71} INFO - Sent transaction: {'transaction_id': 'T000009', 'transaction_date': 1718473004802, 'account_id': 'C00046', 'customer_id': 'C00373', 'transaction_type': 'Withdrawal', 'branch_id': 'C00861', 'currency': 'GBP', 'transaction_amount': 8173.33, 'exchange_rate': 0.9761}
[2025-02-09T17:36:44.806+0000] {kafka_operator.py:71} INFO - Sent transaction: {'transaction_id': 'T000010', 'transaction_date': 1715449004805, 'account_id': 'C00178', 'customer_id': 'C00824', 'transaction_type': 'Transfer', 'branch_id': 'C00516', 'currency': 'GBP', 'transaction_amount': 363.73, 'exchange_rate': 1.3388}
[2025-02-09T17:36:44.808+0000] {kafka_operator.py:71} INFO - Sent transaction: {'transaction_id': 'T000011', 'transaction_date': 1713980204808, 'account_id': 'C00250', 'customer_id': 'C00742', 'transaction_type': 'Withdrawal', 'branch_id': 'C00365', 'currency': 'EUR', 'transaction_amount': 4617.06, 'exchange_rate': 1.3889}
