[2025-02-09T17:37:21.238+0000] {local_task_job_runner.py:123} INFO - ::group::Pre task execution logs
[2025-02-09T17:37:21.431+0000] {taskinstance.py:2612} INFO - Dependencies all met for dep_context=non-requeueable deps ti=<TaskInstance: transaction_facts_generator.generate_txn_fact_data scheduled__2025-01-19T00:00:00+00:00 [queued]>
[2025-02-09T17:37:21.447+0000] {taskinstance.py:2612} INFO - Dependencies all met for dep_context=requeueable deps ti=<TaskInstance: transaction_facts_generator.generate_txn_fact_data scheduled__2025-01-19T00:00:00+00:00 [queued]>
[2025-02-09T17:37:21.447+0000] {taskinstance.py:2865} INFO - Starting attempt 1 of 1
[2025-02-09T17:37:21.472+0000] {taskinstance.py:2888} INFO - Executing <Task(KafkaProduceOperator): generate_txn_fact_data> on 2025-01-19 00:00:00+00:00
[2025-02-09T17:37:21.482+0000] {logging_mixin.py:190} WARNING - /home/***/.local/lib/python3.12/site-packages/***/task/task_runner/standard_task_runner.py:70 DeprecationWarning: This process (pid=789) is multi-threaded, use of fork() may lead to deadlocks in the child.
[2025-02-09T17:37:21.482+0000] {standard_task_runner.py:104} INFO - Running: ['***', 'tasks', 'run', 'transaction_facts_generator', 'generate_txn_fact_data', 'scheduled__2025-01-19T00:00:00+00:00', '--job-id', '646', '--raw', '--subdir', 'DAGS_FOLDER/transaction_facts_generator.py', '--cfg-path', '/tmp/tmpivqh2kz0']
[2025-02-09T17:37:21.485+0000] {standard_task_runner.py:105} INFO - Job 646: Subtask generate_txn_fact_data
[2025-02-09T17:37:21.484+0000] {standard_task_runner.py:72} INFO - Started process 796 to run task
[2025-02-09T17:37:21.550+0000] {task_command.py:467} INFO - Running <TaskInstance: transaction_facts_generator.generate_txn_fact_data scheduled__2025-01-19T00:00:00+00:00 [running]> on host 3aeaa30cef4e
[2025-02-09T17:37:21.662+0000] {taskinstance.py:3131} INFO - Exporting env vars: AIRFLOW_CTX_DAG_OWNER='Saleh' AIRFLOW_CTX_DAG_ID='transaction_facts_generator' AIRFLOW_CTX_TASK_ID='generate_txn_fact_data' AIRFLOW_CTX_EXECUTION_DATE='2025-01-19T00:00:00+00:00' AIRFLOW_CTX_TRY_NUMBER='1' AIRFLOW_CTX_DAG_RUN_ID='scheduled__2025-01-19T00:00:00+00:00'
[2025-02-09T17:37:21.663+0000] {taskinstance.py:731} INFO - ::endgroup::
[2025-02-09T17:37:21.688+0000] {conn.py:362} INFO - <BrokerConnection node_id=bootstrap-0 host=kafka_broker:9092 <connecting> [IPv4 ('172.20.0.4', 9092)]>: connecting to kafka_broker:9092 [('172.20.0.4', 9092) IPv4]
[2025-02-09T17:37:21.688+0000] {conn.py:957} INFO - Probing node bootstrap-0 broker version
[2025-02-09T17:37:21.689+0000] {conn.py:393} INFO - <BrokerConnection node_id=bootstrap-0 host=kafka_broker:9092 <connecting> [IPv4 ('172.20.0.4', 9092)]>: Connection complete.
[2025-02-09T17:37:21.794+0000] {conn.py:1019} INFO - Broker version identified as 2.5.0
[2025-02-09T17:37:21.795+0000] {conn.py:1020} INFO - Set configuration api_version=(2, 5, 0) to skip auto check_version requests on startup
[2025-02-09T17:37:21.801+0000] {kafka_operator.py:71} INFO - Sent transaction: {'transaction_id': 'T000001', 'transaction_date': 1723311441799, 'account_id': 'C00987', 'customer_id': 'C00513', 'transaction_type': 'Debit', 'branch_id': 'C00598', 'currency': 'USD', 'transaction_amount': 2473.26, 'exchange_rate': 0.6633}
[2025-02-09T17:37:21.803+0000] {kafka_operator.py:71} INFO - Sent transaction: {'transaction_id': 'T000002', 'transaction_date': 1731001041803, 'account_id': 'C00689', 'customer_id': 'C00270', 'transaction_type': 'Deposit', 'branch_id': 'C00906', 'currency': 'GBP', 'transaction_amount': 2117.59, 'exchange_rate': 0.6746}
[2025-02-09T17:37:21.805+0000] {kafka_operator.py:71} INFO - Sent transaction: {'transaction_id': 'T000003', 'transaction_date': 1738345041805, 'account_id': 'C00020', 'customer_id': 'C00478', 'transaction_type': 'Credit', 'branch_id': 'C00264', 'currency': 'EUR', 'transaction_amount': 5813.3, 'exchange_rate': 1.0272}
[2025-02-09T17:37:21.807+0000] {kafka_operator.py:71} INFO - Sent transaction: {'transaction_id': 'T000004', 'transaction_date': 1735148241807, 'account_id': 'C00902', 'customer_id': 'C00724', 'transaction_type': 'Deposit', 'branch_id': 'C00250', 'currency': 'USD', 'transaction_amount': 7650.67, 'exchange_rate': 1.0866}
[2025-02-09T17:37:21.810+0000] {kafka_operator.py:71} INFO - Sent transaction: {'transaction_id': 'T000005', 'transaction_date': 1709573841810, 'account_id': 'C00748', 'customer_id': 'C00543', 'transaction_type': 'Deposit', 'branch_id': 'C00182', 'currency': 'GBP', 'transaction_amount': 8994.33, 'exchange_rate': 0.9414}
[2025-02-09T17:37:21.811+0000] {kafka_operator.py:71} INFO - Sent transaction: {'transaction_id': 'T000006', 'transaction_date': 1738777041811, 'account_id': 'C00311', 'customer_id': 'C00172', 'transaction_type': 'Transfer', 'branch_id': 'C00563', 'currency': 'USD', 'transaction_amount': 6963.78, 'exchange_rate': 1.1478}
[2025-02-09T17:37:21.813+0000] {kafka_operator.py:71} INFO - Sent transaction: {'transaction_id': 'T000007', 'transaction_date': 1708537041813, 'account_id': 'C00897', 'customer_id': 'C00737', 'transaction_type': 'Debit', 'branch_id': 'C00378', 'currency': 'EUR', 'transaction_amount': 8019.4, 'exchange_rate': 1.4703}
[2025-02-09T17:37:21.815+0000] {kafka_operator.py:71} INFO - Sent transaction: {'transaction_id': 'T000008', 'transaction_date': 1709055441815, 'account_id': 'C00650', 'customer_id': 'C00310', 'transaction_type': 'Credit', 'branch_id': 'C00874', 'currency': 'GBP', 'transaction_amount': 5251.56, 'exchange_rate': 1.2563}
[2025-02-09T17:37:21.817+0000] {kafka_operator.py:71} INFO - Sent transaction: {'transaction_id': 'T000009', 'transaction_date': 1735580241817, 'account_id': 'C00245', 'customer_id': 'C00080', 'transaction_type': 'Withdrawal', 'branch_id': 'C00373', 'currency': 'GBP', 'transaction_amount': 9920.21, 'exchange_rate': 1.1134}
[2025-02-09T17:37:21.820+0000] {kafka_operator.py:71} INFO - Sent transaction: {'transaction_id': 'T000010', 'transaction_date': 1719855441819, 'account_id': 'C00720', 'customer_id': 'C00131', 'transaction_type': 'Credit', 'branch_id': 'C00495', 'currency': 'EUR', 'transaction_amount': 4374.96, 'exchange_rate': 1.3849}
[2025-02-09T17:37:21.818+0000] {conn.py:362} INFO - <BrokerConnection node_id=0 host=kafka_broker:9092 <connecting> [IPv4 ('172.20.0.4', 9092)]>: connecting to kafka_broker:9092 [('172.20.0.4', 9092) IPv4]
[2025-02-09T17:37:21.827+0000] {conn.py:393} INFO - <BrokerConnection node_id=0 host=kafka_broker:9092 <connecting> [IPv4 ('172.20.0.4', 9092)]>: Connection complete.
[2025-02-09T17:37:21.827+0000] {conn.py:673} INFO - <BrokerConnection node_id=bootstrap-0 host=kafka_broker:9092 <connected> [IPv4 ('172.20.0.4', 9092)]>: Closing connection. 
[2025-02-09T17:37:21.823+0000] {kafka_operator.py:71} INFO - Sent transaction: {'transaction_id': 'T000011', 'transaction_date': 1716658641823, 'account_id': 'C00958', 'customer_id': 'C00331', 'transaction_type': 'Transfer', 'branch_id': 'C00694', 'currency': 'EUR', 'transaction_amount': 2755.01, 'exchange_rate': 1.2437}
[2025-02-09T17:37:21.831+0000] {kafka_operator.py:71} INFO - Sent transaction: {'transaction_id': 'T000012', 'transaction_date': 1720892241831, 'account_id': 'C00792', 'customer_id': 'C00429', 'transaction_type': 'Transfer', 'branch_id': 'C00741', 'currency': 'GBP', 'transaction_amount': 8034.64, 'exchange_rate': 1.4806}
[2025-02-09T17:37:21.837+0000] {kafka_operator.py:71} INFO - Sent transaction: {'transaction_id': 'T000013', 'transaction_date': 1723916241835, 'account_id': 'C00219', 'customer_id': 'C00604', 'transaction_type': 'Withdrawal', 'branch_id': 'C00458', 'currency': 'USD', 'transaction_amount': 3855.81, 'exchange_rate': 1.2148}
[2025-02-09T17:37:21.840+0000] {kafka_operator.py:71} INFO - Sent transaction: {'transaction_id': 'T000014', 'transaction_date': 1722793041840, 'account_id': 'C00158', 'customer_id': 'C00105', 'transaction_type': 'Debit', 'branch_id': 'C00896', 'currency': 'EUR', 'transaction_amount': 880.75, 'exchange_rate': 1.3006}
[2025-02-09T17:37:21.842+0000] {kafka_operator.py:71} INFO - Sent transaction: {'transaction_id': 'T000015', 'transaction_date': 1709660241842, 'account_id': 'C00948', 'customer_id': 'C00012', 'transaction_type': 'Transfer', 'branch_id': 'C00756', 'currency': 'GBP', 'transaction_amount': 9433.91, 'exchange_rate': 0.6877}
[2025-02-09T17:37:21.847+0000] {kafka_operator.py:71} INFO - Sent transaction: {'transaction_id': 'T000016', 'transaction_date': 1708105041847, 'account_id': 'C00773', 'customer_id': 'C00786', 'transaction_type': 'Debit', 'branch_id': 'C00141', 'currency': 'GBP', 'transaction_amount': 6173.15, 'exchange_rate': 1.1848}
[2025-02-09T17:37:21.851+0000] {kafka_operator.py:71} INFO - Sent transaction: {'transaction_id': 'T000017', 'transaction_date': 1732297041850, 'account_id': 'C00151', 'customer_id': 'C00664', 'transaction_type': 'Debit', 'branch_id': 'C00612', 'currency': 'USD', 'transaction_amount': 2083.3, 'exchange_rate': 0.8515}
[2025-02-09T17:37:21.855+0000] {kafka_operator.py:71} INFO - Sent transaction: {'transaction_id': 'T000018', 'transaction_date': 1733679441854, 'account_id': 'C00596', 'customer_id': 'C00050', 'transaction_type': 'Deposit', 'branch_id': 'C00674', 'currency': 'USD', 'transaction_amount': 439.14, 'exchange_rate': 0.8497}
[2025-02-09T17:37:21.859+0000] {kafka_operator.py:71} INFO - Sent transaction: {'transaction_id': 'T000019', 'transaction_date': 1735148241859, 'account_id': 'C00670', 'customer_id': 'C00882', 'transaction_type': 'Transfer', 'branch_id': 'C00407', 'currency': 'EUR', 'transaction_amount': 9693.8, 'exchange_rate': 1.0846}
[2025-02-09T17:37:21.864+0000] {kafka_operator.py:71} INFO - Sent transaction: {'transaction_id': 'T000020', 'transaction_date': 1724521041861, 'account_id': 'C00952', 'customer_id': 'C00286', 'transaction_type': 'Withdrawal', 'branch_id': 'C00211', 'currency': 'USD', 'transaction_amount': 3567.76, 'exchange_rate': 0.6584}
[2025-02-09T17:37:21.866+0000] {kafka_operator.py:71} INFO - Sent transaction: {'transaction_id': 'T000021', 'transaction_date': 1726681041866, 'account_id': 'C00577', 'customer_id': 'C00643', 'transaction_type': 'Withdrawal', 'branch_id': 'C00683', 'currency': 'USD', 'transaction_amount': 1302.29, 'exchange_rate': 1.0729}
[2025-02-09T17:37:21.871+0000] {kafka_operator.py:71} INFO - Sent transaction: {'transaction_id': 'T000022', 'transaction_date': 1708537041871, 'account_id': 'C00334', 'customer_id': 'C00609', 'transaction_type': 'Credit', 'branch_id': 'C00670', 'currency': 'USD', 'transaction_amount': 4622.5, 'exchange_rate': 1.1642}
[2025-02-09T17:37:21.875+0000] {kafka_operator.py:71} INFO - Sent transaction: {'transaction_id': 'T000023', 'transaction_date': 1728668241875, 'account_id': 'C00760', 'customer_id': 'C00446', 'transaction_type': 'Debit', 'branch_id': 'C00512', 'currency': 'GBP', 'transaction_amount': 8401.03, 'exchange_rate': 1.2545}
[2025-02-09T17:37:21.878+0000] {kafka_operator.py:71} INFO - Sent transaction: {'transaction_id': 'T000024', 'transaction_date': 1723570641878, 'account_id': 'C00908', 'customer_id': 'C00737', 'transaction_type': 'Withdrawal', 'branch_id': 'C00881', 'currency': 'EUR', 'transaction_amount': 200.83, 'exchange_rate': 1.4699}
[2025-02-09T17:37:21.883+0000] {kafka_operator.py:71} INFO - Sent transaction: {'transaction_id': 'T000025', 'transaction_date': 1734716241883, 'account_id': 'C00081', 'customer_id': 'C00777', 'transaction_type': 'Credit', 'branch_id': 'C00883', 'currency': 'EUR', 'transaction_amount': 2912.88, 'exchange_rate': 0.6094}
[2025-02-09T17:37:21.889+0000] {kafka_operator.py:71} INFO - Sent transaction: {'transaction_id': 'T000026', 'transaction_date': 1722706641889, 'account_id': 'C00780', 'customer_id': 'C00691', 'transaction_type': 'Deposit', 'branch_id': 'C00339', 'currency': 'EUR', 'transaction_amount': 6027.43, 'exchange_rate': 1.0989}
[2025-02-09T17:37:21.891+0000] {kafka_operator.py:71} INFO - Sent transaction: {'transaction_id': 'T000027', 'transaction_date': 1709746641891, 'account_id': 'C00118', 'customer_id': 'C00191', 'transaction_type': 'Withdrawal', 'branch_id': 'C00617', 'currency': 'USD', 'transaction_amount': 154.18, 'exchange_rate': 1.2644}
[2025-02-09T17:37:21.895+0000] {kafka_operator.py:71} INFO - Sent transaction: {'transaction_id': 'T000028', 'transaction_date': 1711215441895, 'account_id': 'C00802', 'customer_id': 'C00323', 'transaction_type': 'Withdrawal', 'branch_id': 'C00296', 'currency': 'GBP', 'transaction_amount': 7671.93, 'exchange_rate': 0.8296}
[2025-02-09T17:37:21.899+0000] {kafka_operator.py:71} INFO - Sent transaction: {'transaction_id': 'T000029', 'transaction_date': 1731692241898, 'account_id': 'C00256', 'customer_id': 'C00221', 'transaction_type': 'Debit', 'branch_id': 'C00553', 'currency': 'GBP', 'transaction_amount': 2613.91, 'exchange_rate': 1.198}
[2025-02-09T17:37:21.901+0000] {kafka_operator.py:71} INFO - Sent transaction: {'transaction_id': 'T000030', 'transaction_date': 1710956241901, 'account_id': 'C00853', 'customer_id': 'C00290', 'transaction_type': 'Debit', 'branch_id': 'C00660', 'currency': 'GBP', 'transaction_amount': 9265.13, 'exchange_rate': 1.2802}
[2025-02-09T17:37:21.906+0000] {kafka_operator.py:71} INFO - Sent transaction: {'transaction_id': 'T000031', 'transaction_date': 1730914641906, 'account_id': 'C00957', 'customer_id': 'C00771', 'transaction_type': 'Credit', 'branch_id': 'C00549', 'currency': 'EUR', 'transaction_amount': 8164.58, 'exchange_rate': 0.7228}
[2025-02-09T17:37:21.910+0000] {kafka_operator.py:71} INFO - Sent transaction: {'transaction_id': 'T000032', 'transaction_date': 1723138641909, 'account_id': 'C00222', 'customer_id': 'C00840', 'transaction_type': 'Credit', 'branch_id': 'C00704', 'currency': 'USD', 'transaction_amount': 5174.29, 'exchange_rate': 1.0788}
[2025-02-09T17:37:21.913+0000] {kafka_operator.py:71} INFO - Sent transaction: {'transaction_id': 'T000033', 'transaction_date': 1726681041913, 'account_id': 'C00969', 'customer_id': 'C00721', 'transaction_type': 'Withdrawal', 'branch_id': 'C00746', 'currency': 'EUR', 'transaction_amount': 3239.46, 'exchange_rate': 0.9754}
[2025-02-09T17:37:21.916+0000] {kafka_operator.py:71} INFO - Sent transaction: {'transaction_id': 'T000034', 'transaction_date': 1723052241915, 'account_id': 'C00297', 'customer_id': 'C00472', 'transaction_type': 'Transfer', 'branch_id': 'C00164', 'currency': 'EUR', 'transaction_amount': 7685.23, 'exchange_rate': 0.5656}
[2025-02-09T17:37:21.919+0000] {kafka_operator.py:71} INFO - Sent transaction: {'transaction_id': 'T000035', 'transaction_date': 1732988241918, 'account_id': 'C00862', 'customer_id': 'C00339', 'transaction_type': 'Debit', 'branch_id': 'C00103', 'currency': 'USD', 'transaction_amount': 6688.67, 'exchange_rate': 0.7614}
[2025-02-09T17:37:21.922+0000] {kafka_operator.py:71} INFO - Sent transaction: {'transaction_id': 'T000036', 'transaction_date': 1717609041920, 'account_id': 'C00996', 'customer_id': 'C00756', 'transaction_type': 'Withdrawal', 'branch_id': 'C00688', 'currency': 'USD', 'transaction_amount': 5500.79, 'exchange_rate': 0.5852}
[2025-02-09T17:37:21.924+0000] {kafka_operator.py:71} INFO - Sent transaction: {'transaction_id': 'T000037', 'transaction_date': 1710265041923, 'account_id': 'C00885', 'customer_id': 'C00096', 'transaction_type': 'Transfer', 'branch_id': 'C00794', 'currency': 'USD', 'transaction_amount': 6448.25, 'exchange_rate': 1.2678}
[2025-02-09T17:37:21.928+0000] {kafka_operator.py:71} INFO - Sent transaction: {'transaction_id': 'T000038', 'transaction_date': 1723138641927, 'account_id': 'C00657', 'customer_id': 'C00267', 'transaction_type': 'Debit', 'branch_id': 'C00526', 'currency': 'GBP', 'transaction_amount': 8721.66, 'exchange_rate': 1.3846}
[2025-02-09T17:37:21.930+0000] {kafka_operator.py:71} INFO - Sent transaction: {'transaction_id': 'T000039', 'transaction_date': 1725125841929, 'account_id': 'C00986', 'customer_id': 'C00500', 'transaction_type': 'Debit', 'branch_id': 'C00819', 'currency': 'GBP', 'transaction_amount': 4897.98, 'exchange_rate': 0.8467}
[2025-02-09T17:37:21.932+0000] {kafka_operator.py:71} INFO - Sent transaction: {'transaction_id': 'T000040', 'transaction_date': 1739036241932, 'account_id': 'C00194', 'customer_id': 'C00926', 'transaction_type': 'Debit', 'branch_id': 'C00883', 'currency': 'USD', 'transaction_amount': 6859.84, 'exchange_rate': 0.8837}
[2025-02-09T17:37:21.935+0000] {kafka_operator.py:71} INFO - Sent transaction: {'transaction_id': 'T000041', 'transaction_date': 1724002641934, 'account_id': 'C00848', 'customer_id': 'C00530', 'transaction_type': 'Withdrawal', 'branch_id': 'C00496', 'currency': 'EUR', 'transaction_amount': 9868.85, 'exchange_rate': 0.8361}
[2025-02-09T17:37:21.938+0000] {kafka_operator.py:71} INFO - Sent transaction: {'transaction_id': 'T000042', 'transaction_date': 1711647441937, 'account_id': 'C00643', 'customer_id': 'C00443', 'transaction_type': 'Transfer', 'branch_id': 'C00665', 'currency': 'EUR', 'transaction_amount': 2125.57, 'exchange_rate': 0.7593}
[2025-02-09T17:37:21.941+0000] {kafka_operator.py:71} INFO - Sent transaction: {'transaction_id': 'T000043', 'transaction_date': 1722706641940, 'account_id': 'C00965', 'customer_id': 'C00879', 'transaction_type': 'Debit', 'branch_id': 'C00580', 'currency': 'EUR', 'transaction_amount': 3286.99, 'exchange_rate': 1.377}
[2025-02-09T17:37:21.944+0000] {kafka_operator.py:71} INFO - Sent transaction: {'transaction_id': 'T000044', 'transaction_date': 1737826641943, 'account_id': 'C00498', 'customer_id': 'C00288', 'transaction_type': 'Debit', 'branch_id': 'C00390', 'currency': 'GBP', 'transaction_amount': 9943.25, 'exchange_rate': 0.6947}
[2025-02-09T17:37:21.947+0000] {kafka_operator.py:71} INFO - Sent transaction: {'transaction_id': 'T000045', 'transaction_date': 1711042641946, 'account_id': 'C00333', 'customer_id': 'C00332', 'transaction_type': 'Withdrawal', 'branch_id': 'C00077', 'currency': 'USD', 'transaction_amount': 9088.75, 'exchange_rate': 1.2038}
[2025-02-09T17:37:21.950+0000] {kafka_operator.py:71} INFO - Sent transaction: {'transaction_id': 'T000046', 'transaction_date': 1708018641949, 'account_id': 'C00201', 'customer_id': 'C00297', 'transaction_type': 'Deposit', 'branch_id': 'C00348', 'currency': 'EUR', 'transaction_amount': 3814.87, 'exchange_rate': 0.8816}
[2025-02-09T17:37:21.954+0000] {kafka_operator.py:71} INFO - Sent transaction: {'transaction_id': 'T000047', 'transaction_date': 1713116241952, 'account_id': 'C00940', 'customer_id': 'C00915', 'transaction_type': 'Withdrawal', 'branch_id': 'C00198', 'currency': 'GBP', 'transaction_amount': 7801.18, 'exchange_rate': 1.3286}
[2025-02-09T17:37:21.958+0000] {kafka_operator.py:71} INFO - Sent transaction: {'transaction_id': 'T000048', 'transaction_date': 1716658641957, 'account_id': 'C00905', 'customer_id': 'C00288', 'transaction_type': 'Withdrawal', 'branch_id': 'C00582', 'currency': 'GBP', 'transaction_amount': 7170.44, 'exchange_rate': 1.3696}
[2025-02-09T17:37:21.964+0000] {kafka_operator.py:71} INFO - Sent transaction: {'transaction_id': 'T000049', 'transaction_date': 1726853841961, 'account_id': 'C00897', 'customer_id': 'C00516', 'transaction_type': 'Credit', 'branch_id': 'C00583', 'currency': 'USD', 'transaction_amount': 2588.66, 'exchange_rate': 1.0864}
[2025-02-09T17:37:21.967+0000] {kafka_operator.py:71} INFO - Sent transaction: {'transaction_id': 'T000050', 'transaction_date': 1727026641965, 'account_id': 'C00348', 'customer_id': 'C00220', 'transaction_type': 'Debit', 'branch_id': 'C00583', 'currency': 'EUR', 'transaction_amount': 9205.16, 'exchange_rate': 1.4886}
[2025-02-09T17:37:21.972+0000] {kafka_operator.py:71} INFO - Sent transaction: {'transaction_id': 'T000051', 'transaction_date': 1719941841969, 'account_id': 'C00794', 'customer_id': 'C00771', 'transaction_type': 'Withdrawal', 'branch_id': 'C00831', 'currency': 'EUR', 'transaction_amount': 1477.07, 'exchange_rate': 1.4674}
[2025-02-09T17:37:21.975+0000] {kafka_operator.py:71} INFO - Sent transaction: {'transaction_id': 'T000052', 'transaction_date': 1722965841973, 'account_id': 'C00556', 'customer_id': 'C00691', 'transaction_type': 'Deposit', 'branch_id': 'C00535', 'currency': 'USD', 'transaction_amount': 9422.12, 'exchange_rate': 0.9207}
[2025-02-09T17:37:21.980+0000] {kafka_operator.py:71} INFO - Sent transaction: {'transaction_id': 'T000053', 'transaction_date': 1724866641977, 'account_id': 'C00210', 'customer_id': 'C00185', 'transaction_type': 'Debit', 'branch_id': 'C00519', 'currency': 'EUR', 'transaction_amount': 8439.99, 'exchange_rate': 1.1639}
[2025-02-09T17:37:21.984+0000] {kafka_operator.py:71} INFO - Sent transaction: {'transaction_id': 'T000054', 'transaction_date': 1726594641981, 'account_id': 'C00037', 'customer_id': 'C00391', 'transaction_type': 'Debit', 'branch_id': 'C00291', 'currency': 'USD', 'transaction_amount': 7503.0, 'exchange_rate': 0.7227}
[2025-02-09T17:37:21.988+0000] {kafka_operator.py:71} INFO - Sent transaction: {'transaction_id': 'T000055', 'transaction_date': 1714066641985, 'account_id': 'C00168', 'customer_id': 'C00403', 'transaction_type': 'Withdrawal', 'branch_id': 'C00658', 'currency': 'EUR', 'transaction_amount': 9526.26, 'exchange_rate': 1.2856}
[2025-02-09T17:37:21.992+0000] {kafka_operator.py:71} INFO - Sent transaction: {'transaction_id': 'T000056', 'transaction_date': 1717349841990, 'account_id': 'C00944', 'customer_id': 'C00093', 'transaction_type': 'Deposit', 'branch_id': 'C00635', 'currency': 'EUR', 'transaction_amount': 9693.23, 'exchange_rate': 1.4193}
