[2025-02-09T17:37:18.699+0000] {local_task_job_runner.py:123} INFO - ::group::Pre task execution logs
[2025-02-09T17:37:18.839+0000] {taskinstance.py:2612} INFO - Dependencies all met for dep_context=non-requeueable deps ti=<TaskInstance: transaction_facts_generator.generate_txn_fact_data scheduled__2025-01-05T00:00:00+00:00 [queued]>
[2025-02-09T17:37:18.847+0000] {taskinstance.py:2612} INFO - Dependencies all met for dep_context=requeueable deps ti=<TaskInstance: transaction_facts_generator.generate_txn_fact_data scheduled__2025-01-05T00:00:00+00:00 [queued]>
[2025-02-09T17:37:18.848+0000] {taskinstance.py:2865} INFO - Starting attempt 1 of 1
[2025-02-09T17:37:18.917+0000] {taskinstance.py:2888} INFO - Executing <Task(KafkaProduceOperator): generate_txn_fact_data> on 2025-01-05 00:00:00+00:00
[2025-02-09T17:37:18.925+0000] {logging_mixin.py:190} WARNING - /home/***/.local/lib/python3.12/site-packages/***/task/task_runner/standard_task_runner.py:70 DeprecationWarning: This process (pid=736) is multi-threaded, use of fork() may lead to deadlocks in the child.
[2025-02-09T17:37:18.926+0000] {standard_task_runner.py:72} INFO - Started process 742 to run task
[2025-02-09T17:37:18.926+0000] {standard_task_runner.py:104} INFO - Running: ['***', 'tasks', 'run', 'transaction_facts_generator', 'generate_txn_fact_data', 'scheduled__2025-01-05T00:00:00+00:00', '--job-id', '631', '--raw', '--subdir', 'DAGS_FOLDER/transaction_facts_generator.py', '--cfg-path', '/tmp/tmpho85qdbh']
[2025-02-09T17:37:18.928+0000] {standard_task_runner.py:105} INFO - Job 631: Subtask generate_txn_fact_data
[2025-02-09T17:37:18.968+0000] {task_command.py:467} INFO - Running <TaskInstance: transaction_facts_generator.generate_txn_fact_data scheduled__2025-01-05T00:00:00+00:00 [running]> on host 3aeaa30cef4e
[2025-02-09T17:37:19.052+0000] {taskinstance.py:3131} INFO - Exporting env vars: AIRFLOW_CTX_DAG_OWNER='Saleh' AIRFLOW_CTX_DAG_ID='transaction_facts_generator' AIRFLOW_CTX_TASK_ID='generate_txn_fact_data' AIRFLOW_CTX_EXECUTION_DATE='2025-01-05T00:00:00+00:00' AIRFLOW_CTX_TRY_NUMBER='1' AIRFLOW_CTX_DAG_RUN_ID='scheduled__2025-01-05T00:00:00+00:00'
[2025-02-09T17:37:19.053+0000] {taskinstance.py:731} INFO - ::endgroup::
[2025-02-09T17:37:19.072+0000] {conn.py:362} INFO - <BrokerConnection node_id=bootstrap-0 host=kafka_broker:9092 <connecting> [IPv4 ('172.20.0.4', 9092)]>: connecting to kafka_broker:9092 [('172.20.0.4', 9092) IPv4]
[2025-02-09T17:37:19.073+0000] {conn.py:957} INFO - Probing node bootstrap-0 broker version
[2025-02-09T17:37:19.074+0000] {conn.py:393} INFO - <BrokerConnection node_id=bootstrap-0 host=kafka_broker:9092 <connecting> [IPv4 ('172.20.0.4', 9092)]>: Connection complete.
[2025-02-09T17:37:19.177+0000] {conn.py:1019} INFO - Broker version identified as 2.5.0
[2025-02-09T17:37:19.177+0000] {conn.py:1020} INFO - Set configuration api_version=(2, 5, 0) to skip auto check_version requests on startup
[2025-02-09T17:37:19.182+0000] {kafka_operator.py:71} INFO - Sent transaction: {'transaction_id': 'T000001', 'transaction_date': 1719855439180, 'account_id': 'C00781', 'customer_id': 'C00176', 'transaction_type': 'Withdrawal', 'branch_id': 'C00892', 'currency': 'USD', 'transaction_amount': 2973.09, 'exchange_rate': 0.9675}
[2025-02-09T17:37:19.184+0000] {kafka_operator.py:71} INFO - Sent transaction: {'transaction_id': 'T000002', 'transaction_date': 1732729039184, 'account_id': 'C00913', 'customer_id': 'C00876', 'transaction_type': 'Credit', 'branch_id': 'C00298', 'currency': 'GBP', 'transaction_amount': 3776.06, 'exchange_rate': 0.5243}
[2025-02-09T17:37:19.184+0000] {conn.py:362} INFO - <BrokerConnection node_id=0 host=kafka_broker:9092 <connecting> [IPv4 ('172.20.0.4', 9092)]>: connecting to kafka_broker:9092 [('172.20.0.4', 9092) IPv4]
[2025-02-09T17:37:19.186+0000] {kafka_operator.py:71} INFO - Sent transaction: {'transaction_id': 'T000003', 'transaction_date': 1717522639185, 'account_id': 'C00852', 'customer_id': 'C00029', 'transaction_type': 'Credit', 'branch_id': 'C00755', 'currency': 'GBP', 'transaction_amount': 7115.3, 'exchange_rate': 0.9303}
[2025-02-09T17:37:19.187+0000] {conn.py:393} INFO - <BrokerConnection node_id=0 host=kafka_broker:9092 <connecting> [IPv4 ('172.20.0.4', 9092)]>: Connection complete.
[2025-02-09T17:37:19.188+0000] {kafka_operator.py:71} INFO - Sent transaction: {'transaction_id': 'T000004', 'transaction_date': 1718041039188, 'account_id': 'C00047', 'customer_id': 'C00682', 'transaction_type': 'Transfer', 'branch_id': 'C00192', 'currency': 'GBP', 'transaction_amount': 8184.71, 'exchange_rate': 1.1832}
[2025-02-09T17:37:19.191+0000] {conn.py:673} INFO - <BrokerConnection node_id=bootstrap-0 host=kafka_broker:9092 <connected> [IPv4 ('172.20.0.4', 9092)]>: Closing connection. 
[2025-02-09T17:37:19.193+0000] {kafka_operator.py:71} INFO - Sent transaction: {'transaction_id': 'T000005', 'transaction_date': 1711301839192, 'account_id': 'C00334', 'customer_id': 'C00018', 'transaction_type': 'Deposit', 'branch_id': 'C00001', 'currency': 'EUR', 'transaction_amount': 4987.49, 'exchange_rate': 1.2591}
[2025-02-09T17:37:19.198+0000] {kafka_operator.py:71} INFO - Sent transaction: {'transaction_id': 'T000006', 'transaction_date': 1722361039198, 'account_id': 'C00785', 'customer_id': 'C00514', 'transaction_type': 'Credit', 'branch_id': 'C00311', 'currency': 'EUR', 'transaction_amount': 8131.55, 'exchange_rate': 0.6534}
[2025-02-09T17:37:19.200+0000] {kafka_operator.py:71} INFO - Sent transaction: {'transaction_id': 'T000007', 'transaction_date': 1731692239200, 'account_id': 'C00561', 'customer_id': 'C00390', 'transaction_type': 'Deposit', 'branch_id': 'C00553', 'currency': 'USD', 'transaction_amount': 4392.17, 'exchange_rate': 1.4972}
[2025-02-09T17:37:19.202+0000] {kafka_operator.py:71} INFO - Sent transaction: {'transaction_id': 'T000008', 'transaction_date': 1735925839202, 'account_id': 'C00197', 'customer_id': 'C00529', 'transaction_type': 'Credit', 'branch_id': 'C00090', 'currency': 'USD', 'transaction_amount': 9000.22, 'exchange_rate': 0.8781}
[2025-02-09T17:37:19.204+0000] {kafka_operator.py:71} INFO - Sent transaction: {'transaction_id': 'T000009', 'transaction_date': 1723570639204, 'account_id': 'C00913', 'customer_id': 'C00992', 'transaction_type': 'Deposit', 'branch_id': 'C00250', 'currency': 'USD', 'transaction_amount': 3918.99, 'exchange_rate': 1.2273}
[2025-02-09T17:37:19.208+0000] {kafka_operator.py:71} INFO - Sent transaction: {'transaction_id': 'T000010', 'transaction_date': 1717868239207, 'account_id': 'C00252', 'customer_id': 'C00122', 'transaction_type': 'Deposit', 'branch_id': 'C00079', 'currency': 'GBP', 'transaction_amount': 6435.42, 'exchange_rate': 1.2622}
[2025-02-09T17:37:19.210+0000] {kafka_operator.py:71} INFO - Sent transaction: {'transaction_id': 'T000011', 'transaction_date': 1733333839210, 'account_id': 'C00809', 'customer_id': 'C00009', 'transaction_type': 'Transfer', 'branch_id': 'C00913', 'currency': 'GBP', 'transaction_amount': 5947.62, 'exchange_rate': 1.0916}
[2025-02-09T17:37:19.212+0000] {kafka_operator.py:71} INFO - Sent transaction: {'transaction_id': 'T000012', 'transaction_date': 1732297039212, 'account_id': 'C00730', 'customer_id': 'C00023', 'transaction_type': 'Transfer', 'branch_id': 'C00873', 'currency': 'GBP', 'transaction_amount': 9819.24, 'exchange_rate': 0.5975}
[2025-02-09T17:37:19.214+0000] {kafka_operator.py:71} INFO - Sent transaction: {'transaction_id': 'T000013', 'transaction_date': 1720460239214, 'account_id': 'C00353', 'customer_id': 'C00341', 'transaction_type': 'Transfer', 'branch_id': 'C00208', 'currency': 'USD', 'transaction_amount': 7189.81, 'exchange_rate': 1.4352}
[2025-02-09T17:37:19.216+0000] {kafka_operator.py:71} INFO - Sent transaction: {'transaction_id': 'T000014', 'transaction_date': 1734370639216, 'account_id': 'C00107', 'customer_id': 'C00233', 'transaction_type': 'Debit', 'branch_id': 'C00355', 'currency': 'GBP', 'transaction_amount': 9647.46, 'exchange_rate': 1.2911}
[2025-02-09T17:37:19.220+0000] {kafka_operator.py:71} INFO - Sent transaction: {'transaction_id': 'T000015', 'transaction_date': 1721324239219, 'account_id': 'C00850', 'customer_id': 'C00738', 'transaction_type': 'Debit', 'branch_id': 'C00805', 'currency': 'GBP', 'transaction_amount': 1838.46, 'exchange_rate': 1.3465}
[2025-02-09T17:37:19.222+0000] {kafka_operator.py:71} INFO - Sent transaction: {'transaction_id': 'T000016', 'transaction_date': 1729532239221, 'account_id': 'C00834', 'customer_id': 'C00201', 'transaction_type': 'Withdrawal', 'branch_id': 'C00287', 'currency': 'USD', 'transaction_amount': 9827.15, 'exchange_rate': 0.9387}
[2025-02-09T17:37:19.225+0000] {kafka_operator.py:71} INFO - Sent transaction: {'transaction_id': 'T000017', 'transaction_date': 1735321039225, 'account_id': 'C00398', 'customer_id': 'C00848', 'transaction_type': 'Transfer', 'branch_id': 'C00300', 'currency': 'EUR', 'transaction_amount': 1693.24, 'exchange_rate': 1.121}
[2025-02-09T17:37:19.228+0000] {kafka_operator.py:71} INFO - Sent transaction: {'transaction_id': 'T000018', 'transaction_date': 1724175439227, 'account_id': 'C00426', 'customer_id': 'C00930', 'transaction_type': 'Transfer', 'branch_id': 'C00426', 'currency': 'GBP', 'transaction_amount': 3775.99, 'exchange_rate': 0.5051}
[2025-02-09T17:37:19.230+0000] {kafka_operator.py:71} INFO - Sent transaction: {'transaction_id': 'T000019', 'transaction_date': 1737826639230, 'account_id': 'C00687', 'customer_id': 'C00862', 'transaction_type': 'Deposit', 'branch_id': 'C00006', 'currency': 'GBP', 'transaction_amount': 7130.24, 'exchange_rate': 1.4555}
[2025-02-09T17:37:19.232+0000] {kafka_operator.py:71} INFO - Sent transaction: {'transaction_id': 'T000020', 'transaction_date': 1728409039232, 'account_id': 'C00474', 'customer_id': 'C00704', 'transaction_type': 'Debit', 'branch_id': 'C00431', 'currency': 'USD', 'transaction_amount': 7297.71, 'exchange_rate': 1.3274}
[2025-02-09T17:37:19.236+0000] {kafka_operator.py:71} INFO - Sent transaction: {'transaction_id': 'T000021', 'transaction_date': 1708796239236, 'account_id': 'C00528', 'customer_id': 'C00542', 'transaction_type': 'Deposit', 'branch_id': 'C00430', 'currency': 'GBP', 'transaction_amount': 7624.31, 'exchange_rate': 1.4716}
[2025-02-09T17:37:19.238+0000] {kafka_operator.py:71} INFO - Sent transaction: {'transaction_id': 'T000022', 'transaction_date': 1730569039238, 'account_id': 'C00203', 'customer_id': 'C00980', 'transaction_type': 'Withdrawal', 'branch_id': 'C00724', 'currency': 'EUR', 'transaction_amount': 8026.73, 'exchange_rate': 0.5486}
[2025-02-09T17:37:19.240+0000] {kafka_operator.py:71} INFO - Sent transaction: {'transaction_id': 'T000023', 'transaction_date': 1724693839240, 'account_id': 'C00510', 'customer_id': 'C00405', 'transaction_type': 'Credit', 'branch_id': 'C00079', 'currency': 'EUR', 'transaction_amount': 1789.15, 'exchange_rate': 0.7037}
[2025-02-09T17:37:19.242+0000] {kafka_operator.py:71} INFO - Sent transaction: {'transaction_id': 'T000024', 'transaction_date': 1710092239242, 'account_id': 'C00490', 'customer_id': 'C00114', 'transaction_type': 'Debit', 'branch_id': 'C00189', 'currency': 'GBP', 'transaction_amount': 4350.73, 'exchange_rate': 0.5369}
[2025-02-09T17:37:19.245+0000] {kafka_operator.py:71} INFO - Sent transaction: {'transaction_id': 'T000025', 'transaction_date': 1717609039245, 'account_id': 'C00051', 'customer_id': 'C00414', 'transaction_type': 'Transfer', 'branch_id': 'C00977', 'currency': 'EUR', 'transaction_amount': 6612.27, 'exchange_rate': 1.2742}
[2025-02-09T17:37:19.247+0000] {kafka_operator.py:71} INFO - Sent transaction: {'transaction_id': 'T000026', 'transaction_date': 1731605839246, 'account_id': 'C00090', 'customer_id': 'C00405', 'transaction_type': 'Deposit', 'branch_id': 'C00746', 'currency': 'USD', 'transaction_amount': 7978.02, 'exchange_rate': 1.2155}
[2025-02-09T17:37:19.249+0000] {kafka_operator.py:71} INFO - Sent transaction: {'transaction_id': 'T000027', 'transaction_date': 1734889039249, 'account_id': 'C00454', 'customer_id': 'C00929', 'transaction_type': 'Debit', 'branch_id': 'C00337', 'currency': 'EUR', 'transaction_amount': 5020.53, 'exchange_rate': 0.5425}
[2025-02-09T17:37:19.251+0000] {kafka_operator.py:71} INFO - Sent transaction: {'transaction_id': 'T000028', 'transaction_date': 1713634639251, 'account_id': 'C00445', 'customer_id': 'C00557', 'transaction_type': 'Withdrawal', 'branch_id': 'C00987', 'currency': 'EUR', 'transaction_amount': 1675.38, 'exchange_rate': 0.9599}
[2025-02-09T17:37:19.253+0000] {kafka_operator.py:71} INFO - Sent transaction: {'transaction_id': 'T000029', 'transaction_date': 1734197839253, 'account_id': 'C00524', 'customer_id': 'C00513', 'transaction_type': 'Debit', 'branch_id': 'C00493', 'currency': 'EUR', 'transaction_amount': 6929.21, 'exchange_rate': 1.0725}
[2025-02-09T17:37:19.256+0000] {kafka_operator.py:71} INFO - Sent transaction: {'transaction_id': 'T000030', 'transaction_date': 1714585039255, 'account_id': 'C00513', 'customer_id': 'C00935', 'transaction_type': 'Deposit', 'branch_id': 'C00677', 'currency': 'USD', 'transaction_amount': 9190.76, 'exchange_rate': 0.6725}
[2025-02-09T17:37:19.258+0000] {kafka_operator.py:71} INFO - Sent transaction: {'transaction_id': 'T000031', 'transaction_date': 1719509839258, 'account_id': 'C00196', 'customer_id': 'C00410', 'transaction_type': 'Transfer', 'branch_id': 'C00865', 'currency': 'EUR', 'transaction_amount': 4757.97, 'exchange_rate': 1.4129}
[2025-02-09T17:37:19.259+0000] {kafka_operator.py:71} INFO - Sent transaction: {'transaction_id': 'T000032', 'transaction_date': 1724089039259, 'account_id': 'C00182', 'customer_id': 'C00580', 'transaction_type': 'Debit', 'branch_id': 'C00722', 'currency': 'EUR', 'transaction_amount': 679.6, 'exchange_rate': 0.8122}
[2025-02-09T17:37:19.262+0000] {kafka_operator.py:71} INFO - Sent transaction: {'transaction_id': 'T000033', 'transaction_date': 1714844239261, 'account_id': 'C00545', 'customer_id': 'C00137', 'transaction_type': 'Transfer', 'branch_id': 'C00496', 'currency': 'USD', 'transaction_amount': 3487.3, 'exchange_rate': 1.0465}
