[2025-02-09T17:37:29.306+0000] {local_task_job_runner.py:123} INFO - ::group::Pre task execution logs
[2025-02-09T17:37:29.467+0000] {taskinstance.py:2612} INFO - Dependencies all met for dep_context=non-requeueable deps ti=<TaskInstance: transaction_facts_generator.generate_txn_fact_data scheduled__2025-01-31T00:00:00+00:00 [queued]>
[2025-02-09T17:37:29.477+0000] {taskinstance.py:2612} INFO - Dependencies all met for dep_context=requeueable deps ti=<TaskInstance: transaction_facts_generator.generate_txn_fact_data scheduled__2025-01-31T00:00:00+00:00 [queued]>
[2025-02-09T17:37:29.478+0000] {taskinstance.py:2865} INFO - Starting attempt 1 of 1
[2025-02-09T17:37:29.495+0000] {taskinstance.py:2888} INFO - Executing <Task(KafkaProduceOperator): generate_txn_fact_data> on 2025-01-31 00:00:00+00:00
[2025-02-09T17:37:29.503+0000] {logging_mixin.py:190} WARNING - /home/***/.local/lib/python3.12/site-packages/***/task/task_runner/standard_task_runner.py:70 DeprecationWarning: This process (pid=842) is multi-threaded, use of fork() may lead to deadlocks in the child.
[2025-02-09T17:37:29.504+0000] {standard_task_runner.py:72} INFO - Started process 852 to run task
[2025-02-09T17:37:29.504+0000] {standard_task_runner.py:104} INFO - Running: ['***', 'tasks', 'run', 'transaction_facts_generator', 'generate_txn_fact_data', 'scheduled__2025-01-31T00:00:00+00:00', '--job-id', '658', '--raw', '--subdir', 'DAGS_FOLDER/transaction_facts_generator.py', '--cfg-path', '/tmp/tmporzt1mvp']
[2025-02-09T17:37:29.506+0000] {standard_task_runner.py:105} INFO - Job 658: Subtask generate_txn_fact_data
[2025-02-09T17:37:29.568+0000] {task_command.py:467} INFO - Running <TaskInstance: transaction_facts_generator.generate_txn_fact_data scheduled__2025-01-31T00:00:00+00:00 [running]> on host 3aeaa30cef4e
[2025-02-09T17:37:29.672+0000] {taskinstance.py:3131} INFO - Exporting env vars: AIRFLOW_CTX_DAG_OWNER='Saleh' AIRFLOW_CTX_DAG_ID='transaction_facts_generator' AIRFLOW_CTX_TASK_ID='generate_txn_fact_data' AIRFLOW_CTX_EXECUTION_DATE='2025-01-31T00:00:00+00:00' AIRFLOW_CTX_TRY_NUMBER='1' AIRFLOW_CTX_DAG_RUN_ID='scheduled__2025-01-31T00:00:00+00:00'
[2025-02-09T17:37:29.673+0000] {taskinstance.py:731} INFO - ::endgroup::
[2025-02-09T17:37:29.709+0000] {conn.py:362} INFO - <BrokerConnection node_id=bootstrap-0 host=kafka_broker:9092 <connecting> [IPv4 ('172.20.0.4', 9092)]>: connecting to kafka_broker:9092 [('172.20.0.4', 9092) IPv4]
[2025-02-09T17:37:29.710+0000] {conn.py:957} INFO - Probing node bootstrap-0 broker version
[2025-02-09T17:37:29.711+0000] {conn.py:393} INFO - <BrokerConnection node_id=bootstrap-0 host=kafka_broker:9092 <connecting> [IPv4 ('172.20.0.4', 9092)]>: Connection complete.
[2025-02-09T17:37:29.816+0000] {conn.py:1019} INFO - Broker version identified as 2.5.0
[2025-02-09T17:37:29.818+0000] {conn.py:1020} INFO - Set configuration api_version=(2, 5, 0) to skip auto check_version requests on startup
[2025-02-09T17:37:29.832+0000] {kafka_operator.py:71} INFO - Sent transaction: {'transaction_id': 'T000001', 'transaction_date': 1711474649831, 'account_id': 'C00049', 'customer_id': 'C00313', 'transaction_type': 'Transfer', 'branch_id': 'C00292', 'currency': 'EUR', 'transaction_amount': 6146.72, 'exchange_rate': 1.2771}
[2025-02-09T17:37:29.834+0000] {kafka_operator.py:71} INFO - Sent transaction: {'transaction_id': 'T000002', 'transaction_date': 1714325849834, 'account_id': 'C00262', 'customer_id': 'C00012', 'transaction_type': 'Transfer', 'branch_id': 'C00274', 'currency': 'EUR', 'transaction_amount': 1729.9, 'exchange_rate': 1.1276}
[2025-02-09T17:37:29.836+0000] {kafka_operator.py:71} INFO - Sent transaction: {'transaction_id': 'T000003', 'transaction_date': 1722015449836, 'account_id': 'C00541', 'customer_id': 'C00541', 'transaction_type': 'Credit', 'branch_id': 'C00066', 'currency': 'EUR', 'transaction_amount': 9244.96, 'exchange_rate': 0.8579}
[2025-02-09T17:37:29.838+0000] {kafka_operator.py:71} INFO - Sent transaction: {'transaction_id': 'T000004', 'transaction_date': 1712943449838, 'account_id': 'C00168', 'customer_id': 'C00465', 'transaction_type': 'Deposit', 'branch_id': 'C00891', 'currency': 'USD', 'transaction_amount': 284.11, 'exchange_rate': 0.6697}
[2025-02-09T17:37:29.840+0000] {kafka_operator.py:71} INFO - Sent transaction: {'transaction_id': 'T000005', 'transaction_date': 1712943449840, 'account_id': 'C00049', 'customer_id': 'C00017', 'transaction_type': 'Transfer', 'branch_id': 'C00373', 'currency': 'GBP', 'transaction_amount': 5318.09, 'exchange_rate': 0.8022}
[2025-02-09T17:37:29.842+0000] {kafka_operator.py:71} INFO - Sent transaction: {'transaction_id': 'T000006', 'transaction_date': 1717436249841, 'account_id': 'C00018', 'customer_id': 'C00827', 'transaction_type': 'Transfer', 'branch_id': 'C00597', 'currency': 'GBP', 'transaction_amount': 8340.44, 'exchange_rate': 0.8177}
[2025-02-09T17:37:29.843+0000] {kafka_operator.py:71} INFO - Sent transaction: {'transaction_id': 'T000007', 'transaction_date': 1727458649843, 'account_id': 'C00505', 'customer_id': 'C00566', 'transaction_type': 'Debit', 'branch_id': 'C00226', 'currency': 'GBP', 'transaction_amount': 589.16, 'exchange_rate': 0.5941}
[2025-02-09T17:37:29.844+0000] {kafka_operator.py:71} INFO - Sent transaction: {'transaction_id': 'T000008', 'transaction_date': 1708882649844, 'account_id': 'C00574', 'customer_id': 'C00101', 'transaction_type': 'Deposit', 'branch_id': 'C00733', 'currency': 'GBP', 'transaction_amount': 4483.77, 'exchange_rate': 1.1461}
[2025-02-09T17:37:29.846+0000] {kafka_operator.py:71} INFO - Sent transaction: {'transaction_id': 'T000009', 'transaction_date': 1733161049846, 'account_id': 'C00836', 'customer_id': 'C00902', 'transaction_type': 'Withdrawal', 'branch_id': 'C00504', 'currency': 'USD', 'transaction_amount': 9974.75, 'exchange_rate': 1.1407}
[2025-02-09T17:37:29.847+0000] {kafka_operator.py:71} INFO - Sent transaction: {'transaction_id': 'T000010', 'transaction_date': 1729445849847, 'account_id': 'C00862', 'customer_id': 'C00722', 'transaction_type': 'Debit', 'branch_id': 'C00681', 'currency': 'EUR', 'transaction_amount': 4955.24, 'exchange_rate': 1.4388}
[2025-02-09T17:37:29.840+0000] {conn.py:362} INFO - <BrokerConnection node_id=0 host=kafka_broker:9092 <connecting> [IPv4 ('172.20.0.4', 9092)]>: connecting to kafka_broker:9092 [('172.20.0.4', 9092) IPv4]
[2025-02-09T17:37:29.850+0000] {conn.py:393} INFO - <BrokerConnection node_id=0 host=kafka_broker:9092 <connecting> [IPv4 ('172.20.0.4', 9092)]>: Connection complete.
[2025-02-09T17:37:29.851+0000] {conn.py:673} INFO - <BrokerConnection node_id=bootstrap-0 host=kafka_broker:9092 <connected> [IPv4 ('172.20.0.4', 9092)]>: Closing connection. 
[2025-02-09T17:37:29.850+0000] {kafka_operator.py:71} INFO - Sent transaction: {'transaction_id': 'T000011', 'transaction_date': 1721065049848, 'account_id': 'C00350', 'customer_id': 'C00986', 'transaction_type': 'Debit', 'branch_id': 'C00305', 'currency': 'EUR', 'transaction_amount': 4727.13, 'exchange_rate': 0.5175}
[2025-02-09T17:37:29.857+0000] {kafka_operator.py:71} INFO - Sent transaction: {'transaction_id': 'T000012', 'transaction_date': 1731778649856, 'account_id': 'C00515', 'customer_id': 'C00267', 'transaction_type': 'Deposit', 'branch_id': 'C00505', 'currency': 'EUR', 'transaction_amount': 6951.58, 'exchange_rate': 0.5281}
[2025-02-09T17:37:29.859+0000] {kafka_operator.py:71} INFO - Sent transaction: {'transaction_id': 'T000013', 'transaction_date': 1724175449859, 'account_id': 'C00450', 'customer_id': 'C00409', 'transaction_type': 'Debit', 'branch_id': 'C00392', 'currency': 'EUR', 'transaction_amount': 5760.71, 'exchange_rate': 1.4567}
[2025-02-09T17:37:29.861+0000] {kafka_operator.py:71} INFO - Sent transaction: {'transaction_id': 'T000014', 'transaction_date': 1714325849861, 'account_id': 'C00087', 'customer_id': 'C00098', 'transaction_type': 'Withdrawal', 'branch_id': 'C00478', 'currency': 'USD', 'transaction_amount': 269.16, 'exchange_rate': 0.5763}
[2025-02-09T17:37:29.865+0000] {kafka_operator.py:71} INFO - Sent transaction: {'transaction_id': 'T000015', 'transaction_date': 1735839449864, 'account_id': 'C00526', 'customer_id': 'C00990', 'transaction_type': 'Deposit', 'branch_id': 'C00702', 'currency': 'GBP', 'transaction_amount': 7018.43, 'exchange_rate': 1.1122}
[2025-02-09T17:37:29.866+0000] {kafka_operator.py:71} INFO - Sent transaction: {'transaction_id': 'T000016', 'transaction_date': 1728841049866, 'account_id': 'C00001', 'customer_id': 'C00193', 'transaction_type': 'Credit', 'branch_id': 'C00746', 'currency': 'GBP', 'transaction_amount': 9262.17, 'exchange_rate': 0.8749}
[2025-02-09T17:37:29.870+0000] {kafka_operator.py:71} INFO - Sent transaction: {'transaction_id': 'T000017', 'transaction_date': 1729877849869, 'account_id': 'C00486', 'customer_id': 'C00462', 'transaction_type': 'Debit', 'branch_id': 'C00254', 'currency': 'EUR', 'transaction_amount': 6710.62, 'exchange_rate': 1.3332}
