[2025-02-09T17:37:03.795+0000] {local_task_job_runner.py:123} INFO - ::group::Pre task execution logs
[2025-02-09T17:37:04.008+0000] {taskinstance.py:2612} INFO - Dependencies all met for dep_context=non-requeueable deps ti=<TaskInstance: transaction_facts_generator.generate_txn_fact_data scheduled__2024-12-21T00:00:00+00:00 [queued]>
[2025-02-09T17:37:04.019+0000] {taskinstance.py:2612} INFO - Dependencies all met for dep_context=requeueable deps ti=<TaskInstance: transaction_facts_generator.generate_txn_fact_data scheduled__2024-12-21T00:00:00+00:00 [queued]>
[2025-02-09T17:37:04.021+0000] {taskinstance.py:2865} INFO - Starting attempt 1 of 1
[2025-02-09T17:37:04.042+0000] {taskinstance.py:2888} INFO - Executing <Task(KafkaProduceOperator): generate_txn_fact_data> on 2024-12-21 00:00:00+00:00
[2025-02-09T17:37:04.054+0000] {standard_task_runner.py:104} INFO - Running: ['***', 'tasks', 'run', 'transaction_facts_generator', 'generate_txn_fact_data', 'scheduled__2024-12-21T00:00:00+00:00', '--job-id', '615', '--raw', '--subdir', 'DAGS_FOLDER/transaction_facts_generator.py', '--cfg-path', '/tmp/tmpb644obu2']
[2025-02-09T17:37:04.058+0000] {standard_task_runner.py:105} INFO - Job 615: Subtask generate_txn_fact_data
[2025-02-09T17:37:04.066+0000] {logging_mixin.py:190} WARNING - /home/***/.local/lib/python3.12/site-packages/***/task/task_runner/standard_task_runner.py:70 DeprecationWarning: This process (pid=642) is multi-threaded, use of fork() may lead to deadlocks in the child.
[2025-02-09T17:37:04.071+0000] {standard_task_runner.py:72} INFO - Started process 651 to run task
[2025-02-09T17:37:04.139+0000] {task_command.py:467} INFO - Running <TaskInstance: transaction_facts_generator.generate_txn_fact_data scheduled__2024-12-21T00:00:00+00:00 [running]> on host 3aeaa30cef4e
[2025-02-09T17:37:04.252+0000] {taskinstance.py:3131} INFO - Exporting env vars: AIRFLOW_CTX_DAG_OWNER='Saleh' AIRFLOW_CTX_DAG_ID='transaction_facts_generator' AIRFLOW_CTX_TASK_ID='generate_txn_fact_data' AIRFLOW_CTX_EXECUTION_DATE='2024-12-21T00:00:00+00:00' AIRFLOW_CTX_TRY_NUMBER='1' AIRFLOW_CTX_DAG_RUN_ID='scheduled__2024-12-21T00:00:00+00:00'
[2025-02-09T17:37:04.254+0000] {taskinstance.py:731} INFO - ::endgroup::
[2025-02-09T17:37:04.287+0000] {conn.py:362} INFO - <BrokerConnection node_id=bootstrap-0 host=kafka_broker:9092 <connecting> [IPv4 ('172.20.0.4', 9092)]>: connecting to kafka_broker:9092 [('172.20.0.4', 9092) IPv4]
[2025-02-09T17:37:04.288+0000] {conn.py:957} INFO - Probing node bootstrap-0 broker version
[2025-02-09T17:37:04.289+0000] {conn.py:393} INFO - <BrokerConnection node_id=bootstrap-0 host=kafka_broker:9092 <connecting> [IPv4 ('172.20.0.4', 9092)]>: Connection complete.
[2025-02-09T17:37:04.391+0000] {conn.py:1019} INFO - Broker version identified as 2.5.0
[2025-02-09T17:37:04.392+0000] {conn.py:1020} INFO - Set configuration api_version=(2, 5, 0) to skip auto check_version requests on startup
[2025-02-09T17:37:04.397+0000] {kafka_operator.py:71} INFO - Sent transaction: {'transaction_id': 'T000001', 'transaction_date': 1738172224395, 'account_id': 'C00836', 'customer_id': 'C00810', 'transaction_type': 'Transfer', 'branch_id': 'C00841', 'currency': 'USD', 'transaction_amount': 2127.94, 'exchange_rate': 1.3641}
[2025-02-09T17:37:04.399+0000] {kafka_operator.py:71} INFO - Sent transaction: {'transaction_id': 'T000002', 'transaction_date': 1718213824399, 'account_id': 'C00168', 'customer_id': 'C00916', 'transaction_type': 'Transfer', 'branch_id': 'C00131', 'currency': 'EUR', 'transaction_amount': 6173.59, 'exchange_rate': 0.8765}
[2025-02-09T17:37:04.400+0000] {kafka_operator.py:71} INFO - Sent transaction: {'transaction_id': 'T000003', 'transaction_date': 1738345024400, 'account_id': 'C00505', 'customer_id': 'C00538', 'transaction_type': 'Debit', 'branch_id': 'C00988', 'currency': 'USD', 'transaction_amount': 1725.94, 'exchange_rate': 1.4156}
[2025-02-09T17:37:04.405+0000] {kafka_operator.py:71} INFO - Sent transaction: {'transaction_id': 'T000004', 'transaction_date': 1735321024405, 'account_id': 'C00924', 'customer_id': 'C00384', 'transaction_type': 'Transfer', 'branch_id': 'C00587', 'currency': 'EUR', 'transaction_amount': 9310.9, 'exchange_rate': 1.2171}
[2025-02-09T17:37:04.407+0000] {kafka_operator.py:71} INFO - Sent transaction: {'transaction_id': 'T000005', 'transaction_date': 1733247424407, 'account_id': 'C00263', 'customer_id': 'C00610', 'transaction_type': 'Credit', 'branch_id': 'C00038', 'currency': 'EUR', 'transaction_amount': 2878.5, 'exchange_rate': 0.8691}
[2025-02-09T17:37:04.408+0000] {kafka_operator.py:71} INFO - Sent transaction: {'transaction_id': 'T000006', 'transaction_date': 1708709824408, 'account_id': 'C00286', 'customer_id': 'C00698', 'transaction_type': 'Withdrawal', 'branch_id': 'C00120', 'currency': 'USD', 'transaction_amount': 596.47, 'exchange_rate': 0.6116}
[2025-02-09T17:37:04.410+0000] {kafka_operator.py:71} INFO - Sent transaction: {'transaction_id': 'T000007', 'transaction_date': 1712425024410, 'account_id': 'C00254', 'customer_id': 'C00699', 'transaction_type': 'Deposit', 'branch_id': 'C00279', 'currency': 'GBP', 'transaction_amount': 6517.69, 'exchange_rate': 0.5544}
[2025-02-09T17:37:04.413+0000] {kafka_operator.py:71} INFO - Sent transaction: {'transaction_id': 'T000008', 'transaction_date': 1731260224413, 'account_id': 'C00556', 'customer_id': 'C00748', 'transaction_type': 'Debit', 'branch_id': 'C00563', 'currency': 'GBP', 'transaction_amount': 8711.66, 'exchange_rate': 0.7206}
[2025-02-09T17:37:04.409+0000] {conn.py:362} INFO - <BrokerConnection node_id=0 host=kafka_broker:9092 <connecting> [IPv4 ('172.20.0.4', 9092)]>: connecting to kafka_broker:9092 [('172.20.0.4', 9092) IPv4]
[2025-02-09T17:37:04.420+0000] {conn.py:393} INFO - <BrokerConnection node_id=0 host=kafka_broker:9092 <connecting> [IPv4 ('172.20.0.4', 9092)]>: Connection complete.
[2025-02-09T17:37:04.420+0000] {conn.py:673} INFO - <BrokerConnection node_id=bootstrap-0 host=kafka_broker:9092 <connected> [IPv4 ('172.20.0.4', 9092)]>: Closing connection. 
[2025-02-09T17:37:04.419+0000] {kafka_operator.py:71} INFO - Sent transaction: {'transaction_id': 'T000009', 'transaction_date': 1726335424419, 'account_id': 'C00134', 'customer_id': 'C00534', 'transaction_type': 'Transfer', 'branch_id': 'C00523', 'currency': 'EUR', 'transaction_amount': 8359.04, 'exchange_rate': 1.1922}
