[2025-02-09T17:37:18.875+0000] {local_task_job_runner.py:123} INFO - ::group::Pre task execution logs
[2025-02-09T17:37:19.018+0000] {taskinstance.py:2612} INFO - Dependencies all met for dep_context=non-requeueable deps ti=<TaskInstance: transaction_facts_generator.generate_txn_fact_data scheduled__2025-01-07T00:00:00+00:00 [queued]>
[2025-02-09T17:37:19.028+0000] {taskinstance.py:2612} INFO - Dependencies all met for dep_context=requeueable deps ti=<TaskInstance: transaction_facts_generator.generate_txn_fact_data scheduled__2025-01-07T00:00:00+00:00 [queued]>
[2025-02-09T17:37:19.029+0000] {taskinstance.py:2865} INFO - Starting attempt 1 of 1
[2025-02-09T17:37:19.044+0000] {taskinstance.py:2888} INFO - Executing <Task(KafkaProduceOperator): generate_txn_fact_data> on 2025-01-07 00:00:00+00:00
[2025-02-09T17:37:19.053+0000] {logging_mixin.py:190} WARNING - /home/***/.local/lib/python3.12/site-packages/***/task/task_runner/standard_task_runner.py:70 DeprecationWarning: This process (pid=740) is multi-threaded, use of fork() may lead to deadlocks in the child.
[2025-02-09T17:37:19.054+0000] {standard_task_runner.py:72} INFO - Started process 747 to run task
[2025-02-09T17:37:19.053+0000] {standard_task_runner.py:104} INFO - Running: ['***', 'tasks', 'run', 'transaction_facts_generator', 'generate_txn_fact_data', 'scheduled__2025-01-07T00:00:00+00:00', '--job-id', '633', '--raw', '--subdir', 'DAGS_FOLDER/transaction_facts_generator.py', '--cfg-path', '/tmp/tmpcggv96s6']
[2025-02-09T17:37:19.055+0000] {standard_task_runner.py:105} INFO - Job 633: Subtask generate_txn_fact_data
[2025-02-09T17:37:19.097+0000] {task_command.py:467} INFO - Running <TaskInstance: transaction_facts_generator.generate_txn_fact_data scheduled__2025-01-07T00:00:00+00:00 [running]> on host 3aeaa30cef4e
[2025-02-09T17:37:19.172+0000] {taskinstance.py:3131} INFO - Exporting env vars: AIRFLOW_CTX_DAG_OWNER='Saleh' AIRFLOW_CTX_DAG_ID='transaction_facts_generator' AIRFLOW_CTX_TASK_ID='generate_txn_fact_data' AIRFLOW_CTX_EXECUTION_DATE='2025-01-07T00:00:00+00:00' AIRFLOW_CTX_TRY_NUMBER='1' AIRFLOW_CTX_DAG_RUN_ID='scheduled__2025-01-07T00:00:00+00:00'
[2025-02-09T17:37:19.173+0000] {taskinstance.py:731} INFO - ::endgroup::
[2025-02-09T17:37:19.197+0000] {conn.py:362} INFO - <BrokerConnection node_id=bootstrap-0 host=kafka_broker:9092 <connecting> [IPv4 ('172.20.0.4', 9092)]>: connecting to kafka_broker:9092 [('172.20.0.4', 9092) IPv4]
[2025-02-09T17:37:19.197+0000] {conn.py:957} INFO - Probing node bootstrap-0 broker version
[2025-02-09T17:37:19.198+0000] {conn.py:393} INFO - <BrokerConnection node_id=bootstrap-0 host=kafka_broker:9092 <connecting> [IPv4 ('172.20.0.4', 9092)]>: Connection complete.
[2025-02-09T17:37:19.301+0000] {conn.py:1019} INFO - Broker version identified as 2.5.0
[2025-02-09T17:37:19.302+0000] {conn.py:1020} INFO - Set configuration api_version=(2, 5, 0) to skip auto check_version requests on startup
[2025-02-09T17:37:19.307+0000] {kafka_operator.py:71} INFO - Sent transaction: {'transaction_id': 'T000001', 'transaction_date': 1731951439306, 'account_id': 'C00045', 'customer_id': 'C00791', 'transaction_type': 'Deposit', 'branch_id': 'C00232', 'currency': 'GBP', 'transaction_amount': 3577.49, 'exchange_rate': 1.0757}
[2025-02-09T17:37:19.309+0000] {kafka_operator.py:71} INFO - Sent transaction: {'transaction_id': 'T000002', 'transaction_date': 1733506639309, 'account_id': 'C00935', 'customer_id': 'C00011', 'transaction_type': 'Deposit', 'branch_id': 'C00015', 'currency': 'USD', 'transaction_amount': 311.36, 'exchange_rate': 1.3533}
[2025-02-09T17:37:19.310+0000] {kafka_operator.py:71} INFO - Sent transaction: {'transaction_id': 'T000003', 'transaction_date': 1715449039310, 'account_id': 'C00163', 'customer_id': 'C00381', 'transaction_type': 'Withdrawal', 'branch_id': 'C00070', 'currency': 'EUR', 'transaction_amount': 7595.35, 'exchange_rate': 1.4722}
[2025-02-09T17:37:19.309+0000] {conn.py:362} INFO - <BrokerConnection node_id=0 host=kafka_broker:9092 <connecting> [IPv4 ('172.20.0.4', 9092)]>: connecting to kafka_broker:9092 [('172.20.0.4', 9092) IPv4]
[2025-02-09T17:37:19.312+0000] {kafka_operator.py:71} INFO - Sent transaction: {'transaction_id': 'T000004', 'transaction_date': 1732729039312, 'account_id': 'C00760', 'customer_id': 'C00845', 'transaction_type': 'Withdrawal', 'branch_id': 'C00451', 'currency': 'EUR', 'transaction_amount': 4586.97, 'exchange_rate': 1.4988}
[2025-02-09T17:37:19.313+0000] {conn.py:393} INFO - <BrokerConnection node_id=0 host=kafka_broker:9092 <connecting> [IPv4 ('172.20.0.4', 9092)]>: Connection complete.
[2025-02-09T17:37:19.315+0000] {kafka_operator.py:71} INFO - Sent transaction: {'transaction_id': 'T000005', 'transaction_date': 1735061839314, 'account_id': 'C00499', 'customer_id': 'C00665', 'transaction_type': 'Credit', 'branch_id': 'C00902', 'currency': 'USD', 'transaction_amount': 1799.2, 'exchange_rate': 1.4169}
[2025-02-09T17:37:19.322+0000] {conn.py:673} INFO - <BrokerConnection node_id=bootstrap-0 host=kafka_broker:9092 <connected> [IPv4 ('172.20.0.4', 9092)]>: Closing connection. 
[2025-02-09T17:37:19.323+0000] {kafka_operator.py:71} INFO - Sent transaction: {'transaction_id': 'T000006', 'transaction_date': 1724089039323, 'account_id': 'C00975', 'customer_id': 'C00545', 'transaction_type': 'Withdrawal', 'branch_id': 'C00704', 'currency': 'EUR', 'transaction_amount': 1378.64, 'exchange_rate': 0.8388}
[2025-02-09T17:37:19.327+0000] {kafka_operator.py:71} INFO - Sent transaction: {'transaction_id': 'T000007', 'transaction_date': 1732297039327, 'account_id': 'C00057', 'customer_id': 'C00110', 'transaction_type': 'Credit', 'branch_id': 'C00205', 'currency': 'EUR', 'transaction_amount': 796.42, 'exchange_rate': 1.2511}
[2025-02-09T17:37:19.329+0000] {kafka_operator.py:71} INFO - Sent transaction: {'transaction_id': 'T000008', 'transaction_date': 1723225039329, 'account_id': 'C00271', 'customer_id': 'C00061', 'transaction_type': 'Credit', 'branch_id': 'C00574', 'currency': 'GBP', 'transaction_amount': 4827.92, 'exchange_rate': 0.8171}
[2025-02-09T17:37:19.331+0000] {kafka_operator.py:71} INFO - Sent transaction: {'transaction_id': 'T000009', 'transaction_date': 1736271439331, 'account_id': 'C00858', 'customer_id': 'C00838', 'transaction_type': 'Credit', 'branch_id': 'C00111', 'currency': 'EUR', 'transaction_amount': 8558.56, 'exchange_rate': 1.2094}
