[2025-02-09T17:36:53.970+0000] {local_task_job_runner.py:123} INFO - ::group::Pre task execution logs
[2025-02-09T17:36:54.162+0000] {taskinstance.py:2612} INFO - Dependencies all met for dep_context=non-requeueable deps ti=<TaskInstance: transaction_facts_generator.generate_txn_fact_data scheduled__2024-12-02T00:00:00+00:00 [queued]>
[2025-02-09T17:36:54.173+0000] {taskinstance.py:2612} INFO - Dependencies all met for dep_context=requeueable deps ti=<TaskInstance: transaction_facts_generator.generate_txn_fact_data scheduled__2024-12-02T00:00:00+00:00 [queued]>
[2025-02-09T17:36:54.174+0000] {taskinstance.py:2865} INFO - Starting attempt 1 of 1
[2025-02-09T17:36:54.191+0000] {taskinstance.py:2888} INFO - Executing <Task(KafkaProduceOperator): generate_txn_fact_data> on 2024-12-02 00:00:00+00:00
[2025-02-09T17:36:54.201+0000] {logging_mixin.py:190} WARNING - /home/***/.local/lib/python3.12/site-packages/***/task/task_runner/standard_task_runner.py:70 DeprecationWarning: This process (pid=558) is multi-threaded, use of fork() may lead to deadlocks in the child.
[2025-02-09T17:36:54.202+0000] {standard_task_runner.py:72} INFO - Started process 574 to run task
[2025-02-09T17:36:54.207+0000] {standard_task_runner.py:104} INFO - Running: ['***', 'tasks', 'run', 'transaction_facts_generator', 'generate_txn_fact_data', 'scheduled__2024-12-02T00:00:00+00:00', '--job-id', '596', '--raw', '--subdir', 'DAGS_FOLDER/transaction_facts_generator.py', '--cfg-path', '/tmp/tmpe3c870he']
[2025-02-09T17:36:54.209+0000] {standard_task_runner.py:105} INFO - Job 596: Subtask generate_txn_fact_data
[2025-02-09T17:36:54.261+0000] {task_command.py:467} INFO - Running <TaskInstance: transaction_facts_generator.generate_txn_fact_data scheduled__2024-12-02T00:00:00+00:00 [running]> on host 3aeaa30cef4e
[2025-02-09T17:36:54.365+0000] {taskinstance.py:3131} INFO - Exporting env vars: AIRFLOW_CTX_DAG_OWNER='Saleh' AIRFLOW_CTX_DAG_ID='transaction_facts_generator' AIRFLOW_CTX_TASK_ID='generate_txn_fact_data' AIRFLOW_CTX_EXECUTION_DATE='2024-12-02T00:00:00+00:00' AIRFLOW_CTX_TRY_NUMBER='1' AIRFLOW_CTX_DAG_RUN_ID='scheduled__2024-12-02T00:00:00+00:00'
[2025-02-09T17:36:54.366+0000] {taskinstance.py:731} INFO - ::endgroup::
[2025-02-09T17:36:54.389+0000] {conn.py:362} INFO - <BrokerConnection node_id=bootstrap-0 host=kafka_broker:9092 <connecting> [IPv4 ('172.20.0.4', 9092)]>: connecting to kafka_broker:9092 [('172.20.0.4', 9092) IPv4]
[2025-02-09T17:36:54.389+0000] {conn.py:957} INFO - Probing node bootstrap-0 broker version
[2025-02-09T17:36:54.392+0000] {conn.py:393} INFO - <BrokerConnection node_id=bootstrap-0 host=kafka_broker:9092 <connecting> [IPv4 ('172.20.0.4', 9092)]>: Connection complete.
[2025-02-09T17:36:54.494+0000] {conn.py:1019} INFO - Broker version identified as 2.5.0
[2025-02-09T17:36:54.495+0000] {conn.py:1020} INFO - Set configuration api_version=(2, 5, 0) to skip auto check_version requests on startup
[2025-02-09T17:36:54.501+0000] {kafka_operator.py:71} INFO - Sent transaction: {'transaction_id': 'T000001', 'transaction_date': 1719164214499, 'account_id': 'C00807', 'customer_id': 'C00962', 'transaction_type': 'Credit', 'branch_id': 'C00158', 'currency': 'GBP', 'transaction_amount': 7471.12, 'exchange_rate': 0.7565}
[2025-02-09T17:36:54.504+0000] {kafka_operator.py:71} INFO - Sent transaction: {'transaction_id': 'T000002', 'transaction_date': 1708191414503, 'account_id': 'C00906', 'customer_id': 'C00422', 'transaction_type': 'Transfer', 'branch_id': 'C00004', 'currency': 'USD', 'transaction_amount': 9868.28, 'exchange_rate': 0.7054}
[2025-02-09T17:36:54.507+0000] {kafka_operator.py:71} INFO - Sent transaction: {'transaction_id': 'T000003', 'transaction_date': 1714585014507, 'account_id': 'C00703', 'customer_id': 'C00529', 'transaction_type': 'Credit', 'branch_id': 'C00332', 'currency': 'EUR', 'transaction_amount': 9171.83, 'exchange_rate': 1.1349}
[2025-02-09T17:36:54.509+0000] {kafka_operator.py:71} INFO - Sent transaction: {'transaction_id': 'T000004', 'transaction_date': 1732642614509, 'account_id': 'C00877', 'customer_id': 'C00180', 'transaction_type': 'Withdrawal', 'branch_id': 'C00435', 'currency': 'USD', 'transaction_amount': 484.37, 'exchange_rate': 1.1656}
[2025-02-09T17:36:54.510+0000] {kafka_operator.py:71} INFO - Sent transaction: {'transaction_id': 'T000005', 'transaction_date': 1736703414510, 'account_id': 'C00769', 'customer_id': 'C00542', 'transaction_type': 'Deposit', 'branch_id': 'C00935', 'currency': 'EUR', 'transaction_amount': 6567.47, 'exchange_rate': 1.1407}
[2025-02-09T17:36:54.512+0000] {kafka_operator.py:71} INFO - Sent transaction: {'transaction_id': 'T000006', 'transaction_date': 1721842614512, 'account_id': 'C00368', 'customer_id': 'C00800', 'transaction_type': 'Credit', 'branch_id': 'C00315', 'currency': 'EUR', 'transaction_amount': 4597.31, 'exchange_rate': 1.4463}
[2025-02-09T17:36:54.514+0000] {kafka_operator.py:71} INFO - Sent transaction: {'transaction_id': 'T000007', 'transaction_date': 1718041014514, 'account_id': 'C00869', 'customer_id': 'C00452', 'transaction_type': 'Deposit', 'branch_id': 'C00749', 'currency': 'GBP', 'transaction_amount': 3446.31, 'exchange_rate': 1.2742}
[2025-02-09T17:36:54.517+0000] {kafka_operator.py:71} INFO - Sent transaction: {'transaction_id': 'T000008', 'transaction_date': 1737653814516, 'account_id': 'C00067', 'customer_id': 'C00743', 'transaction_type': 'Debit', 'branch_id': 'C00212', 'currency': 'GBP', 'transaction_amount': 1717.02, 'exchange_rate': 0.8023}
[2025-02-09T17:36:54.520+0000] {kafka_operator.py:71} INFO - Sent transaction: {'transaction_id': 'T000009', 'transaction_date': 1720719414519, 'account_id': 'C00605', 'customer_id': 'C00503', 'transaction_type': 'Deposit', 'branch_id': 'C00052', 'currency': 'USD', 'transaction_amount': 3410.02, 'exchange_rate': 0.6485}
[2025-02-09T17:36:54.509+0000] {conn.py:362} INFO - <BrokerConnection node_id=0 host=kafka_broker:9092 <connecting> [IPv4 ('172.20.0.4', 9092)]>: connecting to kafka_broker:9092 [('172.20.0.4', 9092) IPv4]
[2025-02-09T17:36:54.522+0000] {conn.py:393} INFO - <BrokerConnection node_id=0 host=kafka_broker:9092 <connecting> [IPv4 ('172.20.0.4', 9092)]>: Connection complete.
[2025-02-09T17:36:54.523+0000] {conn.py:673} INFO - <BrokerConnection node_id=bootstrap-0 host=kafka_broker:9092 <connected> [IPv4 ('172.20.0.4', 9092)]>: Closing connection. 
