[2025-02-09T17:37:38.031+0000] {local_task_job_runner.py:123} INFO - ::group::Pre task execution logs
[2025-02-09T17:37:38.172+0000] {taskinstance.py:2612} INFO - Dependencies all met for dep_context=non-requeueable deps ti=<TaskInstance: transaction_facts_generator.generate_txn_fact_data scheduled__2025-02-07T00:00:00+00:00 [queued]>
[2025-02-09T17:37:38.182+0000] {taskinstance.py:2612} INFO - Dependencies all met for dep_context=requeueable deps ti=<TaskInstance: transaction_facts_generator.generate_txn_fact_data scheduled__2025-02-07T00:00:00+00:00 [queued]>
[2025-02-09T17:37:38.182+0000] {taskinstance.py:2865} INFO - Starting attempt 1 of 1
[2025-02-09T17:37:38.196+0000] {taskinstance.py:2888} INFO - Executing <Task(KafkaProduceOperator): generate_txn_fact_data> on 2025-02-07 00:00:00+00:00
[2025-02-09T17:37:38.204+0000] {logging_mixin.py:190} WARNING - /home/***/.local/lib/python3.12/site-packages/***/task/task_runner/standard_task_runner.py:70 DeprecationWarning: This process (pid=881) is multi-threaded, use of fork() may lead to deadlocks in the child.
[2025-02-09T17:37:38.205+0000] {standard_task_runner.py:72} INFO - Started process 885 to run task
[2025-02-09T17:37:38.204+0000] {standard_task_runner.py:104} INFO - Running: ['***', 'tasks', 'run', 'transaction_facts_generator', 'generate_txn_fact_data', 'scheduled__2025-02-07T00:00:00+00:00', '--job-id', '665', '--raw', '--subdir', 'DAGS_FOLDER/transaction_facts_generator.py', '--cfg-path', '/tmp/tmphx1q096j']
[2025-02-09T17:37:38.206+0000] {standard_task_runner.py:105} INFO - Job 665: Subtask generate_txn_fact_data
[2025-02-09T17:37:38.248+0000] {task_command.py:467} INFO - Running <TaskInstance: transaction_facts_generator.generate_txn_fact_data scheduled__2025-02-07T00:00:00+00:00 [running]> on host 3aeaa30cef4e
[2025-02-09T17:37:38.327+0000] {taskinstance.py:3131} INFO - Exporting env vars: AIRFLOW_CTX_DAG_OWNER='Saleh' AIRFLOW_CTX_DAG_ID='transaction_facts_generator' AIRFLOW_CTX_TASK_ID='generate_txn_fact_data' AIRFLOW_CTX_EXECUTION_DATE='2025-02-07T00:00:00+00:00' AIRFLOW_CTX_TRY_NUMBER='1' AIRFLOW_CTX_DAG_RUN_ID='scheduled__2025-02-07T00:00:00+00:00'
[2025-02-09T17:37:38.327+0000] {taskinstance.py:731} INFO - ::endgroup::
[2025-02-09T17:37:38.344+0000] {conn.py:362} INFO - <BrokerConnection node_id=bootstrap-0 host=kafka_broker:9092 <connecting> [IPv4 ('172.20.0.4', 9092)]>: connecting to kafka_broker:9092 [('172.20.0.4', 9092) IPv4]
[2025-02-09T17:37:38.344+0000] {conn.py:957} INFO - Probing node bootstrap-0 broker version
[2025-02-09T17:37:38.345+0000] {conn.py:393} INFO - <BrokerConnection node_id=bootstrap-0 host=kafka_broker:9092 <connecting> [IPv4 ('172.20.0.4', 9092)]>: Connection complete.
[2025-02-09T17:37:38.447+0000] {conn.py:1019} INFO - Broker version identified as 2.5.0
[2025-02-09T17:37:38.448+0000] {conn.py:1020} INFO - Set configuration api_version=(2, 5, 0) to skip auto check_version requests on startup
[2025-02-09T17:37:38.451+0000] {kafka_operator.py:71} INFO - Sent transaction: {'transaction_id': 'T000001', 'transaction_date': 1715535458450, 'account_id': 'C00097', 'customer_id': 'C00569', 'transaction_type': 'Debit', 'branch_id': 'C00975', 'currency': 'GBP', 'transaction_amount': 5607.26, 'exchange_rate': 1.0576}
[2025-02-09T17:37:38.453+0000] {kafka_operator.py:71} INFO - Sent transaction: {'transaction_id': 'T000002', 'transaction_date': 1732037858452, 'account_id': 'C00491', 'customer_id': 'C00971', 'transaction_type': 'Transfer', 'branch_id': 'C00119', 'currency': 'GBP', 'transaction_amount': 2479.66, 'exchange_rate': 1.1527}
[2025-02-09T17:37:38.453+0000] {conn.py:362} INFO - <BrokerConnection node_id=0 host=kafka_broker:9092 <connecting> [IPv4 ('172.20.0.4', 9092)]>: connecting to kafka_broker:9092 [('172.20.0.4', 9092) IPv4]
[2025-02-09T17:37:38.454+0000] {kafka_operator.py:71} INFO - Sent transaction: {'transaction_id': 'T000003', 'transaction_date': 1709833058454, 'account_id': 'C00375', 'customer_id': 'C00987', 'transaction_type': 'Transfer', 'branch_id': 'C00035', 'currency': 'USD', 'transaction_amount': 1110.79, 'exchange_rate': 1.2257}
[2025-02-09T17:37:38.455+0000] {conn.py:393} INFO - <BrokerConnection node_id=0 host=kafka_broker:9092 <connecting> [IPv4 ('172.20.0.4', 9092)]>: Connection complete.
[2025-02-09T17:37:38.455+0000] {kafka_operator.py:71} INFO - Sent transaction: {'transaction_id': 'T000004', 'transaction_date': 1709660258455, 'account_id': 'C00417', 'customer_id': 'C00928', 'transaction_type': 'Withdrawal', 'branch_id': 'C00473', 'currency': 'USD', 'transaction_amount': 7245.97, 'exchange_rate': 1.2903}
[2025-02-09T17:37:38.456+0000] {conn.py:673} INFO - <BrokerConnection node_id=bootstrap-0 host=kafka_broker:9092 <connected> [IPv4 ('172.20.0.4', 9092)]>: Closing connection. 
[2025-02-09T17:37:38.457+0000] {kafka_operator.py:71} INFO - Sent transaction: {'transaction_id': 'T000005', 'transaction_date': 1728754658457, 'account_id': 'C00858', 'customer_id': 'C00920', 'transaction_type': 'Debit', 'branch_id': 'C00160', 'currency': 'USD', 'transaction_amount': 3718.31, 'exchange_rate': 1.0881}
[2025-02-09T17:37:38.459+0000] {kafka_operator.py:71} INFO - Sent transaction: {'transaction_id': 'T000006', 'transaction_date': 1707845858459, 'account_id': 'C00239', 'customer_id': 'C00880', 'transaction_type': 'Deposit', 'branch_id': 'C00008', 'currency': 'EUR', 'transaction_amount': 8644.08, 'exchange_rate': 0.8517}
[2025-02-09T17:37:38.461+0000] {kafka_operator.py:71} INFO - Sent transaction: {'transaction_id': 'T000007', 'transaction_date': 1714930658460, 'account_id': 'C00291', 'customer_id': 'C00141', 'transaction_type': 'Debit', 'branch_id': 'C00585', 'currency': 'EUR', 'transaction_amount': 7190.14, 'exchange_rate': 0.712}
[2025-02-09T17:37:38.462+0000] {kafka_operator.py:71} INFO - Sent transaction: {'transaction_id': 'T000008', 'transaction_date': 1725557858462, 'account_id': 'C00466', 'customer_id': 'C00983', 'transaction_type': 'Transfer', 'branch_id': 'C00431', 'currency': 'GBP', 'transaction_amount': 1139.84, 'exchange_rate': 1.2451}
[2025-02-09T17:37:38.463+0000] {kafka_operator.py:71} INFO - Sent transaction: {'transaction_id': 'T000009', 'transaction_date': 1736530658463, 'account_id': 'C00874', 'customer_id': 'C00972', 'transaction_type': 'Debit', 'branch_id': 'C00914', 'currency': 'EUR', 'transaction_amount': 230.48, 'exchange_rate': 1.1435}
