[2025-02-09T17:37:30.641+0000] {local_task_job_runner.py:123} INFO - ::group::Pre task execution logs
[2025-02-09T17:37:30.929+0000] {taskinstance.py:2612} INFO - Dependencies all met for dep_context=non-requeueable deps ti=<TaskInstance: transaction_facts_generator.generate_txn_fact_data scheduled__2025-02-05T00:00:00+00:00 [queued]>
[2025-02-09T17:37:30.948+0000] {taskinstance.py:2612} INFO - Dependencies all met for dep_context=requeueable deps ti=<TaskInstance: transaction_facts_generator.generate_txn_fact_data scheduled__2025-02-05T00:00:00+00:00 [queued]>
[2025-02-09T17:37:30.951+0000] {taskinstance.py:2865} INFO - Starting attempt 1 of 1
[2025-02-09T17:37:30.993+0000] {taskinstance.py:2888} INFO - Executing <Task(KafkaProduceOperator): generate_txn_fact_data> on 2025-02-05 00:00:00+00:00
[2025-02-09T17:37:31.008+0000] {logging_mixin.py:190} WARNING - /home/***/.local/lib/python3.12/site-packages/***/task/task_runner/standard_task_runner.py:70 DeprecationWarning: This process (pid=866) is multi-threaded, use of fork() may lead to deadlocks in the child.
[2025-02-09T17:37:31.006+0000] {standard_task_runner.py:104} INFO - Running: ['***', 'tasks', 'run', 'transaction_facts_generator', 'generate_txn_fact_data', 'scheduled__2025-02-05T00:00:00+00:00', '--job-id', '663', '--raw', '--subdir', 'DAGS_FOLDER/transaction_facts_generator.py', '--cfg-path', '/tmp/tmp9jbrtyyr']
[2025-02-09T17:37:31.012+0000] {standard_task_runner.py:105} INFO - Job 663: Subtask generate_txn_fact_data
[2025-02-09T17:37:31.011+0000] {standard_task_runner.py:72} INFO - Started process 870 to run task
[2025-02-09T17:37:31.095+0000] {task_command.py:467} INFO - Running <TaskInstance: transaction_facts_generator.generate_txn_fact_data scheduled__2025-02-05T00:00:00+00:00 [running]> on host 3aeaa30cef4e
[2025-02-09T17:37:31.224+0000] {taskinstance.py:3131} INFO - Exporting env vars: AIRFLOW_CTX_DAG_OWNER='Saleh' AIRFLOW_CTX_DAG_ID='transaction_facts_generator' AIRFLOW_CTX_TASK_ID='generate_txn_fact_data' AIRFLOW_CTX_EXECUTION_DATE='2025-02-05T00:00:00+00:00' AIRFLOW_CTX_TRY_NUMBER='1' AIRFLOW_CTX_DAG_RUN_ID='scheduled__2025-02-05T00:00:00+00:00'
[2025-02-09T17:37:31.225+0000] {taskinstance.py:731} INFO - ::endgroup::
[2025-02-09T17:37:31.253+0000] {conn.py:362} INFO - <BrokerConnection node_id=bootstrap-0 host=kafka_broker:9092 <connecting> [IPv4 ('172.20.0.4', 9092)]>: connecting to kafka_broker:9092 [('172.20.0.4', 9092) IPv4]
[2025-02-09T17:37:31.253+0000] {conn.py:957} INFO - Probing node bootstrap-0 broker version
[2025-02-09T17:37:31.255+0000] {conn.py:393} INFO - <BrokerConnection node_id=bootstrap-0 host=kafka_broker:9092 <connecting> [IPv4 ('172.20.0.4', 9092)]>: Connection complete.
[2025-02-09T17:37:31.358+0000] {conn.py:1019} INFO - Broker version identified as 2.5.0
[2025-02-09T17:37:31.360+0000] {conn.py:1020} INFO - Set configuration api_version=(2, 5, 0) to skip auto check_version requests on startup
[2025-02-09T17:37:31.367+0000] {kafka_operator.py:71} INFO - Sent transaction: {'transaction_id': 'T000001', 'transaction_date': 1731001051365, 'account_id': 'C00050', 'customer_id': 'C00827', 'transaction_type': 'Debit', 'branch_id': 'C00554', 'currency': 'GBP', 'transaction_amount': 2012.29, 'exchange_rate': 1.3646}
[2025-02-09T17:37:31.369+0000] {kafka_operator.py:71} INFO - Sent transaction: {'transaction_id': 'T000002', 'transaction_date': 1714325851369, 'account_id': 'C00145', 'customer_id': 'C00048', 'transaction_type': 'Withdrawal', 'branch_id': 'C00655', 'currency': 'GBP', 'transaction_amount': 9583.56, 'exchange_rate': 1.4372}
[2025-02-09T17:37:31.372+0000] {kafka_operator.py:71} INFO - Sent transaction: {'transaction_id': 'T000003', 'transaction_date': 1730914651372, 'account_id': 'C00695', 'customer_id': 'C00711', 'transaction_type': 'Credit', 'branch_id': 'C00452', 'currency': 'EUR', 'transaction_amount': 5316.86, 'exchange_rate': 1.4312}
[2025-02-09T17:37:31.374+0000] {kafka_operator.py:71} INFO - Sent transaction: {'transaction_id': 'T000004', 'transaction_date': 1731692251374, 'account_id': 'C00313', 'customer_id': 'C00970', 'transaction_type': 'Transfer', 'branch_id': 'C00029', 'currency': 'USD', 'transaction_amount': 1522.65, 'exchange_rate': 0.8665}
[2025-02-09T17:37:31.375+0000] {kafka_operator.py:71} INFO - Sent transaction: {'transaction_id': 'T000005', 'transaction_date': 1713980251375, 'account_id': 'C00345', 'customer_id': 'C00838', 'transaction_type': 'Transfer', 'branch_id': 'C00134', 'currency': 'EUR', 'transaction_amount': 6731.18, 'exchange_rate': 1.392}
[2025-02-09T17:37:31.378+0000] {kafka_operator.py:71} INFO - Sent transaction: {'transaction_id': 'T000006', 'transaction_date': 1723484251378, 'account_id': 'C00525', 'customer_id': 'C00344', 'transaction_type': 'Transfer', 'branch_id': 'C00835', 'currency': 'EUR', 'transaction_amount': 3355.85, 'exchange_rate': 1.4876}
[2025-02-09T17:37:31.380+0000] {kafka_operator.py:71} INFO - Sent transaction: {'transaction_id': 'T000007', 'transaction_date': 1710092251380, 'account_id': 'C00870', 'customer_id': 'C00072', 'transaction_type': 'Debit', 'branch_id': 'C00428', 'currency': 'USD', 'transaction_amount': 3677.9, 'exchange_rate': 1.3822}
[2025-02-09T17:37:31.379+0000] {conn.py:362} INFO - <BrokerConnection node_id=0 host=kafka_broker:9092 <connecting> [IPv4 ('172.20.0.4', 9092)]>: connecting to kafka_broker:9092 [('172.20.0.4', 9092) IPv4]
[2025-02-09T17:37:31.382+0000] {conn.py:393} INFO - <BrokerConnection node_id=0 host=kafka_broker:9092 <connecting> [IPv4 ('172.20.0.4', 9092)]>: Connection complete.
[2025-02-09T17:37:31.383+0000] {conn.py:673} INFO - <BrokerConnection node_id=bootstrap-0 host=kafka_broker:9092 <connected> [IPv4 ('172.20.0.4', 9092)]>: Closing connection. 
[2025-02-09T17:37:31.382+0000] {kafka_operator.py:71} INFO - Sent transaction: {'transaction_id': 'T000008', 'transaction_date': 1711820251381, 'account_id': 'C00918', 'customer_id': 'C00294', 'transaction_type': 'Debit', 'branch_id': 'C00245', 'currency': 'GBP', 'transaction_amount': 4427.49, 'exchange_rate': 1.3932}
[2025-02-09T17:37:31.386+0000] {kafka_operator.py:71} INFO - Sent transaction: {'transaction_id': 'T000009', 'transaction_date': 1721151451385, 'account_id': 'C00867', 'customer_id': 'C00921', 'transaction_type': 'Transfer', 'branch_id': 'C00011', 'currency': 'EUR', 'transaction_amount': 8107.27, 'exchange_rate': 0.7864}
