[2025-02-09T17:37:12.395+0000] {local_task_job_runner.py:123} INFO - ::group::Pre task execution logs
[2025-02-09T17:37:12.558+0000] {taskinstance.py:2612} INFO - Dependencies all met for dep_context=non-requeueable deps ti=<TaskInstance: transaction_facts_generator.generate_txn_fact_data scheduled__2025-01-04T00:00:00+00:00 [queued]>
[2025-02-09T17:37:12.569+0000] {taskinstance.py:2612} INFO - Dependencies all met for dep_context=requeueable deps ti=<TaskInstance: transaction_facts_generator.generate_txn_fact_data scheduled__2025-01-04T00:00:00+00:00 [queued]>
[2025-02-09T17:37:12.570+0000] {taskinstance.py:2865} INFO - Starting attempt 1 of 1
[2025-02-09T17:37:12.585+0000] {taskinstance.py:2888} INFO - Executing <Task(KafkaProduceOperator): generate_txn_fact_data> on 2025-01-04 00:00:00+00:00
[2025-02-09T17:37:12.596+0000] {logging_mixin.py:190} WARNING - /home/***/.local/lib/python3.12/site-packages/***/task/task_runner/standard_task_runner.py:70 DeprecationWarning: This process (pid=720) is multi-threaded, use of fork() may lead to deadlocks in the child.
[2025-02-09T17:37:12.599+0000] {standard_task_runner.py:72} INFO - Started process 727 to run task
[2025-02-09T17:37:12.600+0000] {standard_task_runner.py:104} INFO - Running: ['***', 'tasks', 'run', 'transaction_facts_generator', 'generate_txn_fact_data', 'scheduled__2025-01-04T00:00:00+00:00', '--job-id', '629', '--raw', '--subdir', 'DAGS_FOLDER/transaction_facts_generator.py', '--cfg-path', '/tmp/tmpnoxj26qz']
[2025-02-09T17:37:12.602+0000] {standard_task_runner.py:105} INFO - Job 629: Subtask generate_txn_fact_data
[2025-02-09T17:37:12.670+0000] {task_command.py:467} INFO - Running <TaskInstance: transaction_facts_generator.generate_txn_fact_data scheduled__2025-01-04T00:00:00+00:00 [running]> on host 3aeaa30cef4e
[2025-02-09T17:37:12.793+0000] {taskinstance.py:3131} INFO - Exporting env vars: AIRFLOW_CTX_DAG_OWNER='Saleh' AIRFLOW_CTX_DAG_ID='transaction_facts_generator' AIRFLOW_CTX_TASK_ID='generate_txn_fact_data' AIRFLOW_CTX_EXECUTION_DATE='2025-01-04T00:00:00+00:00' AIRFLOW_CTX_TRY_NUMBER='1' AIRFLOW_CTX_DAG_RUN_ID='scheduled__2025-01-04T00:00:00+00:00'
[2025-02-09T17:37:12.793+0000] {taskinstance.py:731} INFO - ::endgroup::
[2025-02-09T17:37:12.815+0000] {conn.py:362} INFO - <BrokerConnection node_id=bootstrap-0 host=kafka_broker:9092 <connecting> [IPv4 ('172.20.0.4', 9092)]>: connecting to kafka_broker:9092 [('172.20.0.4', 9092) IPv4]
[2025-02-09T17:37:12.816+0000] {conn.py:957} INFO - Probing node bootstrap-0 broker version
[2025-02-09T17:37:12.818+0000] {conn.py:393} INFO - <BrokerConnection node_id=bootstrap-0 host=kafka_broker:9092 <connecting> [IPv4 ('172.20.0.4', 9092)]>: Connection complete.
[2025-02-09T17:37:12.921+0000] {conn.py:1019} INFO - Broker version identified as 2.5.0
[2025-02-09T17:37:12.922+0000] {conn.py:1020} INFO - Set configuration api_version=(2, 5, 0) to skip auto check_version requests on startup
[2025-02-09T17:37:12.927+0000] {kafka_operator.py:71} INFO - Sent transaction: {'transaction_id': 'T000001', 'transaction_date': 1724521032925, 'account_id': 'C00861', 'customer_id': 'C00687', 'transaction_type': 'Credit', 'branch_id': 'C00271', 'currency': 'USD', 'transaction_amount': 7794.12, 'exchange_rate': 0.9632}
[2025-02-09T17:37:12.928+0000] {kafka_operator.py:71} INFO - Sent transaction: {'transaction_id': 'T000002', 'transaction_date': 1713029832928, 'account_id': 'C00938', 'customer_id': 'C00169', 'transaction_type': 'Withdrawal', 'branch_id': 'C00537', 'currency': 'GBP', 'transaction_amount': 6804.16, 'exchange_rate': 0.7358}
[2025-02-09T17:37:12.930+0000] {kafka_operator.py:71} INFO - Sent transaction: {'transaction_id': 'T000003', 'transaction_date': 1718559432930, 'account_id': 'C00917', 'customer_id': 'C00713', 'transaction_type': 'Credit', 'branch_id': 'C00474', 'currency': 'EUR', 'transaction_amount': 1227.31, 'exchange_rate': 1.3285}
[2025-02-09T17:37:12.933+0000] {kafka_operator.py:71} INFO - Sent transaction: {'transaction_id': 'T000004', 'transaction_date': 1735666632932, 'account_id': 'C00685', 'customer_id': 'C00369', 'transaction_type': 'Withdrawal', 'branch_id': 'C00445', 'currency': 'USD', 'transaction_amount': 8026.83, 'exchange_rate': 0.5778}
[2025-02-09T17:37:12.930+0000] {conn.py:362} INFO - <BrokerConnection node_id=0 host=kafka_broker:9092 <connecting> [IPv4 ('172.20.0.4', 9092)]>: connecting to kafka_broker:9092 [('172.20.0.4', 9092) IPv4]
[2025-02-09T17:37:12.934+0000] {kafka_operator.py:71} INFO - Sent transaction: {'transaction_id': 'T000005', 'transaction_date': 1735061832934, 'account_id': 'C00301', 'customer_id': 'C00490', 'transaction_type': 'Credit', 'branch_id': 'C00346', 'currency': 'GBP', 'transaction_amount': 2950.69, 'exchange_rate': 0.8831}
[2025-02-09T17:37:12.939+0000] {kafka_operator.py:71} INFO - Sent transaction: {'transaction_id': 'T000006', 'transaction_date': 1708450632938, 'account_id': 'C00071', 'customer_id': 'C00021', 'transaction_type': 'Debit', 'branch_id': 'C00141', 'currency': 'EUR', 'transaction_amount': 6413.91, 'exchange_rate': 0.9643}
[2025-02-09T17:37:12.936+0000] {conn.py:393} INFO - <BrokerConnection node_id=0 host=kafka_broker:9092 <connecting> [IPv4 ('172.20.0.4', 9092)]>: Connection complete.
[2025-02-09T17:37:12.944+0000] {kafka_operator.py:71} INFO - Sent transaction: {'transaction_id': 'T000007', 'transaction_date': 1712943432944, 'account_id': 'C00737', 'customer_id': 'C00420', 'transaction_type': 'Deposit', 'branch_id': 'C00877', 'currency': 'EUR', 'transaction_amount': 5729.15, 'exchange_rate': 0.6981}
[2025-02-09T17:37:12.946+0000] {conn.py:673} INFO - <BrokerConnection node_id=bootstrap-0 host=kafka_broker:9092 <connected> [IPv4 ('172.20.0.4', 9092)]>: Closing connection. 
[2025-02-09T17:37:12.948+0000] {kafka_operator.py:71} INFO - Sent transaction: {'transaction_id': 'T000008', 'transaction_date': 1722965832948, 'account_id': 'C00952', 'customer_id': 'C00842', 'transaction_type': 'Debit', 'branch_id': 'C00161', 'currency': 'USD', 'transaction_amount': 2844.11, 'exchange_rate': 1.0791}
[2025-02-09T17:37:12.954+0000] {kafka_operator.py:71} INFO - Sent transaction: {'transaction_id': 'T000009', 'transaction_date': 1728581832954, 'account_id': 'C00025', 'customer_id': 'C00153', 'transaction_type': 'Credit', 'branch_id': 'C00556', 'currency': 'EUR', 'transaction_amount': 7745.38, 'exchange_rate': 1.0627}
[2025-02-09T17:37:12.965+0000] {kafka_operator.py:71} INFO - Sent transaction: {'transaction_id': 'T000010', 'transaction_date': 1715189832965, 'account_id': 'C00417', 'customer_id': 'C00854', 'transaction_type': 'Withdrawal', 'branch_id': 'C00476', 'currency': 'GBP', 'transaction_amount': 5000.79, 'exchange_rate': 0.8228}
[2025-02-09T17:37:12.966+0000] {kafka_operator.py:71} INFO - Sent transaction: {'transaction_id': 'T000011', 'transaction_date': 1710956232966, 'account_id': 'C00047', 'customer_id': 'C00416', 'transaction_type': 'Withdrawal', 'branch_id': 'C00803', 'currency': 'GBP', 'transaction_amount': 8578.63, 'exchange_rate': 1.3246}
[2025-02-09T17:37:12.970+0000] {kafka_operator.py:71} INFO - Sent transaction: {'transaction_id': 'T000012', 'transaction_date': 1726508232970, 'account_id': 'C00897', 'customer_id': 'C00669', 'transaction_type': 'Withdrawal', 'branch_id': 'C00425', 'currency': 'EUR', 'transaction_amount': 9310.81, 'exchange_rate': 0.5316}
[2025-02-09T17:37:12.976+0000] {kafka_operator.py:71} INFO - Sent transaction: {'transaction_id': 'T000013', 'transaction_date': 1725730632972, 'account_id': 'C00967', 'customer_id': 'C00855', 'transaction_type': 'Deposit', 'branch_id': 'C00066', 'currency': 'USD', 'transaction_amount': 5638.58, 'exchange_rate': 1.4776}
[2025-02-09T17:37:12.979+0000] {kafka_operator.py:71} INFO - Sent transaction: {'transaction_id': 'T000014', 'transaction_date': 1732124232978, 'account_id': 'C00909', 'customer_id': 'C00925', 'transaction_type': 'Debit', 'branch_id': 'C00818', 'currency': 'EUR', 'transaction_amount': 7699.29, 'exchange_rate': 0.9564}
[2025-02-09T17:37:12.982+0000] {kafka_operator.py:71} INFO - Sent transaction: {'transaction_id': 'T000015', 'transaction_date': 1722101832982, 'account_id': 'C00788', 'customer_id': 'C00818', 'transaction_type': 'Credit', 'branch_id': 'C00191', 'currency': 'GBP', 'transaction_amount': 3973.46, 'exchange_rate': 1.211}
[2025-02-09T17:37:12.984+0000] {kafka_operator.py:71} INFO - Sent transaction: {'transaction_id': 'T000016', 'transaction_date': 1707932232984, 'account_id': 'C00070', 'customer_id': 'C00280', 'transaction_type': 'Transfer', 'branch_id': 'C00046', 'currency': 'EUR', 'transaction_amount': 4849.08, 'exchange_rate': 1.029}
[2025-02-09T17:37:12.986+0000] {kafka_operator.py:71} INFO - Sent transaction: {'transaction_id': 'T000017', 'transaction_date': 1711647432986, 'account_id': 'C00169', 'customer_id': 'C00200', 'transaction_type': 'Deposit', 'branch_id': 'C00474', 'currency': 'EUR', 'transaction_amount': 1085.22, 'exchange_rate': 1.474}
[2025-02-09T17:37:12.990+0000] {kafka_operator.py:71} INFO - Sent transaction: {'transaction_id': 'T000018', 'transaction_date': 1711215432989, 'account_id': 'C00461', 'customer_id': 'C00488', 'transaction_type': 'Withdrawal', 'branch_id': 'C00648', 'currency': 'GBP', 'transaction_amount': 2615.32, 'exchange_rate': 1.3129}
[2025-02-09T17:37:12.994+0000] {kafka_operator.py:71} INFO - Sent transaction: {'transaction_id': 'T000019', 'transaction_date': 1718473032993, 'account_id': 'C00812', 'customer_id': 'C00996', 'transaction_type': 'Deposit', 'branch_id': 'C00322', 'currency': 'GBP', 'transaction_amount': 377.49, 'exchange_rate': 0.9283}
[2025-02-09T17:37:12.996+0000] {kafka_operator.py:71} INFO - Sent transaction: {'transaction_id': 'T000020', 'transaction_date': 1710869832996, 'account_id': 'C00942', 'customer_id': 'C00801', 'transaction_type': 'Credit', 'branch_id': 'C00227', 'currency': 'GBP', 'transaction_amount': 6235.06, 'exchange_rate': 1.3307}
[2025-02-09T17:37:13.000+0000] {kafka_operator.py:71} INFO - Sent transaction: {'transaction_id': 'T000021', 'transaction_date': 1724002633000, 'account_id': 'C00695', 'customer_id': 'C00324', 'transaction_type': 'Withdrawal', 'branch_id': 'C00394', 'currency': 'GBP', 'transaction_amount': 8158.82, 'exchange_rate': 0.7432}
[2025-02-09T17:37:13.002+0000] {kafka_operator.py:71} INFO - Sent transaction: {'transaction_id': 'T000022', 'transaction_date': 1726940233001, 'account_id': 'C00516', 'customer_id': 'C00599', 'transaction_type': 'Credit', 'branch_id': 'C00101', 'currency': 'GBP', 'transaction_amount': 9311.44, 'exchange_rate': 0.8137}
