[2025-02-09T17:37:02.079+0000] {local_task_job_runner.py:123} INFO - ::group::Pre task execution logs
[2025-02-09T17:37:02.228+0000] {taskinstance.py:2612} INFO - Dependencies all met for dep_context=non-requeueable deps ti=<TaskInstance: transaction_facts_generator.generate_txn_fact_data scheduled__2024-12-10T00:00:00+00:00 [queued]>
[2025-02-09T17:37:02.236+0000] {taskinstance.py:2612} INFO - Dependencies all met for dep_context=requeueable deps ti=<TaskInstance: transaction_facts_generator.generate_txn_fact_data scheduled__2024-12-10T00:00:00+00:00 [queued]>
[2025-02-09T17:37:02.237+0000] {taskinstance.py:2865} INFO - Starting attempt 1 of 1
[2025-02-09T17:37:02.285+0000] {taskinstance.py:2888} INFO - Executing <Task(KafkaProduceOperator): generate_txn_fact_data> on 2024-12-10 00:00:00+00:00
[2025-02-09T17:37:02.293+0000] {logging_mixin.py:190} WARNING - /home/***/.local/lib/python3.12/site-packages/***/task/task_runner/standard_task_runner.py:70 DeprecationWarning: This process (pid=602) is multi-threaded, use of fork() may lead to deadlocks in the child.
[2025-02-09T17:37:02.295+0000] {standard_task_runner.py:72} INFO - Started process 608 to run task
[2025-02-09T17:37:02.293+0000] {standard_task_runner.py:104} INFO - Running: ['***', 'tasks', 'run', 'transaction_facts_generator', 'generate_txn_fact_data', 'scheduled__2024-12-10T00:00:00+00:00', '--job-id', '604', '--raw', '--subdir', 'DAGS_FOLDER/transaction_facts_generator.py', '--cfg-path', '/tmp/tmp1ja8h6sw']
[2025-02-09T17:37:02.295+0000] {standard_task_runner.py:105} INFO - Job 604: Subtask generate_txn_fact_data
[2025-02-09T17:37:02.334+0000] {task_command.py:467} INFO - Running <TaskInstance: transaction_facts_generator.generate_txn_fact_data scheduled__2024-12-10T00:00:00+00:00 [running]> on host 3aeaa30cef4e
[2025-02-09T17:37:02.411+0000] {taskinstance.py:3131} INFO - Exporting env vars: AIRFLOW_CTX_DAG_OWNER='Saleh' AIRFLOW_CTX_DAG_ID='transaction_facts_generator' AIRFLOW_CTX_TASK_ID='generate_txn_fact_data' AIRFLOW_CTX_EXECUTION_DATE='2024-12-10T00:00:00+00:00' AIRFLOW_CTX_TRY_NUMBER='1' AIRFLOW_CTX_DAG_RUN_ID='scheduled__2024-12-10T00:00:00+00:00'
[2025-02-09T17:37:02.412+0000] {taskinstance.py:731} INFO - ::endgroup::
[2025-02-09T17:37:02.433+0000] {conn.py:362} INFO - <BrokerConnection node_id=bootstrap-0 host=kafka_broker:9092 <connecting> [IPv4 ('172.20.0.4', 9092)]>: connecting to kafka_broker:9092 [('172.20.0.4', 9092) IPv4]
[2025-02-09T17:37:02.434+0000] {conn.py:957} INFO - Probing node bootstrap-0 broker version
[2025-02-09T17:37:02.435+0000] {conn.py:393} INFO - <BrokerConnection node_id=bootstrap-0 host=kafka_broker:9092 <connecting> [IPv4 ('172.20.0.4', 9092)]>: Connection complete.
[2025-02-09T17:37:02.537+0000] {conn.py:1019} INFO - Broker version identified as 2.5.0
[2025-02-09T17:37:02.538+0000] {conn.py:1020} INFO - Set configuration api_version=(2, 5, 0) to skip auto check_version requests on startup
[2025-02-09T17:37:02.542+0000] {kafka_operator.py:71} INFO - Sent transaction: {'transaction_id': 'T000001', 'transaction_date': 1713375422541, 'account_id': 'C00541', 'customer_id': 'C00516', 'transaction_type': 'Withdrawal', 'branch_id': 'C00140', 'currency': 'USD', 'transaction_amount': 78.68, 'exchange_rate': 0.979}
[2025-02-09T17:37:02.544+0000] {kafka_operator.py:71} INFO - Sent transaction: {'transaction_id': 'T000002', 'transaction_date': 1727804222544, 'account_id': 'C00038', 'customer_id': 'C00797', 'transaction_type': 'Credit', 'branch_id': 'C00028', 'currency': 'GBP', 'transaction_amount': 6407.62, 'exchange_rate': 1.2961}
[2025-02-09T17:37:02.544+0000] {conn.py:362} INFO - <BrokerConnection node_id=0 host=kafka_broker:9092 <connecting> [IPv4 ('172.20.0.4', 9092)]>: connecting to kafka_broker:9092 [('172.20.0.4', 9092) IPv4]
[2025-02-09T17:37:02.546+0000] {kafka_operator.py:71} INFO - Sent transaction: {'transaction_id': 'T000003', 'transaction_date': 1718041022545, 'account_id': 'C00651', 'customer_id': 'C00367', 'transaction_type': 'Deposit', 'branch_id': 'C00195', 'currency': 'EUR', 'transaction_amount': 1164.48, 'exchange_rate': 0.5692}
[2025-02-09T17:37:02.546+0000] {conn.py:393} INFO - <BrokerConnection node_id=0 host=kafka_broker:9092 <connecting> [IPv4 ('172.20.0.4', 9092)]>: Connection complete.
[2025-02-09T17:37:02.548+0000] {kafka_operator.py:71} INFO - Sent transaction: {'transaction_id': 'T000004', 'transaction_date': 1735493822547, 'account_id': 'C00198', 'customer_id': 'C00153', 'transaction_type': 'Credit', 'branch_id': 'C00288', 'currency': 'EUR', 'transaction_amount': 5672.69, 'exchange_rate': 1.1449}
[2025-02-09T17:37:02.548+0000] {conn.py:673} INFO - <BrokerConnection node_id=bootstrap-0 host=kafka_broker:9092 <connected> [IPv4 ('172.20.0.4', 9092)]>: Closing connection. 
[2025-02-09T17:37:02.549+0000] {kafka_operator.py:71} INFO - Sent transaction: {'transaction_id': 'T000005', 'transaction_date': 1716313022549, 'account_id': 'C00349', 'customer_id': 'C00455', 'transaction_type': 'Withdrawal', 'branch_id': 'C00419', 'currency': 'EUR', 'transaction_amount': 7832.01, 'exchange_rate': 1.2905}
[2025-02-09T17:37:02.552+0000] {kafka_operator.py:71} INFO - Sent transaction: {'transaction_id': 'T000006', 'transaction_date': 1726335422552, 'account_id': 'C00892', 'customer_id': 'C00422', 'transaction_type': 'Debit', 'branch_id': 'C00807', 'currency': 'GBP', 'transaction_amount': 9530.73, 'exchange_rate': 0.5105}
[2025-02-09T17:37:02.554+0000] {kafka_operator.py:71} INFO - Sent transaction: {'transaction_id': 'T000007', 'transaction_date': 1725730622553, 'account_id': 'C00527', 'customer_id': 'C00455', 'transaction_type': 'Transfer', 'branch_id': 'C00544', 'currency': 'USD', 'transaction_amount': 7118.68, 'exchange_rate': 0.7543}
[2025-02-09T17:37:02.556+0000] {kafka_operator.py:71} INFO - Sent transaction: {'transaction_id': 'T000008', 'transaction_date': 1723225022555, 'account_id': 'C00214', 'customer_id': 'C00363', 'transaction_type': 'Transfer', 'branch_id': 'C00422', 'currency': 'EUR', 'transaction_amount': 9361.98, 'exchange_rate': 1.2551}
[2025-02-09T17:37:02.557+0000] {kafka_operator.py:71} INFO - Sent transaction: {'transaction_id': 'T000009', 'transaction_date': 1725989822557, 'account_id': 'C00551', 'customer_id': 'C00121', 'transaction_type': 'Deposit', 'branch_id': 'C00346', 'currency': 'GBP', 'transaction_amount': 6696.45, 'exchange_rate': 0.7168}
