[2025-02-09T17:36:36.114+0000] {local_task_job_runner.py:123} INFO - ::group::Pre task execution logs
[2025-02-09T17:36:36.290+0000] {taskinstance.py:2612} INFO - Dependencies all met for dep_context=non-requeueable deps ti=<TaskInstance: transaction_facts_generator.generate_txn_fact_data scheduled__2024-11-04T00:00:00+00:00 [queued]>
[2025-02-09T17:36:36.300+0000] {taskinstance.py:2612} INFO - Dependencies all met for dep_context=requeueable deps ti=<TaskInstance: transaction_facts_generator.generate_txn_fact_data scheduled__2024-11-04T00:00:00+00:00 [queued]>
[2025-02-09T17:36:36.301+0000] {taskinstance.py:2865} INFO - Starting attempt 1 of 1
[2025-02-09T17:36:36.366+0000] {taskinstance.py:2888} INFO - Executing <Task(KafkaProduceOperator): generate_txn_fact_data> on 2024-11-04 00:00:00+00:00
[2025-02-09T17:36:36.385+0000] {logging_mixin.py:190} WARNING - /home/***/.local/lib/python3.12/site-packages/***/task/task_runner/standard_task_runner.py:70 DeprecationWarning: This process (pid=424) is multi-threaded, use of fork() may lead to deadlocks in the child.
[2025-02-09T17:36:36.388+0000] {standard_task_runner.py:72} INFO - Started process 430 to run task
[2025-02-09T17:36:36.391+0000] {standard_task_runner.py:104} INFO - Running: ['***', 'tasks', 'run', 'transaction_facts_generator', 'generate_txn_fact_data', 'scheduled__2024-11-04T00:00:00+00:00', '--job-id', '568', '--raw', '--subdir', 'DAGS_FOLDER/transaction_facts_generator.py', '--cfg-path', '/tmp/tmpv7clhxbx']
[2025-02-09T17:36:36.394+0000] {standard_task_runner.py:105} INFO - Job 568: Subtask generate_txn_fact_data
[2025-02-09T17:36:36.504+0000] {task_command.py:467} INFO - Running <TaskInstance: transaction_facts_generator.generate_txn_fact_data scheduled__2024-11-04T00:00:00+00:00 [running]> on host 3aeaa30cef4e
[2025-02-09T17:36:36.618+0000] {taskinstance.py:3131} INFO - Exporting env vars: AIRFLOW_CTX_DAG_OWNER='Saleh' AIRFLOW_CTX_DAG_ID='transaction_facts_generator' AIRFLOW_CTX_TASK_ID='generate_txn_fact_data' AIRFLOW_CTX_EXECUTION_DATE='2024-11-04T00:00:00+00:00' AIRFLOW_CTX_TRY_NUMBER='1' AIRFLOW_CTX_DAG_RUN_ID='scheduled__2024-11-04T00:00:00+00:00'
[2025-02-09T17:36:36.619+0000] {taskinstance.py:731} INFO - ::endgroup::
[2025-02-09T17:36:36.641+0000] {conn.py:362} INFO - <BrokerConnection node_id=bootstrap-0 host=kafka_broker:9092 <connecting> [IPv4 ('172.20.0.4', 9092)]>: connecting to kafka_broker:9092 [('172.20.0.4', 9092) IPv4]
[2025-02-09T17:36:36.642+0000] {conn.py:957} INFO - Probing node bootstrap-0 broker version
[2025-02-09T17:36:36.643+0000] {conn.py:393} INFO - <BrokerConnection node_id=bootstrap-0 host=kafka_broker:9092 <connecting> [IPv4 ('172.20.0.4', 9092)]>: Connection complete.
[2025-02-09T17:36:36.747+0000] {conn.py:1019} INFO - Broker version identified as 2.5.0
[2025-02-09T17:36:36.748+0000] {conn.py:1020} INFO - Set configuration api_version=(2, 5, 0) to skip auto check_version requests on startup
[2025-02-09T17:36:36.767+0000] {kafka_operator.py:71} INFO - Sent transaction: {'transaction_id': 'T000001', 'transaction_date': 1709573796765, 'account_id': 'C00220', 'customer_id': 'C00932', 'transaction_type': 'Debit', 'branch_id': 'C00281', 'currency': 'EUR', 'transaction_amount': 3700.49, 'exchange_rate': 0.6266}
[2025-02-09T17:36:36.769+0000] {kafka_operator.py:71} INFO - Sent transaction: {'transaction_id': 'T000002', 'transaction_date': 1716831396768, 'account_id': 'C00297', 'customer_id': 'C00414', 'transaction_type': 'Withdrawal', 'branch_id': 'C00711', 'currency': 'EUR', 'transaction_amount': 227.15, 'exchange_rate': 0.8602}
[2025-02-09T17:36:36.770+0000] {kafka_operator.py:71} INFO - Sent transaction: {'transaction_id': 'T000003', 'transaction_date': 1722879396770, 'account_id': 'C00474', 'customer_id': 'C00778', 'transaction_type': 'Withdrawal', 'branch_id': 'C00298', 'currency': 'EUR', 'transaction_amount': 5594.41, 'exchange_rate': 1.1612}
[2025-02-09T17:36:36.772+0000] {kafka_operator.py:71} INFO - Sent transaction: {'transaction_id': 'T000004', 'transaction_date': 1710092196771, 'account_id': 'C00499', 'customer_id': 'C00186', 'transaction_type': 'Withdrawal', 'branch_id': 'C00265', 'currency': 'GBP', 'transaction_amount': 7651.76, 'exchange_rate': 1.1717}
[2025-02-09T17:36:36.774+0000] {kafka_operator.py:71} INFO - Sent transaction: {'transaction_id': 'T000005', 'transaction_date': 1733679396774, 'account_id': 'C00689', 'customer_id': 'C00894', 'transaction_type': 'Withdrawal', 'branch_id': 'C00154', 'currency': 'GBP', 'transaction_amount': 8888.58, 'exchange_rate': 1.1752}
[2025-02-09T17:36:36.775+0000] {kafka_operator.py:71} INFO - Sent transaction: {'transaction_id': 'T000006', 'transaction_date': 1726162596775, 'account_id': 'C00421', 'customer_id': 'C00739', 'transaction_type': 'Deposit', 'branch_id': 'C00221', 'currency': 'USD', 'transaction_amount': 9511.31, 'exchange_rate': 0.6691}
[2025-02-09T17:36:36.777+0000] {kafka_operator.py:71} INFO - Sent transaction: {'transaction_id': 'T000007', 'transaction_date': 1724780196777, 'account_id': 'C00346', 'customer_id': 'C00728', 'transaction_type': 'Debit', 'branch_id': 'C00333', 'currency': 'USD', 'transaction_amount': 6428.38, 'exchange_rate': 1.1593}
[2025-02-09T17:36:36.776+0000] {conn.py:362} INFO - <BrokerConnection node_id=0 host=kafka_broker:9092 <connecting> [IPv4 ('172.20.0.4', 9092)]>: connecting to kafka_broker:9092 [('172.20.0.4', 9092) IPv4]
[2025-02-09T17:36:36.780+0000] {kafka_operator.py:71} INFO - Sent transaction: {'transaction_id': 'T000008', 'transaction_date': 1724088996780, 'account_id': 'C00899', 'customer_id': 'C00733', 'transaction_type': 'Deposit', 'branch_id': 'C00652', 'currency': 'GBP', 'transaction_amount': 1648.12, 'exchange_rate': 1.1191}
[2025-02-09T17:36:36.783+0000] {kafka_operator.py:71} INFO - Sent transaction: {'transaction_id': 'T000009', 'transaction_date': 1732124196783, 'account_id': 'C00458', 'customer_id': 'C00744', 'transaction_type': 'Withdrawal', 'branch_id': 'C00659', 'currency': 'GBP', 'transaction_amount': 4988.83, 'exchange_rate': 0.6016}
[2025-02-09T17:36:36.784+0000] {conn.py:393} INFO - <BrokerConnection node_id=0 host=kafka_broker:9092 <connecting> [IPv4 ('172.20.0.4', 9092)]>: Connection complete.
[2025-02-09T17:36:36.787+0000] {conn.py:673} INFO - <BrokerConnection node_id=bootstrap-0 host=kafka_broker:9092 <connected> [IPv4 ('172.20.0.4', 9092)]>: Closing connection. 
[2025-02-09T17:36:36.786+0000] {kafka_operator.py:71} INFO - Sent transaction: {'transaction_id': 'T000010', 'transaction_date': 1707845796785, 'account_id': 'C00984', 'customer_id': 'C00757', 'transaction_type': 'Transfer', 'branch_id': 'C00401', 'currency': 'EUR', 'transaction_amount': 7633.85, 'exchange_rate': 0.9207}
[2025-02-09T17:36:36.790+0000] {kafka_operator.py:71} INFO - Sent transaction: {'transaction_id': 'T000011', 'transaction_date': 1710783396790, 'account_id': 'C00763', 'customer_id': 'C00485', 'transaction_type': 'Withdrawal', 'branch_id': 'C00026', 'currency': 'USD', 'transaction_amount': 6290.95, 'exchange_rate': 0.9528}
[2025-02-09T17:36:36.793+0000] {kafka_operator.py:71} INFO - Sent transaction: {'transaction_id': 'T000012', 'transaction_date': 1738604196793, 'account_id': 'C00563', 'customer_id': 'C00226', 'transaction_type': 'Deposit', 'branch_id': 'C00487', 'currency': 'EUR', 'transaction_amount': 8367.06, 'exchange_rate': 1.402}
[2025-02-09T17:36:36.795+0000] {kafka_operator.py:71} INFO - Sent transaction: {'transaction_id': 'T000013', 'transaction_date': 1721151396794, 'account_id': 'C00623', 'customer_id': 'C00792', 'transaction_type': 'Debit', 'branch_id': 'C00563', 'currency': 'USD', 'transaction_amount': 7277.18, 'exchange_rate': 0.6808}
[2025-02-09T17:36:36.797+0000] {kafka_operator.py:71} INFO - Sent transaction: {'transaction_id': 'T000014', 'transaction_date': 1735407396796, 'account_id': 'C00595', 'customer_id': 'C00863', 'transaction_type': 'Credit', 'branch_id': 'C00527', 'currency': 'GBP', 'transaction_amount': 4952.9, 'exchange_rate': 1.32}
[2025-02-09T17:36:36.801+0000] {kafka_operator.py:71} INFO - Sent transaction: {'transaction_id': 'T000015', 'transaction_date': 1712684196800, 'account_id': 'C00800', 'customer_id': 'C00534', 'transaction_type': 'Credit', 'branch_id': 'C00776', 'currency': 'USD', 'transaction_amount': 2854.02, 'exchange_rate': 0.643}
[2025-02-09T17:36:36.804+0000] {kafka_operator.py:71} INFO - Sent transaction: {'transaction_id': 'T000016', 'transaction_date': 1732988196804, 'account_id': 'C00064', 'customer_id': 'C00255', 'transaction_type': 'Deposit', 'branch_id': 'C00784', 'currency': 'EUR', 'transaction_amount': 3677.23, 'exchange_rate': 1.2802}
[2025-02-09T17:36:36.807+0000] {kafka_operator.py:71} INFO - Sent transaction: {'transaction_id': 'T000017', 'transaction_date': 1726594596807, 'account_id': 'C00025', 'customer_id': 'C00161', 'transaction_type': 'Transfer', 'branch_id': 'C00833', 'currency': 'EUR', 'transaction_amount': 19.27, 'exchange_rate': 1.3916}
[2025-02-09T17:36:36.811+0000] {kafka_operator.py:71} INFO - Sent transaction: {'transaction_id': 'T000018', 'transaction_date': 1726594596811, 'account_id': 'C00268', 'customer_id': 'C00904', 'transaction_type': 'Deposit', 'branch_id': 'C00652', 'currency': 'EUR', 'transaction_amount': 3106.43, 'exchange_rate': 1.0841}
[2025-02-09T17:36:36.815+0000] {kafka_operator.py:71} INFO - Sent transaction: {'transaction_id': 'T000019', 'transaction_date': 1722965796815, 'account_id': 'C00265', 'customer_id': 'C00214', 'transaction_type': 'Withdrawal', 'branch_id': 'C00140', 'currency': 'GBP', 'transaction_amount': 5247.27, 'exchange_rate': 0.5921}
[2025-02-09T17:36:36.819+0000] {kafka_operator.py:71} INFO - Sent transaction: {'transaction_id': 'T000020', 'transaction_date': 1725384996819, 'account_id': 'C00806', 'customer_id': 'C00680', 'transaction_type': 'Withdrawal', 'branch_id': 'C00819', 'currency': 'USD', 'transaction_amount': 1652.25, 'exchange_rate': 0.8853}
[2025-02-09T17:36:36.824+0000] {kafka_operator.py:71} INFO - Sent transaction: {'transaction_id': 'T000021', 'transaction_date': 1736444196824, 'account_id': 'C00069', 'customer_id': 'C00429', 'transaction_type': 'Withdrawal', 'branch_id': 'C00310', 'currency': 'GBP', 'transaction_amount': 3235.63, 'exchange_rate': 0.5301}
[2025-02-09T17:36:36.829+0000] {kafka_operator.py:71} INFO - Sent transaction: {'transaction_id': 'T000022', 'transaction_date': 1734802596828, 'account_id': 'C00137', 'customer_id': 'C00173', 'transaction_type': 'Credit', 'branch_id': 'C00465', 'currency': 'EUR', 'transaction_amount': 7676.91, 'exchange_rate': 0.5663}
[2025-02-09T17:36:36.837+0000] {kafka_operator.py:71} INFO - Sent transaction: {'transaction_id': 'T000023', 'transaction_date': 1721064996834, 'account_id': 'C00491', 'customer_id': 'C00292', 'transaction_type': 'Deposit', 'branch_id': 'C00013', 'currency': 'USD', 'transaction_amount': 8867.42, 'exchange_rate': 0.7547}
[2025-02-09T17:36:36.841+0000] {kafka_operator.py:71} INFO - Sent transaction: {'transaction_id': 'T000024', 'transaction_date': 1721928996838, 'account_id': 'C00468', 'customer_id': 'C00662', 'transaction_type': 'Credit', 'branch_id': 'C00974', 'currency': 'EUR', 'transaction_amount': 1086.4, 'exchange_rate': 0.6184}
