[2025-02-09T17:36:34.955+0000] {local_task_job_runner.py:123} INFO - ::group::Pre task execution logs
[2025-02-09T17:36:35.146+0000] {taskinstance.py:2612} INFO - Dependencies all met for dep_context=non-requeueable deps ti=<TaskInstance: transaction_facts_generator.generate_txn_fact_data scheduled__2024-10-31T00:00:00+00:00 [queued]>
[2025-02-09T17:36:35.155+0000] {taskinstance.py:2612} INFO - Dependencies all met for dep_context=requeueable deps ti=<TaskInstance: transaction_facts_generator.generate_txn_fact_data scheduled__2024-10-31T00:00:00+00:00 [queued]>
[2025-02-09T17:36:35.155+0000] {taskinstance.py:2865} INFO - Starting attempt 1 of 1
[2025-02-09T17:36:35.172+0000] {taskinstance.py:2888} INFO - Executing <Task(KafkaProduceOperator): generate_txn_fact_data> on 2024-10-31 00:00:00+00:00
[2025-02-09T17:36:35.181+0000] {standard_task_runner.py:104} INFO - Running: ['***', 'tasks', 'run', 'transaction_facts_generator', 'generate_txn_fact_data', 'scheduled__2024-10-31T00:00:00+00:00', '--job-id', '564', '--raw', '--subdir', 'DAGS_FOLDER/transaction_facts_generator.py', '--cfg-path', '/tmp/tmpjmfe57a1']
[2025-02-09T17:36:35.183+0000] {standard_task_runner.py:105} INFO - Job 564: Subtask generate_txn_fact_data
[2025-02-09T17:36:35.188+0000] {logging_mixin.py:190} WARNING - /home/***/.local/lib/python3.12/site-packages/***/task/task_runner/standard_task_runner.py:70 DeprecationWarning: This process (pid=408) is multi-threaded, use of fork() may lead to deadlocks in the child.
[2025-02-09T17:36:35.191+0000] {standard_task_runner.py:72} INFO - Started process 417 to run task
[2025-02-09T17:36:35.238+0000] {task_command.py:467} INFO - Running <TaskInstance: transaction_facts_generator.generate_txn_fact_data scheduled__2024-10-31T00:00:00+00:00 [running]> on host 3aeaa30cef4e
[2025-02-09T17:36:35.349+0000] {taskinstance.py:3131} INFO - Exporting env vars: AIRFLOW_CTX_DAG_OWNER='Saleh' AIRFLOW_CTX_DAG_ID='transaction_facts_generator' AIRFLOW_CTX_TASK_ID='generate_txn_fact_data' AIRFLOW_CTX_EXECUTION_DATE='2024-10-31T00:00:00+00:00' AIRFLOW_CTX_TRY_NUMBER='1' AIRFLOW_CTX_DAG_RUN_ID='scheduled__2024-10-31T00:00:00+00:00'
[2025-02-09T17:36:35.350+0000] {taskinstance.py:731} INFO - ::endgroup::
[2025-02-09T17:36:35.382+0000] {conn.py:362} INFO - <BrokerConnection node_id=bootstrap-0 host=kafka_broker:9092 <connecting> [IPv4 ('172.20.0.4', 9092)]>: connecting to kafka_broker:9092 [('172.20.0.4', 9092) IPv4]
[2025-02-09T17:36:35.382+0000] {conn.py:957} INFO - Probing node bootstrap-0 broker version
[2025-02-09T17:36:35.384+0000] {conn.py:393} INFO - <BrokerConnection node_id=bootstrap-0 host=kafka_broker:9092 <connecting> [IPv4 ('172.20.0.4', 9092)]>: Connection complete.
[2025-02-09T17:36:35.488+0000] {conn.py:1019} INFO - Broker version identified as 2.5.0
[2025-02-09T17:36:35.488+0000] {conn.py:1020} INFO - Set configuration api_version=(2, 5, 0) to skip auto check_version requests on startup
[2025-02-09T17:36:35.496+0000] {kafka_operator.py:71} INFO - Sent transaction: {'transaction_id': 'T000001', 'transaction_date': 1727717795494, 'account_id': 'C00852', 'customer_id': 'C00388', 'transaction_type': 'Transfer', 'branch_id': 'C00068', 'currency': 'USD', 'transaction_amount': 3209.74, 'exchange_rate': 0.8351}
[2025-02-09T17:36:35.497+0000] {kafka_operator.py:71} INFO - Sent transaction: {'transaction_id': 'T000002', 'transaction_date': 1733506595497, 'account_id': 'C00280', 'customer_id': 'C00562', 'transaction_type': 'Debit', 'branch_id': 'C00126', 'currency': 'EUR', 'transaction_amount': 7733.43, 'exchange_rate': 0.6066}
[2025-02-09T17:36:35.500+0000] {kafka_operator.py:71} INFO - Sent transaction: {'transaction_id': 'T000003', 'transaction_date': 1713202595499, 'account_id': 'C00994', 'customer_id': 'C00244', 'transaction_type': 'Withdrawal', 'branch_id': 'C00647', 'currency': 'EUR', 'transaction_amount': 1334.48, 'exchange_rate': 1.2834}
[2025-02-09T17:36:35.502+0000] {kafka_operator.py:71} INFO - Sent transaction: {'transaction_id': 'T000004', 'transaction_date': 1733160995501, 'account_id': 'C00912', 'customer_id': 'C00327', 'transaction_type': 'Transfer', 'branch_id': 'C00435', 'currency': 'GBP', 'transaction_amount': 842.47, 'exchange_rate': 0.8493}
[2025-02-09T17:36:35.503+0000] {kafka_operator.py:71} INFO - Sent transaction: {'transaction_id': 'T000005', 'transaction_date': 1713202595503, 'account_id': 'C00297', 'customer_id': 'C00300', 'transaction_type': 'Debit', 'branch_id': 'C00386', 'currency': 'USD', 'transaction_amount': 1222.32, 'exchange_rate': 1.1638}
[2025-02-09T17:36:35.505+0000] {kafka_operator.py:71} INFO - Sent transaction: {'transaction_id': 'T000006', 'transaction_date': 1715362595505, 'account_id': 'C00392', 'customer_id': 'C00700', 'transaction_type': 'Transfer', 'branch_id': 'C00661', 'currency': 'USD', 'transaction_amount': 8973.31, 'exchange_rate': 0.8243}
[2025-02-09T17:36:35.509+0000] {kafka_operator.py:71} INFO - Sent transaction: {'transaction_id': 'T000007', 'transaction_date': 1731692195508, 'account_id': 'C00810', 'customer_id': 'C00221', 'transaction_type': 'Deposit', 'branch_id': 'C00833', 'currency': 'USD', 'transaction_amount': 7583.25, 'exchange_rate': 0.7697}
[2025-02-09T17:36:35.510+0000] {kafka_operator.py:71} INFO - Sent transaction: {'transaction_id': 'T000008', 'transaction_date': 1710005795510, 'account_id': 'C00698', 'customer_id': 'C00475', 'transaction_type': 'Transfer', 'branch_id': 'C00709', 'currency': 'GBP', 'transaction_amount': 6832.24, 'exchange_rate': 0.9296}
[2025-02-09T17:36:35.502+0000] {conn.py:362} INFO - <BrokerConnection node_id=0 host=kafka_broker:9092 <connecting> [IPv4 ('172.20.0.4', 9092)]>: connecting to kafka_broker:9092 [('172.20.0.4', 9092) IPv4]
[2025-02-09T17:36:35.515+0000] {conn.py:393} INFO - <BrokerConnection node_id=0 host=kafka_broker:9092 <connecting> [IPv4 ('172.20.0.4', 9092)]>: Connection complete.
[2025-02-09T17:36:35.516+0000] {conn.py:673} INFO - <BrokerConnection node_id=bootstrap-0 host=kafka_broker:9092 <connected> [IPv4 ('172.20.0.4', 9092)]>: Closing connection. 
[2025-02-09T17:36:35.513+0000] {kafka_operator.py:71} INFO - Sent transaction: {'transaction_id': 'T000009', 'transaction_date': 1727717795513, 'account_id': 'C00239', 'customer_id': 'C00338', 'transaction_type': 'Transfer', 'branch_id': 'C00115', 'currency': 'GBP', 'transaction_amount': 7271.43, 'exchange_rate': 1.152}
