[2025-02-09T17:37:30.299+0000] {local_task_job_runner.py:123} INFO - ::group::Pre task execution logs
[2025-02-09T17:37:30.568+0000] {taskinstance.py:2612} INFO - Dependencies all met for dep_context=non-requeueable deps ti=<TaskInstance: transaction_facts_generator.generate_txn_fact_data scheduled__2025-02-04T00:00:00+00:00 [queued]>
[2025-02-09T17:37:30.588+0000] {taskinstance.py:2612} INFO - Dependencies all met for dep_context=requeueable deps ti=<TaskInstance: transaction_facts_generator.generate_txn_fact_data scheduled__2025-02-04T00:00:00+00:00 [queued]>
[2025-02-09T17:37:30.591+0000] {taskinstance.py:2865} INFO - Starting attempt 1 of 1
[2025-02-09T17:37:30.630+0000] {taskinstance.py:2888} INFO - Executing <Task(KafkaProduceOperator): generate_txn_fact_data> on 2025-02-04 00:00:00+00:00
[2025-02-09T17:37:30.641+0000] {logging_mixin.py:190} WARNING - /home/***/.local/lib/python3.12/site-packages/***/task/task_runner/standard_task_runner.py:70 DeprecationWarning: This process (pid=861) is multi-threaded, use of fork() may lead to deadlocks in the child.
[2025-02-09T17:37:30.643+0000] {standard_task_runner.py:72} INFO - Started process 867 to run task
[2025-02-09T17:37:30.656+0000] {standard_task_runner.py:104} INFO - Running: ['***', 'tasks', 'run', 'transaction_facts_generator', 'generate_txn_fact_data', 'scheduled__2025-02-04T00:00:00+00:00', '--job-id', '662', '--raw', '--subdir', 'DAGS_FOLDER/transaction_facts_generator.py', '--cfg-path', '/tmp/tmppt1uoz6j']
[2025-02-09T17:37:30.662+0000] {standard_task_runner.py:105} INFO - Job 662: Subtask generate_txn_fact_data
[2025-02-09T17:37:30.753+0000] {task_command.py:467} INFO - Running <TaskInstance: transaction_facts_generator.generate_txn_fact_data scheduled__2025-02-04T00:00:00+00:00 [running]> on host 3aeaa30cef4e
[2025-02-09T17:37:30.881+0000] {taskinstance.py:3131} INFO - Exporting env vars: AIRFLOW_CTX_DAG_OWNER='Saleh' AIRFLOW_CTX_DAG_ID='transaction_facts_generator' AIRFLOW_CTX_TASK_ID='generate_txn_fact_data' AIRFLOW_CTX_EXECUTION_DATE='2025-02-04T00:00:00+00:00' AIRFLOW_CTX_TRY_NUMBER='1' AIRFLOW_CTX_DAG_RUN_ID='scheduled__2025-02-04T00:00:00+00:00'
[2025-02-09T17:37:30.885+0000] {taskinstance.py:731} INFO - ::endgroup::
[2025-02-09T17:37:30.911+0000] {conn.py:362} INFO - <BrokerConnection node_id=bootstrap-0 host=kafka_broker:9092 <connecting> [IPv4 ('172.20.0.4', 9092)]>: connecting to kafka_broker:9092 [('172.20.0.4', 9092) IPv4]
[2025-02-09T17:37:30.912+0000] {conn.py:957} INFO - Probing node bootstrap-0 broker version
[2025-02-09T17:37:30.913+0000] {conn.py:393} INFO - <BrokerConnection node_id=bootstrap-0 host=kafka_broker:9092 <connecting> [IPv4 ('172.20.0.4', 9092)]>: Connection complete.
[2025-02-09T17:37:31.018+0000] {conn.py:1019} INFO - Broker version identified as 2.5.0
[2025-02-09T17:37:31.020+0000] {conn.py:1020} INFO - Set configuration api_version=(2, 5, 0) to skip auto check_version requests on startup
[2025-02-09T17:37:31.027+0000] {kafka_operator.py:71} INFO - Sent transaction: {'transaction_id': 'T000001', 'transaction_date': 1715535451025, 'account_id': 'C00766', 'customer_id': 'C00287', 'transaction_type': 'Withdrawal', 'branch_id': 'C00691', 'currency': 'EUR', 'transaction_amount': 2327.19, 'exchange_rate': 0.7628}
[2025-02-09T17:37:31.029+0000] {kafka_operator.py:71} INFO - Sent transaction: {'transaction_id': 'T000002', 'transaction_date': 1709314651029, 'account_id': 'C00531', 'customer_id': 'C00325', 'transaction_type': 'Debit', 'branch_id': 'C00694', 'currency': 'GBP', 'transaction_amount': 4098.04, 'exchange_rate': 1.4665}
[2025-02-09T17:37:31.030+0000] {kafka_operator.py:71} INFO - Sent transaction: {'transaction_id': 'T000003', 'transaction_date': 1725817051030, 'account_id': 'C00435', 'customer_id': 'C00259', 'transaction_type': 'Transfer', 'branch_id': 'C00674', 'currency': 'USD', 'transaction_amount': 8102.98, 'exchange_rate': 1.3255}
[2025-02-09T17:37:31.032+0000] {kafka_operator.py:71} INFO - Sent transaction: {'transaction_id': 'T000004', 'transaction_date': 1722965851031, 'account_id': 'C00948', 'customer_id': 'C00192', 'transaction_type': 'Transfer', 'branch_id': 'C00971', 'currency': 'GBP', 'transaction_amount': 4336.37, 'exchange_rate': 1.4388}
[2025-02-09T17:37:31.034+0000] {kafka_operator.py:71} INFO - Sent transaction: {'transaction_id': 'T000005', 'transaction_date': 1719769051034, 'account_id': 'C00887', 'customer_id': 'C00184', 'transaction_type': 'Transfer', 'branch_id': 'C00973', 'currency': 'GBP', 'transaction_amount': 9063.36, 'exchange_rate': 0.8565}
[2025-02-09T17:37:31.032+0000] {conn.py:362} INFO - <BrokerConnection node_id=0 host=kafka_broker:9092 <connecting> [IPv4 ('172.20.0.4', 9092)]>: connecting to kafka_broker:9092 [('172.20.0.4', 9092) IPv4]
[2025-02-09T17:37:31.037+0000] {conn.py:393} INFO - <BrokerConnection node_id=0 host=kafka_broker:9092 <connecting> [IPv4 ('172.20.0.4', 9092)]>: Connection complete.
[2025-02-09T17:37:31.040+0000] {conn.py:673} INFO - <BrokerConnection node_id=bootstrap-0 host=kafka_broker:9092 <connected> [IPv4 ('172.20.0.4', 9092)]>: Closing connection. 
[2025-02-09T17:37:31.036+0000] {kafka_operator.py:71} INFO - Sent transaction: {'transaction_id': 'T000006', 'transaction_date': 1737481051036, 'account_id': 'C00430', 'customer_id': 'C00069', 'transaction_type': 'Debit', 'branch_id': 'C00131', 'currency': 'USD', 'transaction_amount': 4925.69, 'exchange_rate': 1.0448}
[2025-02-09T17:37:31.045+0000] {kafka_operator.py:71} INFO - Sent transaction: {'transaction_id': 'T000007', 'transaction_date': 1724434651044, 'account_id': 'C00803', 'customer_id': 'C00059', 'transaction_type': 'Credit', 'branch_id': 'C00454', 'currency': 'GBP', 'transaction_amount': 2569.64, 'exchange_rate': 1.1407}
[2025-02-09T17:37:31.048+0000] {kafka_operator.py:71} INFO - Sent transaction: {'transaction_id': 'T000008', 'transaction_date': 1734716251047, 'account_id': 'C00797', 'customer_id': 'C00671', 'transaction_type': 'Withdrawal', 'branch_id': 'C00214', 'currency': 'GBP', 'transaction_amount': 5090.25, 'exchange_rate': 1.48}
[2025-02-09T17:37:31.050+0000] {kafka_operator.py:71} INFO - Sent transaction: {'transaction_id': 'T000009', 'transaction_date': 1717090651050, 'account_id': 'C00950', 'customer_id': 'C00891', 'transaction_type': 'Credit', 'branch_id': 'C00526', 'currency': 'EUR', 'transaction_amount': 1246.49, 'exchange_rate': 1.4131}
