[2025-02-09T17:36:34.475+0000] {local_task_job_runner.py:123} INFO - ::group::Pre task execution logs
[2025-02-09T17:36:34.663+0000] {taskinstance.py:2612} INFO - Dependencies all met for dep_context=non-requeueable deps ti=<TaskInstance: transaction_facts_generator.generate_txn_fact_data scheduled__2024-10-29T00:00:00+00:00 [queued]>
[2025-02-09T17:36:34.672+0000] {taskinstance.py:2612} INFO - Dependencies all met for dep_context=requeueable deps ti=<TaskInstance: transaction_facts_generator.generate_txn_fact_data scheduled__2024-10-29T00:00:00+00:00 [queued]>
[2025-02-09T17:36:34.673+0000] {taskinstance.py:2865} INFO - Starting attempt 1 of 1
[2025-02-09T17:36:34.701+0000] {taskinstance.py:2888} INFO - Executing <Task(KafkaProduceOperator): generate_txn_fact_data> on 2024-10-29 00:00:00+00:00
[2025-02-09T17:36:34.714+0000] {logging_mixin.py:190} WARNING - /home/***/.local/lib/python3.12/site-packages/***/task/task_runner/standard_task_runner.py:70 DeprecationWarning: This process (pid=399) is multi-threaded, use of fork() may lead to deadlocks in the child.
[2025-02-09T17:36:34.715+0000] {standard_task_runner.py:72} INFO - Started process 409 to run task
[2025-02-09T17:36:34.714+0000] {standard_task_runner.py:104} INFO - Running: ['***', 'tasks', 'run', 'transaction_facts_generator', 'generate_txn_fact_data', 'scheduled__2024-10-29T00:00:00+00:00', '--job-id', '562', '--raw', '--subdir', 'DAGS_FOLDER/transaction_facts_generator.py', '--cfg-path', '/tmp/tmprmfi_3lf']
[2025-02-09T17:36:34.716+0000] {standard_task_runner.py:105} INFO - Job 562: Subtask generate_txn_fact_data
[2025-02-09T17:36:34.769+0000] {task_command.py:467} INFO - Running <TaskInstance: transaction_facts_generator.generate_txn_fact_data scheduled__2024-10-29T00:00:00+00:00 [running]> on host 3aeaa30cef4e
[2025-02-09T17:36:34.914+0000] {taskinstance.py:3131} INFO - Exporting env vars: AIRFLOW_CTX_DAG_OWNER='Saleh' AIRFLOW_CTX_DAG_ID='transaction_facts_generator' AIRFLOW_CTX_TASK_ID='generate_txn_fact_data' AIRFLOW_CTX_EXECUTION_DATE='2024-10-29T00:00:00+00:00' AIRFLOW_CTX_TRY_NUMBER='1' AIRFLOW_CTX_DAG_RUN_ID='scheduled__2024-10-29T00:00:00+00:00'
[2025-02-09T17:36:34.915+0000] {taskinstance.py:731} INFO - ::endgroup::
[2025-02-09T17:36:34.945+0000] {conn.py:362} INFO - <BrokerConnection node_id=bootstrap-0 host=kafka_broker:9092 <connecting> [IPv4 ('172.20.0.4', 9092)]>: connecting to kafka_broker:9092 [('172.20.0.4', 9092) IPv4]
[2025-02-09T17:36:34.946+0000] {conn.py:957} INFO - Probing node bootstrap-0 broker version
[2025-02-09T17:36:34.948+0000] {conn.py:393} INFO - <BrokerConnection node_id=bootstrap-0 host=kafka_broker:9092 <connecting> [IPv4 ('172.20.0.4', 9092)]>: Connection complete.
[2025-02-09T17:36:35.050+0000] {conn.py:1019} INFO - Broker version identified as 2.5.0
[2025-02-09T17:36:35.051+0000] {conn.py:1020} INFO - Set configuration api_version=(2, 5, 0) to skip auto check_version requests on startup
[2025-02-09T17:36:35.056+0000] {kafka_operator.py:71} INFO - Sent transaction: {'transaction_id': 'T000001', 'transaction_date': 1725039395055, 'account_id': 'C00631', 'customer_id': 'C00296', 'transaction_type': 'Deposit', 'branch_id': 'C00009', 'currency': 'USD', 'transaction_amount': 5799.03, 'exchange_rate': 0.9873}
[2025-02-09T17:36:35.059+0000] {kafka_operator.py:71} INFO - Sent transaction: {'transaction_id': 'T000002', 'transaction_date': 1713807395058, 'account_id': 'C00415', 'customer_id': 'C00153', 'transaction_type': 'Withdrawal', 'branch_id': 'C00442', 'currency': 'USD', 'transaction_amount': 2663.65, 'exchange_rate': 1.1235}
[2025-02-09T17:36:35.060+0000] {kafka_operator.py:71} INFO - Sent transaction: {'transaction_id': 'T000003', 'transaction_date': 1729532195060, 'account_id': 'C00471', 'customer_id': 'C00573', 'transaction_type': 'Debit', 'branch_id': 'C00170', 'currency': 'USD', 'transaction_amount': 1375.8, 'exchange_rate': 1.2899}
[2025-02-09T17:36:35.062+0000] {kafka_operator.py:71} INFO - Sent transaction: {'transaction_id': 'T000004', 'transaction_date': 1727804195062, 'account_id': 'C00950', 'customer_id': 'C00314', 'transaction_type': 'Credit', 'branch_id': 'C00159', 'currency': 'EUR', 'transaction_amount': 9270.88, 'exchange_rate': 0.7526}
[2025-02-09T17:36:35.064+0000] {kafka_operator.py:71} INFO - Sent transaction: {'transaction_id': 'T000005', 'transaction_date': 1710092195064, 'account_id': 'C00779', 'customer_id': 'C00823', 'transaction_type': 'Transfer', 'branch_id': 'C00698', 'currency': 'EUR', 'transaction_amount': 6842.59, 'exchange_rate': 0.6097}
[2025-02-09T17:36:35.065+0000] {conn.py:362} INFO - <BrokerConnection node_id=0 host=kafka_broker:9092 <connecting> [IPv4 ('172.20.0.4', 9092)]>: connecting to kafka_broker:9092 [('172.20.0.4', 9092) IPv4]
[2025-02-09T17:36:35.066+0000] {kafka_operator.py:71} INFO - Sent transaction: {'transaction_id': 'T000006', 'transaction_date': 1711388195066, 'account_id': 'C00966', 'customer_id': 'C00590', 'transaction_type': 'Transfer', 'branch_id': 'C00964', 'currency': 'USD', 'transaction_amount': 3140.56, 'exchange_rate': 0.6769}
[2025-02-09T17:36:35.068+0000] {conn.py:393} INFO - <BrokerConnection node_id=0 host=kafka_broker:9092 <connecting> [IPv4 ('172.20.0.4', 9092)]>: Connection complete.
[2025-02-09T17:36:35.070+0000] {conn.py:673} INFO - <BrokerConnection node_id=bootstrap-0 host=kafka_broker:9092 <connected> [IPv4 ('172.20.0.4', 9092)]>: Closing connection. 
[2025-02-09T17:36:35.070+0000] {kafka_operator.py:71} INFO - Sent transaction: {'transaction_id': 'T000007', 'transaction_date': 1719768995069, 'account_id': 'C00819', 'customer_id': 'C00312', 'transaction_type': 'Deposit', 'branch_id': 'C00264', 'currency': 'EUR', 'transaction_amount': 7775.15, 'exchange_rate': 0.9255}
[2025-02-09T17:36:35.077+0000] {kafka_operator.py:71} INFO - Sent transaction: {'transaction_id': 'T000008', 'transaction_date': 1710696995077, 'account_id': 'C00466', 'customer_id': 'C00425', 'transaction_type': 'Debit', 'branch_id': 'C00912', 'currency': 'GBP', 'transaction_amount': 4001.49, 'exchange_rate': 0.534}
[2025-02-09T17:36:35.080+0000] {kafka_operator.py:71} INFO - Sent transaction: {'transaction_id': 'T000009', 'transaction_date': 1736357795079, 'account_id': 'C00629', 'customer_id': 'C00522', 'transaction_type': 'Credit', 'branch_id': 'C00657', 'currency': 'EUR', 'transaction_amount': 8640.18, 'exchange_rate': 0.6977}
